audit_row,audit_address,audit_status_raw,audit_pdf_page,pops_id,match_candidates,match_status,match_method,match_confidence,needs_manual_review,comptroller_2017_inspected,comptroller_2017_compliant,comptroller_2017_findings,comptroller_2017_findings_source
285,171 East 84th Street,No,42,M080039,M080039,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
286,185 East 85th Street,No,42,M080040,M080040,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
287,111 East 85th Street,No,42,M080041,M080041,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
288,1065 Park Avenue,No,42,M080042,M080042,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
289,115 East 87th Street,Yes,42,M080043,M080043,matched,address_exact,high,False,True,yes,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
290,182 East 95th Street,No,42,M080044,M080044,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
291,200 East 82nd Street,No,42,M080046,M080046,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
292,250 East 87th Street,Construction,42,M080048,M080048,matched,address_exact,high,False,True,construction,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
293,201 East 87th Street,No,42,M080049,M080049,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
294,200 East 89th Street,Yes,42,M080050,M080050,matched,address_exact,high,False,True,yes,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
295,200 East 90th Street,No,42,M080051,M080051,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
296,301 East 79th Street,No,42,M080053,M080053,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
297,345 East 80th Street,No,42,M080054,M080054,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
298,303 East 83rd Street,No,42,M080055,M080055,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
299,353 East 83rd Street,No,42,M080056,M080056,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
300,351 East 84th Street,No,42,M080057,M080057,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
301,300 East 85th Street,Construction,42,M080058,M080058,matched,address_exact,high,False,True,construction,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
302,301 East 87th Street,No,42,M080059,M080059,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
303,340 East 93rd Street,Construction,42,M080060,M080060,matched,address_exact,high,False,True,construction,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
304,345 East 93rd Street,No,42,M080061,M080061,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
305,300 East 93rd Street,Yes,42,M080062,M080062,matched,address_exact,high,False,True,yes,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
306,401 East 80th Street,Construction,42,M080064,M080064,matched,address_exact,high,False,True,construction,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
307,401 East 84th Street,No,42,M080066,M080066,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
308,444 East 86th Street,No,42,M080068,M080068,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
309,1675 York Avenue,No,42,M080069,M080069,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
310,1725 York Avenue,Construction,42,M080070,M080070,matched,address_exact,high,False,True,construction,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
311,515 East 79th Street,Construction,43,M080071,M080071,matched,address_exact,high,False,True,construction,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
312,1520 York Avenue,Construction,43,M080072,M080072,matched,address_exact,high,False,True,construction,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
313,60 East End Avenue,No,43,M080073,M080073,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
314,303 East 60th Street,No,43,M080075,M080075,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
315,524 East 72nd Street,Yes,43,M080076,M080076,matched,address_exact,high,False,True,yes,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
316,455 East 86th Street,No,43,M080078,M080078,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
317,525 East 72nd Street,Yes,43,M080080,M080080,matched,address_exact,high,False,True,yes,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
318,211 East 70th Street,Yes,43,M080082,M080082,matched,address_exact,high,False,True,yes,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
319,301 East 94th Street,Construction,43,M080085,M080085,matched,address_exact,high,False,True,construction,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
320,200 East 69th Street,No,43,M080086,M080086,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
321,235 East 95th Street,Construction,43,M080089,M080089,matched,address_exact,high,False,True,construction,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
322,1850 Second Avenue,Construction,43,M080093,M080093,matched,address_exact,high,False,True,construction,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
323,400 East 84th Street,No,43,M080094,M080094,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
324,330 East 75th Street,No,43,M080097,M080097,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
325,422 East 72nd Street,No,43,M080098,M080098,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
326,750 Lexington Avenue,No,43,M080099,M080099,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
327,130 Livingston Street,Construction,43,K020001,K020001,matched,address_exact,high,False,True,construction,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
328,350 Jay Street,No,43,K020002,K020002,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
329,MetroTech Center,No,43,K020003,K020003,matched,street_only,low,True,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
330,230 Ashland Place,No,43,K020007,K020007,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
331,343 Gold Street,Yes,43,K020008,K020008,matched,address_exact,high,False,True,yes,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
332,1 Court Square,No,43,Q020001,Q020001,matched,address_exact,high,False,True,no,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
333,61-01 Junction Boulevard,Yes,43,Q060001,Q060001,matched,address_exact,high,False,True,yes,,"SR16-102A (2017-04-18), https://comptroller.nyc.gov/wp-content/uploads/documents/SR16_102A.pdf"
