pops_id,borough,address_normalized,building_name,bbl,bin,latitude,longitude,pops_type,year_established,required_hours,required_size,required_amenities,other_requirements,confirmed_pops_violation_count,post_2017_dob_enforcement_count,property_only_action_count,needs_review_count,any_linked_bulletin_action_count,confirmed_penalties_total,latest_enforcement_date,latest_enforcement_date_precision,enforcement_ids_confirmed,comptroller_2017_inspected,comptroller_2017_compliant,comptroller_2017_findings,comptroller_2017_audit_row,comptroller_2017_match_confidence,evidence_note
M060074,Manhattan,420 EAST 54 STREET,River Tower,1013650009,1040158,40.755676,-73.96353,Residential Plaza,1982,24 Hours,Residential Plaza 12673.31 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,1,1,1,0,,,,True,no,,223.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060075,Manhattan,400 EAST 54 STREET,Revere,1013657502,1076281,40.756003,-73.964003,Plaza,1972,24 Hours,Plaza 10228.11 sf,None,,0,0,0,0,0,0,,,,True,yes,,224.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060076,Manhattan,415 EAST 54 STREET,St. James Tower,1013667501,1040356,40.756151,-73.963014,Residential Plaza,1983,Restricted Hours,Residential Plaza 6618.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,no,,225.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060077,Manhattan,400 EAST 56 STREET,Plaza 400,1013670001,1040460,40.757098,-73.963125,Arcade; Plaza,1968,24 Hours,Arcade 1820.39 sf; Plaza 20861.34 sf,None,,0,0,0,0,0,0,,,,True,no,,226.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060078,Manhattan,425 EAST 58 STREET,Sovereign,1013700015,1040637,40.758736,-73.960947,Open Space; Plaza,1973,24 Hours; Restricted Hours,Open Space 0.00 sf; Plaza 27701.67 sf,Litter Receptacles; Planting; Plaque/Sign; Seating,,0,0,0,0,0,0,,,,True,yes,,227.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060079,Manhattan,243 LEXINGTON AVENUE,,1008900025,1087628,40.746466,-73.97923,Residential Plaza,1998,24 Hours,Residential Plaza 1080.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,228.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060081,Manhattan,418 EAST 59 STREET,Grand Sutton,1013700038,1072003,40.759066,-73.961258,Residential Plaza,1988,24 Hours,Residential Plaza 2612.50 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,1,1,0,0,1,5000,2021-08,bulletin_month,EA-202108-091ffb80b7,True,no,,229.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060082,Manhattan,401 EAST 34 STREET,Rivergate,1009660001,1022057,40.743838,-73.972537,Residential Plaza,1985,24 Hours,Residential Plaza 15682.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,"Childrens play area, game tables and associated seating provided.",0,0,0,0,0,0,,,,True,no,,230.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060083,Manhattan,137 EAST 36 STREET,Carlton Regency,1008920025,1018953,40.747756,-73.978378,Plaza,1966,24 Hours,Plaza 3355.48 sf,None,,0,0,0,0,0,0,,,,True,yes,,231.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060084,Manhattan,285 LEXINGTON AVENUE,Carlton Regency North,1008920062,1018978,40.748033,-73.978151,Variance Arcade,1974,24 Hours,Variance Arcade 3342.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,232.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060085,Manhattan,200 EAST 32 STREET,Future,1009127502,1077352,40.744021,-73.97896,Residential Plaza,1992,24 Hours,Residential Plaza 5755.35 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,233.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060086,Manhattan,353 EAST 17 STREET,Gilman Hall,1009237501,1020438,40.733602,-73.981432,Plaza,1969,24 Hours,Plaza 3080.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,234.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060087,Manhattan,410 EAST 58 STREET,New Yorker East,1013690042,1040554,40.75847,-73.961984,Plaza,1974,24 Hours,Plaza 2709.30 sf,None,,0,0,0,0,0,0,,,,True,no,"[p.6] at corresponds to the complaint; d) Are followed by a re-inspection to ensure that the violation is corrected. 9. Refer the apparent destruction of the POPS at 410 East 58th Street in Manhattan to the City Law Department to take appropriate action. The Department of City Planning should: 10. Develop an advertising campaign to inform the public about all POPS locations and the required amenities required to be provided at each. 11. Consi || [p.28] In a second POPS location at 410 East 58th Street in Manhattan, we found that DOB allowed a P OPS to be entirely eliminated when a permanent, private structure was built on top of it. When auditors asked DOB officials whether a building permit had been issued for the structure built on the POPS, they said th || [p.28] d Lot (BBL) 1-1369-42. The highlighted area, encircled, is where the building is located and also depicts where a plaza-type POPS is supposed to be located, at 410 East 58th Street in Manhattan. Privately Owned Public Space at 410 East 58th Street, Manhattan However, a structure was built over the POPS space (see photos below). The space is now occupied by a hotel lobby. DOB allowed this POPS plaza to be completely eliminated during a O",235.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060088,Manhattan,425 LEXINGTON AVENUE,,1012980023,1036162,40.752246,-73.974948,Urban Plaza,1987,Restricted Hours,Urban Plaza 4548.12 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,236.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060090,Manhattan,430 EAST 29 STREET,Alexandria Science Center,1009627502,1091695,40.739922,-73.974328,Public Access Area,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060091,Manhattan,685 1 AVENUE,East River Realty North,1009457502,1089769,40.747403,-73.971413,Public Access Area,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060092,Manhattan,626 1 AVENUE,East River Realty South,1009670001,1089237,40.744458,-73.971941,Public Access Area,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070005,Manhattan,200 WEST 79 STREET,Gloucester,1011707501,1030909,40.782916,-73.978901,Plaza,1975,24 Hours,Plaza 5355.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,237.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070006,Manhattan,201 WEST 70 STREET,One Sherman Square,1011620029,1030373,40.777798,-73.982788,Plaza,1971,24 Hours,Plaza 5990.90 sf,None,,0,0,0,0,0,0,,,,True,yes,,238.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070007,Manhattan,2025 BROADWAY,Nevada Towers,1011417502,1076231,40.77681,-73.982543,Plaza,1974,24 Hours,Plaza 5008.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,239.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070009,Manhattan,80 CENTRAL PARK WEST,,1011210029,1028458,40.774012,-73.978139,Arcade; Plaza,1967,24 Hours,Arcade 2264.00 sf; Plaza 3980.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,240.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070011,Manhattan,130 WEST 67 STREET,Toulaine,1011380053,1028847,40.774875,-73.983233,Arcade; Plaza,1975,24 Hours,Arcade 3440.10 sf; Plaza 2280.93 sf,None,,0,0,0,0,0,0,,,,True,yes,,241.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070012,Manhattan,2 LINCOLN SQUARE,Two Lincoln Square,1011180001,1028159,40.773157,-73.981428,Covered Plaza; Mandatory Arcade; Special Permit Plaza; Through Block Arcade,1974,24 Hours; Restricted Hours,Covered Plaza 6358.00 sf; Mandatory Arcade 2757.00 sf; Special Permit Plaza 580.00 sf; Through Block Arcade 0.00 sf,Artwork; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Restrooms; Retail Frontage; Seating,enclosed portion of Covered Plaza (Museum): skylight; unenclosed portion of Covered Plaza: information kiosk,0,0,0,0,0,0,,,,True,no,,242.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070013,Manhattan,10 WEST 66 STREET,,1011180022,1028163,40.772399,-73.979753,Arcade; Plaza,1969,24 Hours,Arcade 530.41 sf; Plaza 9387.32 sf,None,,0,0,0,0,0,0,,,,True,no,,243.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070014,Manhattan,1 LINCOLN PLAZA,One Lincoln Plaza,1011167501,1027472,40.771515,-73.981407,Arcade; Plaza,1971,24 Hours,Arcade 3309.30 sf; Plaza 17351.00 sf,None,,0,0,0,0,0,0,,,,True,construction,,244.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070015,Manhattan,1886 BROADWAY,30 Lincoln Plaza,1011157503,1027463,40.770769,-73.981573,Covered Plaza; Landscaped Plaza; Mandatory Arcade; Special Permit Arcade,1978,24 Hours; Restricted Hours,Covered Plaza 2386.25 sf; Landscaped Plaza 14385.17 sf; Mandatory Arcade 3492.61 sf; Special Permit Arcade 1000.00 sf,Bicycle Parking; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space; Water Feature,regular maintenance of Covered Plaza and Landscaped Plaza; reconstruction and landscaping of Broadway Malls from West 62nd to West 64th Streets; regular maintenance of Covered Plaza and Landscaped Plaza,0,0,0,0,0,0,,,,True,no,,245.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070016,Manhattan,61 WEST 62 STREET,The Harmony/David Rubenstein Atrium,1011157502,1027461,40.771115,-73.982837,Covered Plaza,1979,Closing for Events; Restricted Hours,Covered Plaza 6906.00 sf,Climate Control; Drinking Fountain; Elevator; Food Service; Lighting; Other Required; Planting; Plaque/Sign; Programs; Restrooms; Retail Frontage; Seating; Tables; Trees on Street; Water Feature,skylight,0,0,0,0,0,0,,,,True,no,,246.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070017,Manhattan,44 WEST 62 STREET,Lincoln Plaza Towers,1011140061,1027365,40.77073,-73.983133,Plaza,1973,24 Hours,Plaza 6802.40 sf,None,,0,0,0,0,0,0,,,,True,yes,,247.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070019,Manhattan,45 WEST 60 STREET,Regent,1011130001,1027187,40.769943,-73.983711,Residential Plaza,1982,24 Hours,Residential Plaza 9256.43 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,248.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070020,Manhattan,30 WEST 61 STREET,Beaumont,1011137501,1027195,40.769989,-73.983295,Additional Residential Plaza; Arcade; Residential Plaza,1983,24 Hours; Restricted Hours,Additional Residential Plaza 3280.00 sf; Arcade 2490.32 sf; Residential Plaza 6100.83 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Seating; Tables; Trees on Street; Trees within Space; Water Feature,577 sf trellis; connection to the adjacent public space at 23 Columbus Avenue (Regent),0,0,0,0,0,0,,,,True,no,,249.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070021,Manhattan,1 CENTRAL PARK WEST,Trump International Hotel and Tower,1011137502,1027191,40.769108,-73.981621,Plaza,1970,24 Hours,Plaza 17856.00 sf,Food Service; Lighting; Planting; Seating; Subway; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,250.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070023,Manhattan,145 WEST 67 STREET,Tower 67,1011390001,1028849,40.775567,-73.983341,Residential Plaza,1985,Restricted Hours,Residential Plaza 14460.50 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,no,,251.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070024,Manhattan,1991 BROADWAY,Bel Canto,1011397501,1028857,40.775276,-73.982637,Covered Plaza,1985,Restricted Hours,Covered Plaza 1518.00 sf,Climate Control; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees within Space,decoration on column,1,1,0,0,1,4000,2018-10,bulletin_month,EA-201810-21571ee063,True,no,,252.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070026,Manhattan,200 WEST 60 STREET,Concerto,1011517501,1077845,40.770898,-73.987797,Public Open Space,1991,Restricted Hours,Public Open Space 7320.00 sf,Lighting; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space; Water Feature,"children's play equipment in ""poured in place"" safety surface, surveillance camera",0,0,0,0,0,0,,,,True,yes,,253.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070027,Manhattan,75 WEST END AVENUE,West End Towers,1011710063,1088686,40.773792,-73.989403,Public Open Spaces,1993,Restricted Hours,Public Open Spaces 51497.00 sf,Lighting; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,"overlook, boulders, a play area to include some of the following play equipment that are similar to Timberform ""Pipeline"" #9514, including wide slide chute with pipe rails, tire swing, arch ladder, bridgeway, and water run",0,0,2,2,2,0,,,,True,yes,,254.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070029,Manhattan,639 WEST 59 STREET,Riverside Center,1011710157,1089374,40.772677,-73.991804,Public Access Area,,,,,,0,0,2,2,2,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M070030,Manhattan,40 COLUMBUS AVENUE,Fordham University,1011320001,1028829,40.770871,-73.984295,Interim Open Space,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080001,Manhattan,118 EAST 60 STREET,Plaza Tower,1013940007,1041902,40.762812,-73.968648,Plaza,1965,24 Hours,Plaza 6276.00 sf,None,,0,0,0,0,0,0,,,,True,no,,255.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080002,Manhattan,167 EAST 61 STREET,Trump Plaza,1013960033,1041986,40.763253,-73.965768,Residential Plaza,1983,Restricted Hours,Residential Plaza 7319.54 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,no,,256.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080003,Manhattan,980 5 AVENUE,,1014910001,1046426,40.777041,-73.963201,Plaza,1967,24 Hours,Plaza 2879.50 sf,None,,0,0,0,0,0,0,,,,True,no,,257.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080004,Manhattan,188 EAST 64 STREET,Royale,1013987501,1042137,40.764499,-73.964843,Residential Plaza,1987,24 Hours,Residential Plaza 6667.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,construction,,258.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080005,Manhattan,160 EAST 65 STREET,Phoenix,1013990033,1042369,40.765124,-73.964391,Plaza,1969,24 Hours,Plaza 6814.74 sf,None,,0,0,0,0,0,0,,,,True,construction,,259.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080006,Manhattan,733 PARK AVENUE,,1014050072,1042760,40.770092,-73.964136,Arcade; Plaza,1970,24 Hours,Arcade 2070.57 sf; Plaza 1760.39 sf,None,,0,0,0,0,0,0,,,,True,yes,,260.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080008,Manhattan,200 EAST 61 STREET,Savoy,1014157501,1043547,40.762366,-73.965591,Residential Plaza,1985,Restricted Hours,Residential Plaza 5190.76 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,261.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080009,Manhattan,200 EAST 62 STREET,Wellington Estates,1014167501,1043780,40.763016,-73.965078,Arcade; Plaza,1966,24 Hours,Arcade 504.00 sf; Plaza 6250.00 sf,None,,0,0,0,0,0,0,,,,True,no,,262.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080010,Manhattan,200 EAST 64 STREET,Carlton Towers,1014180045,1043866,40.764339,-73.964081,Plaza,1969,Restricted Hours,Plaza 4604.00 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating,,1,1,0,0,1,11250,2019-07,bulletin_month,EA-201907-0327eea318,True,no,"[p.14] reater accordance with the standards set forth in Section 37-70 (PUBLIC PLAZAS), inclusive.” By way of another example of non-compliance, the property owner of 200 East 64th Street in Manhattan has received the benefit of an additional 26,108 square feet in floor area in the building since 1969 in exchange for providing the POPS.5 But as is reflected in the photographs that follow, the owner has failed to fully provide required amenitie || [p.14] amenities. As in our previous example, DOB officials agreed that existing conditions violated the applicable Zoning Resolution. Privately Owned Public Space at 200 East 64th Street The photo below taken on July 11, 2016, reflects that planters creating a barricade have been placed preventing public access to part of the POPS. During our inspections, we observed that this area was used as a backyard for restaurant staff, and for storage",263.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080011,Manhattan,220 EAST 65 STREET,Concorde,1014197503,1043869,40.76444,-73.962659,Plaza,1979,24 Hours,Plaza 1325.00 sf,None,,0,0,0,0,0,0,,,,True,no,,264.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080012,Manhattan,200 EAST 65 STREET,Bristol,1014197502,1076307,40.764775,-73.963557,Residential Plaza,1987,Restricted Hours,Residential Plaza 8368.50 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,1,1,0,0,1,5000,2021-08,bulletin_month,EA-202108-9d15d92e10,True,yes,,265.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080013,Manhattan,265 EAST 66 STREET,,1014210021,1043873,40.765598,-73.96142,Plaza,1975,24 Hours,Plaza 7531.17 sf,None,,0,0,0,0,0,0,,,,True,no,,266.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080014,Manhattan,254 EAST 68 STREET,,1014220021,1043884,40.766067,-73.960813,Plaza,1973,24 Hours,Plaza 8153.10 sf,None,,0,0,0,0,0,0,,,,True,yes,,267.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080015,Manhattan,205 EAST 95 STREET,Normandie Court,1015410001,1049245,40.78468,-73.94924,Residential Plaza,1985,24 Hours,Residential Plaza 8743.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,268.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080016,Manhattan,220 EAST 72 STREET,,1014260035,1083342,40.768919,-73.959739,Plaza,1974,24 Hours,Plaza 1740.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,269.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080019,Manhattan,300 EAST 62 STREET,Paladin,1014367501,1044249,40.762203,-73.96279,Residential Plaza,1985,24 Hours,Residential Plaza 3143.00 sf,Artwork; Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,270.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080021,Manhattan,304 EAST 65 STREET,Rio,1014397501,1072488,40.763976,-73.961461,Residential Plaza,1987,Restricted Hours,Residential Plaza 4054.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,construction,,271.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080022,Manhattan,353 EAST 72 STREET,Fontaine,1014470019,1044882,40.7683,-73.956462,Arcade; Plaza,1975,24 Hours,Arcade 786.00 sf; Plaza 2411.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,272.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080023,Manhattan,300 EAST 74 STREET,,1014480003,1089033,40.769607,-73.957212,Plaza,1967,Restricted Hours,Plaza 5960.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Seating,,0,0,0,0,0,0,,,,True,yes,,273.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080025,Manhattan,300 EAST 75 STREET,Fairmont,1014490003,1044925,40.770262,-73.956691,Arcade; Landscaped Park; Plaza,1979,24 Hours; Restricted Hours,Arcade 1560.00 sf; Landscaped Park 0.00 sf; Plaza 8556.48 sf,Artwork; Planting; Seating; Water Feature,,0,0,0,0,0,0,,,,True,no,,274.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080027,Manhattan,400 EAST 70 STREET,Kingsley,1014647501,1045589,40.76614,-73.956792,Residential Plaza,1983,Restricted Hours,Residential Plaza 4739.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,construction,,275.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080029,Manhattan,400 EAST 71 STREET,Windsor,1014650001,1045808,40.766642,-73.956257,Plaza,1979,24 Hours,Plaza 7297.86 sf,None,,0,0,0,0,0,0,,,,True,no,,276.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080030,Manhattan,1385 YORK AVENUE,Stratford,1014680021,1045876,40.768013,-73.953411,Plaza,1969,24 Hours,Plaza 12034.00 sf,None,,0,0,0,0,0,0,,,,True,no,,277.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080031,Manhattan,1365 YORK AVENUE,Somerset,1014670021,1045849,40.76741,-73.953899,Plaza,1977,24 Hours,Plaza 11606.97 sf,None,,0,0,0,0,0,0,,,,True,no,,278.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080032,Manhattan,985 5 AVENUE,,1014910004,1046427,40.777261,-73.96315,Arcade; Plaza,1969,24 Hours,Arcade 1443.55 sf; Plaza 1386.18 sf,None,,0,0,0,0,0,0,,,,True,no,,279.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080033,Manhattan,900 PARK AVENUE,Park 900,1014917501,1046471,40.776088,-73.960695,Plaza,1973,24 Hours,Plaza 5076.00 sf,None,,0,0,0,0,0,0,,,,True,no,,280.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080034,Manhattan,50 EAST 89 STREET,Park Regis,1015000045,1046957,40.78221,-73.956936,Landscaped Open Area; Plaza (Park-Like Open Space),1974,24 Hours; Restricted Hours,Landscaped Open Area 0.00 sf; Plaza (Park-Like Open Space) 8395.35 sf,Lighting; Other Required; Planting; Seating,children's play area,2,2,0,0,2,20000,2022-07,bulletin_month,EA-202206-82303f8452;EA-202207-7b454e0561,True,no,,281.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080035,Manhattan,45 EAST 89 STREET,,1015017501,1046972,40.782968,-73.956669,Plaza,1969,24 Hours,Plaza 9587.00 sf,None,,0,0,0,0,0,0,,,,True,construction,,282.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080036,Manhattan,40 EAST 94 STREET,Carnegie Hill Tower,1015057502,1047171,40.785523,-73.954963,Access to Public Open Area; Public Open Area,1983,Restricted Hours,Access to Public Open Area 3083.00 sf; Public Open Area 11040.21 sf,Lighting; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,Public Open Area: decorative paving; sidewalk,0,0,0,0,0,0,,,,True,no,,283.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080037,Manhattan,178 EAST 80 STREET,Kenilworth,1015080038,1047479,40.77489,-73.95736,Plaza,1972,24 Hours,Plaza 3655.00 sf,None,,0,0,0,0,0,0,,,,True,no,,284.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080039,Manhattan,171 EAST 84 STREET,Evans Tower,1015137501,1047704,40.777876,-73.955231,Residential Plaza,1986,24 Hours,Residential Plaza 4249.74 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,no,,285.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080040,Manhattan,185 EAST 85 STREET,Park Lane Towers,1015140039,1047938,40.778669,-73.954732,Plaza; Plaza- Connected Open Area,1966,24 Hours,Plaza 13655.00 sf; Plaza- Connected Open Area 2936.00 sf,None,,0,0,0,0,0,0,,,,True,no,,286.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080041,Manhattan,111 EAST 85 STREET,,1015140008,1047928,40.779485,-73.956624,Arcade; Plaza,1971,24 Hours,Arcade 566.70 sf; Plaza 5581.19 sf,Lighting; Planting; Seating; Trees on Street; Trees within Space,,1,1,0,0,1,4000,2019-03,bulletin_month,EA-201903-b50d87e950,True,no,,287.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080042,Manhattan,1065 PARK AVENUE,Carlton Park,1015160001,1048040,40.780871,-73.956255,Arcade; Plaza,1974,24 Hours,Arcade 1812.00 sf; Plaza 2320.00 sf,Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,288.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080043,Manhattan,115 EAST 87 STREET,Carnegie Towers,1015167502,1048043,40.780796,-73.955598,Plaza,1972,24 Hours,Plaza 2633.40 sf,None,,0,0,0,0,0,0,,,,True,yes,,289.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080044,Manhattan,182 EAST 95 STREET,Highgate,1015230034,1087328,40.784371,-73.950341,Residential Plaza,1980,24 Hours,Residential Plaza 5220.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,1,1,0,0,1,4000,2019-04,bulletin_month,EA-201904-bf6079b963,True,no,,290.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
