pops_id,borough,address_normalized,building_name,bbl,bin,latitude,longitude,pops_type,year_established,required_hours,required_size,required_amenities,other_requirements,confirmed_pops_violation_count,post_2017_dob_enforcement_count,property_only_action_count,needs_review_count,any_linked_bulletin_action_count,confirmed_penalties_total,latest_enforcement_date,latest_enforcement_date_precision,enforcement_ids_confirmed,comptroller_2017_inspected,comptroller_2017_compliant,comptroller_2017_findings,comptroller_2017_audit_row,comptroller_2017_match_confidence,evidence_note
M050043,Manhattan,1221 6 AVENUE,McGraw-Hill,1010010029,1022693,40.759381,-73.982067,Plaza; Sunken Plaza,1971,24 Hours,Plaza 28613.17 sf; Sunken Plaza 0.00 sf,Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Subway; Tables; Trees within Space,,0,0,0,0,0,0,,,,True,no,,114.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050045,Manhattan,280 PARK AVENUE,,1012840033,1035441,40.756418,-73.975094,Plaza,1968,24 Hours,Plaza 17603.00 sf,Bicycle Parking; Drinking Fountain; Food Service; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,115.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050046,Manhattan,299 PARK AVENUE,Westvaco,1013030001,1036223,40.756014,-73.974138,Arcade; Plaza,1967,24 Hours,Arcade 578.30 sf; Plaza 15313.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,116.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050047,Manhattan,1211 6 AVENUE,1211 Avenue of the Americas,1010000029,1022678,40.758664,-73.982399,Plaza; Subway Concourse; Through Block Arcade,1973,24 Hours,Plaza 21872.00 sf; Subway Concourse 0.00 sf; Through Block Arcade 5579.27 sf,Escalator; Lighting; None; Retail Frontage; Subway,,0,0,0,0,0,0,,,,True,yes,,117.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050048,Manhattan,1185 6 AVENUE,Stevens Tower,1009990029,1083717,40.757899,-73.982519,Basement Concourse; Landscaped Pedestrian Plaza; Special Permit Plaza,1970,24 Hours,Basement Concourse 0.00 sf; Landscaped Pedestrian Plaza 9991.29 sf; Special Permit Plaza 6138.08 sf,Escalator; Food Service; Lighting; Other Required; Planting; Seating; Subway; Tables; Trees within Space; Water Feature,legitimate theater of 300 to 450 seats below grade and accessed from the Landscaped Pedestrian Plaza,0,0,0,0,0,0,,,,True,no,,118.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050049,Manhattan,575 5 AVENUE,,1012827501,1035407,40.756268,-73.978242,Covered Pedestrian Space,1983,Restricted Hours,Covered Pedestrian Space 3442.00 sf,Artwork; Climate Control; Drinking Fountain; Food Service; Lighting; Planting; Plaque/Sign; Restrooms; Retail Frontage; Seating; Tables,,0,0,0,0,0,0,,,,True,no,,119.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050050,Manhattan,245 PARK AVENUE,,1013010001,1036205,40.754626,-73.974723,Arcade; Plaza,1966,24 Hours,Arcade 10401.75 sf; Plaza 19137.80 sf,Bicycle Parking; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables,,0,0,0,0,0,0,,,,True,no,,120.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050051,Manhattan,10 EAST 29 STREET,Madison Belvedere,1008580008,1087326,40.744642,-73.986214,Residential Plaza,1998,Restricted Hours,Residential Plaza 12699.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space,Primary Space: steel pipe colored landscape feature,1,1,0,0,1,5000,2019-12,bulletin_month,EA-201912-a9e72ace8a,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050052,Manhattan,1166 6 AVENUE,,1012617501,1071414,40.75682,-73.981851,Arcade; Plaza; Through Block Plaza,1972,24 Hours; Restricted Hours,Arcade 4750.00 sf; Plaza 5759.50 sf; Through Block Plaza 17035.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature,florist or food concession adjacent to the Through Block Plaza,0,0,0,0,0,0,,,,True,no,,121.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050053,Manhattan,1515 BROADWAY,One Astor Place,1010160036,1024714,40.757929,-73.986439,Pedestrian Thoroughfare; Shubert Alley,1971,24 Hours,Pedestrian Thoroughfare 0.00 sf; Shubert Alley 0.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,122.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050054,Manhattan,1155 6 AVENUE,,1009970029,1022631,40.756672,-73.98336,Arcade; Sidewalk Widening; Urban Plaza,1983,24 Hours,Arcade 1460.00 sf; Sidewalk Widening 3714.00 sf; Urban Plaza 4258.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,construction,,123.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050055,Manhattan,1133 6 AVENUE,,1009960029,1080824,40.756057,-73.983866,Plaza,1969,24 Hours,Plaza 5177.00 sf,Litter Receptacles; Planting; Plaque/Sign; Seating,,0,0,0,0,0,0,,,,True,yes,,124.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050057,Manhattan,1114 6 AVENUE,Grace,1012580009,1034196,40.754825,-73.982848,Arcade; Plaza,1971,24 Hours,Arcade 3710.00 sf; Plaza 19659.59 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space,,0,0,0,0,0,0,,,,True,no,"[p.23] ed on May 9, 2012 in which the complainant stated that barriers of obstruction were erected around one of two cafes in the Plaza portion of the POPS located at 1114 Sixth Avenue in Manhattan. These barriers created private 7DOB inspectors did not inspect the remaining 9 complaints but rather referred to the disposition of other complaints that were investigated at the same locations. Office of New York City Comptroller Scott M. Strin || [p.24] mplaint because the weather would have been more appropriate for having a barrier enclosing outdoor seating for the restaurant. Privately Owned Public Space at 1114 Sixth Avenue dated July 13, 2016 In addition, an August 2014 photo of the site taken from Google Maps (below) shows the same barriers around the seating. Office of New York City Comptroller Scott M. Stringer SR16-102A 21 || [p.25] locations were impermissibly closed during the weekend or at night. For example, DOB received a complaint on December 7, 2013 stating that the plaza located at 1114 Sixth Avenue in Manhattan had a sign stating it was open 24 hours and no times when it would be closed. The complainant reported being denied access on a weekend by a security guard who stated that the POPS was not open on weekends. On Monday, December 16, 2013, a DOB ins",125.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050058,Manhattan,6 EAST 43 STREET,Emigrant Savings Bank,1012770008,1035347,40.753507,-73.979798,Plaza,1968,24 Hours,Plaza 1524.96 sf,None,,0,0,0,0,0,0,,,,True,yes,,126.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050059,Manhattan,120 PARK AVENUE,Philip Morris,1012760033,1035334,40.751928,-73.978305,Arcade; Covered Pedestrian Space,1982,24 Hours; Restricted Hours,Arcade 4081.00 sf; Covered Pedestrian Space 5102.50 sf,Artwork; Climate Control; Escalator; Food Service; Lighting; Other Required; Planting; Plaque/Sign; Programs; Restrooms; Retail Frontage; Seating; Subway; Tables; Trees within Space,special exhibition area adjacent to Covered Pedestrian Space used by Whitney Museum of American Art with changing exhibits about six times a year,0,0,0,0,0,0,,,,True,no,,127.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050060,Manhattan,1095 6 AVENUE,Bell Atlantic,1009947501,1087119,40.754754,-73.985006,Special Permit Plaza; Subway Concourse,1971,24 Hours,Special Permit Plaza 17034.18 sf; Subway Concourse 0.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Programs; Seating; Subway; Tables; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,128.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050061,Manhattan,101 PARK AVENUE,,1012950001,1036144,40.750874,-73.977756,Arcade; Sidewalk Widening; Urban Plaza,1983,24 Hours,Arcade 855.00 sf; Sidewalk Widening 1722.43 sf; Urban Plaza 13874.00 sf,Artwork; Lighting; Litter Receptacles; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space; Water Feature,,0,0,1,1,1,0,,,,True,no,,129.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050062,Manhattan,445 5 AVENUE,Fifth Avenue Tower,1008697501,1017603,40.751588,-73.981752,Urban Plaza,1985,24 Hours,Urban Plaza 2263.00 sf,Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space; Water Feature,colonnade,1,1,0,0,1,10000,2022-12,bulletin_month,EA-202212-c8b50ced5a,True,no,,130.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050063,Manhattan,1411 BROADWAY,World Apparel Center,1008150001,1015275,40.754194,-73.987566,Arcade; Plaza,1968,24 Hours,Arcade 1119.00 sf; Plaza 14851.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,131.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050064,Manhattan,1 PENNSYLVANIA PLAZA,One Penn Plaza,1007830070,1014387,40.751263,-73.992374,Arcade; Plaza,1972,24 Hours,Arcade 3822.00 sf; Plaza 50095.50 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space,,0,0,1,1,1,0,,,,True,no,,132.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050065,Manhattan,3 PARK AVENUE,Three Park Avenue,1008897501,1087537,40.746511,-73.981075,Arcade; Plaza,1974,24 Hours,Arcade 2761.00 sf; Plaza 8862.00 sf,None,,0,0,1,1,1,0,,,,True,no,,133.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050066,Manhattan,475 PARK AVENUE SOUTH,,1008870095,1018471,40.745402,-73.982089,Arcade; Plaza,1969,24 Hours,Arcade 1542.75 sf; Plaza 6424.50 sf,None,,0,0,0,0,0,0,,,,True,construction,,134.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050067,Manhattan,1250 BROADWAY,,1008330011,1015805,40.747774,-73.987874,Arcade; Plaza,1968,24 Hours,Arcade 1035.72 sf; Plaza 8562.55 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,135.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050068,Manhattan,2 PENNSYLVANIA PLAZA,Two Penn Plaza/Madison Square Garden,1007810002,1083026,40.749981,-73.992132,Plaza (C6-2); Plaza (C6-4),1967,24 Hours,Plaza (C6-2) 18124.40 sf; Plaza (C6-4) 0.00 sf,None,,0,0,1,1,1,0,,,,True,yes,,136.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050069,Manhattan,41 MADISON AVENUE,New York Merchandise Mart,1008550037,1016749,40.742383,-73.986269,Arcade; Plaza,1972,24 Hours,Arcade 571.95 sf; Plaza 4785.00 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating,,0,0,0,0,0,0,,,,True,construction,,137.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050070,Manhattan,5 EAST 22 STREET,Madison Green,1008517501,1016304,40.740794,-73.988889,Residential Plaza,1983,Restricted Hours,Residential Plaza 13142.53 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,138.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050071,Manhattan,108 5 AVENUE,,1008177501,1015318,40.737289,-73.993043,Residential Plaza,1986,24 Hours,Residential Plaza 1979.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,no,"[p.19] The photographs below taken on July 13, 2016 of the POPS location at 108 Fifth Avenue reflect those non-complying conditions found by the auditors that existed even after the owner was cited for non-compliance and paid a fine. Privately Owned Public Space at 108 Fifth Avenue Office of New York City Comptroller Scott M. Stringer SR16-102A 16 || [p.19] non-complying conditions found by the auditors that existed even after the owner was cited for non-compliance and paid a fine. Privately Owned Public Space at 108 Fifth Avenue Office of New York City Comptroller Scott M. Stringer SR16-102A 16",139.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050072,Manhattan,50 LEXINGTON AVENUE,,1008800019,1018071,40.740536,-73.984335,Public Access Areas; Residential Plaza,1987,24 Hours,Public Access Areas 4304.50 sf; Residential Plaza 0.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,Primary Space: 157 sf entry pavilion,0,0,0,0,0,0,,,,True,no,,140.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050074,Manhattan,156 WEST 56 STREET,CitySpire,1010087503,1076177,40.764241,-73.979745,Building Entrance Recess Area; Through Block Connection,1987,24 Hours; Restricted Hours,Building Entrance Recess Area 682.54 sf; Through Block Connection 3842.08 sf,Climate Control; Lighting; Other Required; Plaque/Sign,display windows and exhibition area,0,0,0,0,0,0,,,,True,yes,,141.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050075,Manhattan,135 WEST 52 STREET,Flatotel,1010057501,1023160,40.762046,-73.980893,Through Block Galleria,1985,Restricted Hours,Through Block Galleria 6450.23 sf,Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Water Feature,,0,0,0,0,0,0,,,,True,construction,,142.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050076,Manhattan,712 5 AVENUE,,1012710038,1077363,40.762294,-73.975103,Access Area; Exhibit Area; Pedestrian Circulation Space,1989,24 Hours; Restricted Hours,Access Area 0.00 sf; Exhibit Area 0.00 sf; Pedestrian Circulation Space 0.00 sf,Elevator; Escalator; Lighting; Other Required; Plaque/Sign,"Exhibit Area and Access Area may be relocated from time to time to locations at the rear of the “Fifth Avenue Atrium” and may not be used for any retail sales activities, except that the Exhibit Area may be used for sales of products related to the Lalique Windows; Exhibit Area on the ground floor level of the “Fifth Avenue Atrium” to contain a first-class, educational display and informational materials, prepared by an expert architectural historian, concerning the Lalique windows; Exhibit Area and Access Area may be relocated from time to time to locations at the rear of the “Fifth Avenue Atrium” and may not be used for any retail sales activities, except that the Exhibit Area may be used for sales of products related to the Lalique Windows; no floor-mounted retail display or obstruction shall be installed on the ground floor level of the “Fifth Avenue Atrium” which shall exceed a height measured from the floor of 11 feet 6 inches in the front 27 feet of the “Fifth Avenue Atrium” or a height of 5 feet 6 inches in the remaining 10 feet 3 inches of the “Fifth Avenue Atrium,” except during the holiday season, from Thanksgiving Day through the following January 15th, in order to install a Christmas tree or comparable holiday ornamentation; portions",0,0,0,0,0,0,,,,True,yes,,143.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050077,Manhattan,899 7 AVENUE,Carnegie Hall Tower,,,40.765619,-73.979954,Through Block Connection,1988,Restricted Hours,Through Block Connection 3563.00 sf,Climate Control; Lighting; Plaque/Sign,,0,0,0,0,0,0,,,,True,yes,,144.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050078,Manhattan,611 5 AVENUE,Saks Tower,1012857501,1081145,40.757966,-73.976816,Building Entrance Recess Area; Special Permit Pedestrian Circulation Sp,1990,24 Hours,Building Entrance Recess Area 174.00 sf; Special Permit Pedestrian Circulation Sp 930.00 sf,Lighting; Other Required; Planting; Plaque/Sign; Seating,"through block public passage connecting East 49th and East 50th Streets, open to the public during the Saks Fifth Avenue department store hours",0,0,0,0,0,0,,,,True,no,,145.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050079,Manhattan,135 EAST 57 STREET,,1013120015,1036904,40.761387,-73.969367,Open Park Space; Plaza,1987,24 Hours; Restricted Hours,Open Park Space 2500.00 sf; Plaza 4820.00 sf,Food Service; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees within Space; Water Feature,tempietto,1,1,0,0,1,10000,2020-07,bulletin_month,EA-202007-2b1a663ec5,True,no,,146.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050081,Manhattan,235 WEST 48 STREET,Ritz,1010200005,1076194,40.760894,-73.986092,Urban Plaza,1989,Restricted Hours,Urban Plaza 6690.42 sf,Artwork; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,no,,147.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050082,Manhattan,420 5 AVENUE,,1008397501,1081017,40.750812,-73.983336,Urban Plaza,1989,24 Hours,Urban Plaza 3765.00 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,148.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050083,Manhattan,1325 6 AVENUE,1325 Avenue of the Americas,1010060013,1076175,40.76288,-73.980702,Through Block Galleria,1989,Restricted Hours,Through Block Galleria 6781.49 sf,Lighting; Litter Receptacles; Other Required; Plaque/Sign; Retail Frontage; Seating; Tables,"skylight over 3,439.68 sf of Through Block Galleria",0,0,0,0,0,0,,,,True,no,,149.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050084,Manhattan,1755 BROADWAY,Symphony House,1010287501,1070014,40.765974,-73.982553,Urban Plaza,1987,Restricted Hours,Urban Plaza 4953.89 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,150.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050085,Manhattan,146 WEST 57 STREET,Metropolitan Tower,1010097501,1085969,40.764719,-73.97929,Through Block Connection; Urban Plaza,1986,24 Hours; Restricted Hours,Through Block Connection 0.00 sf; Urban Plaza 4375.00 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,151.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050086,Manhattan,65 EAST 55 STREET,Park Avenue Tower,1012910028,1035771,40.760886,-73.972133,Urban Plaza,1985,24 Hours,Urban Plaza 6437.17 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,construction,,152.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050087,Manhattan,383 MADISON AVENUE,Bear Stearns,1012820021,1035404,40.755469,-73.976726,Building Entrance Recess Area; New North End Access to 47th Street Cro; Off-Street Rail Mass Transit Access; Through Block Connection,1999,24 Hours; Restricted Hours,Building Entrance Recess Area 0.00 sf; New North End Access to 47th Street Cro 707.00 sf; Off-Street Rail Mass Transit Access 5031.00 sf; Through Block Connection 5706.00 sf,Artwork; Escalator; Lighting; Other Required; Planting; Plaque/Sign,stairway connecting Off-Street Rail Mass Transit Access Improvement and New North End Access to 47th Street Cross Passageway; stairway connecting Off-Street Rail Mass Transit Access Improvement and New North End Access to 47th Street Cross Passageway,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050088,Manhattan,31 WEST 52 STREET,Deutsche Bank,1012687501,1071418,40.760925,-73.978013,Urban Plaza,1985,24 Hours,Urban Plaza 7654.00 sf,Artwork; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,153.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050089,Manhattan,40 EAST 52 STREET,,1012870028,1076267,40.758495,-73.974123,Urban Plaza,1986,24 Hours,Urban Plaza 4124.88 sf,Lighting; Litter Receptacles; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,no,,154.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050090,Manhattan,145 WEST 44 STREET,Millennium Broadway,1009970010,1085016,40.757155,-73.984645,Through Block Connection,1990,Restricted Hours,Through Block Connection 3012.00 sf,Lighting; Plaque/Sign,,0,0,0,0,0,0,,,,True,yes,,155.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050091,Manhattan,1535 BROADWAY,Marriott Marquis,1010177501,1024727,40.758627,-73.986197,Broadway Plaza; Covered Public Pedestrian Area; Interior Spaces; Shubert Alley Extension,1985,24 Hours; Restricted Hours,Broadway Plaza 4000.00 sf; Covered Public Pedestrian Area 24950.00 sf; Interior Spaces 40300.00 sf; Shubert Alley Extension 4970.00 sf,Climate Control; Elevator; Other Required; Plaque/Sign; Retail Frontage,"imate theater of at least 1,050 seats; not less than $50,000 for renovation of 46th Street theater; entrances from Shubert Alley Extension to hotel lobby and retail above",0,0,0,0,0,0,,,,True,yes,,156.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050092,Manhattan,489 5 AVENUE,,1012760004,1076266,40.752999,-73.980759,Arcade,1972,24 Hours,Arcade 510.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,157.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050093,Manhattan,407 PARK AVENUE SOUTH,Ascot,1008840001,1018204,40.743374,-73.983627,Residential Plaza,1984,Restricted Hours,Residential Plaza 3686.07 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,1,1,0,,,,True,construction,,158.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050094,Manhattan,45 EAST 25 STREET,Stanford,1008557501,1016750,40.742024,-73.986164,Plaza,1986,24 Hours,Plaza 2000.40 sf,None,,0,0,0,0,0,0,,,,True,yes,,159.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050095,Manhattan,12 EAST 49 STREET,Tower 49,1012840007,1035434,40.757231,-73.977022,Arcade; Public Access Passageway; Sidewalk Widening; Urban Plaza,1984,24 Hours; Restricted Hours,Arcade 3779.00 sf; Public Access Passageway 0.00 sf; Sidewalk Widening 998.00 sf; Urban Plaza 6387.00 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,160.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050097,Manhattan,745 7 AVENUE,,1010020001,1084667,40.76052,-73.982843,Public Plaza; Underground Passageway,1999,Restricted Hours,Public Plaza 15648.00 sf; Underground Passageway 0.00 sf,Elevator; Food Service; Lighting; Planting; Plaque/Sign; Seating; Subway; Tables; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050100,Manhattan,1548 BROADWAY,Bertelsmann,,,40.758432,-73.98515,Through Block Connection,1999,Restricted Hours,Through Block Connection 3012.00 sf,Lighting; Plaque/Sign,,0,0,0,0,0,0,,,,True,yes,,74.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050101,Manhattan,114 WEST 47 STREET,United States Trust,1009990019,1022667,40.75814,-73.983038,Through Block Connection,1989,Restricted Hours,Through Block Connection 3012.45 sf,Lighting; Plaque/Sign,,0,0,0,0,0,0,,,,True,no,,75.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050102,Manhattan,151 WEST 54 STREET,London Hotel,1010070005,1069590,40.763503,-73.980463,Through Block Connection,1990,Restricted Hours,Through Block Connection 3012.45 sf,Lighting; Plaque/Sign,,0,0,0,0,0,0,,,,True,yes,,76.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050103,Manhattan,425 5 AVENUE,,1008687503,1085975,40.750965,-73.982199,Pedestrian Circulation Space; Urban Plaza,2003,24 Hours,Pedestrian Circulation Space 0.00 sf; Urban Plaza 2880.21 sf,Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,construction,,77.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050104,Manhattan,1585 BROADWAY,Morgan Stanley Building,1010197502,1076193,40.759977,-73.985507,Through Block Connection,1989,Restricted Hours,,Lighting; Plaque/Sign,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050106,Manhattan,125 WEST 55 STREET,Avenue of the Americas Plaza,1010080019,1076176,40.763747,-73.978951,Through Block Connection,1990,Restricted Hours,Through Block Connection 0.00 sf,Lighting; Plaque/Sign,,0,0,0,0,0,0,,,,True,yes,,78.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050107,Manhattan,776 6 AVENUE,The Capitol at Chelsea,1008280001,1015632,40.744914,-73.990772,Urban Plaza,2002,Restricted Hours,Urban Plaza 10147.00 sf,Artwork; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature,Yes,1,1,0,0,1,10000,2024-08,bulletin_month,EA-202408-d012264700,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050108,Manhattan,11 WEST 53 STREET,Museum of Modern Art,1012690020,1081128,40.761276,-73.976742,Building Entrance Recess Areas; Through Block Lobby,2004,Closing for Events; Restricted Hours,Building Entrance Recess Areas 0.00 sf; Through Block Lobby 0.00 sf,Artwork,,0,0,0,0,0,0,,,,True,yes,,80.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050109,Manhattan,325 5 AVENUE,,1008627503,1087309,40.747329,-73.98486,Residential Plaza,2005,Restricted Hours,Residential Plaza 8270.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,construction,,81.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
