pops_id,borough,address_normalized,building_name,bbl,bin,latitude,longitude,pops_number,borough_name,borocode,community_district,address_number,street_name,zip_code,building_address_with_zip,tax_block,tax_lot,building_location,year_completed,building_constructed,public_space_type,developer,building_architect,principal_public_space,size_required,hour_of_access_required,amenities_required,other_required,permitted_amenities,physically_disabled,xcoordinate,ycoordinate,council_district,census_tract,nta,geocoded_column,bin_is_placeholder,street_canonical,hn_low,hn_high,address_key,year_established,pops_type,required_hours,required_size,required_amenities,other_requirements,permitted_amenities_text,under_construction,data_quality_flags,source_dataset_url,source_record_url,source_rows_updated_at,source_retrieved_at,source_sha256
K010001,Brooklyn,334 WALLABOUT STREET,Pfizer Sites Development,3022657501,3000000,40.70116,-73.948665,K010001,Brooklyn,3,1,334,WALLABOUT STREET,11206,"334 WALLABOUT STREET, Brooklyn, NY 11206",2265,7501,,,Under Construction,Public Access Area,"Harrison Realty, LLC",,,,,,,,,998484,194732,33,507,,POINT (-73.948665 40.70116),True,WALLABOUT STREET,334,334,Brooklyn|334|WALLABOUT STREET,,Public Access Area,,,,,,True,bin_placeholder_not_matchable;missing_year;under_construction;missing_required_hours;missing_required_amenities,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K010001,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
K010002,Brooklyn,25 KENT AVENUE,,3022820001,3425961,40.722954,-73.957804,K010002,Brooklyn,3,1,25,KENT AVENUE,11249,"25 KENT AVENUE, Brooklyn, NY 11249",2282,1,,,Completed,Publicly Accessible Open Space,,,,,,,,,Full/Partial,995946,202671,33,557,,POINT (-73.957804 40.722954),False,KENT AVENUE,25,25,Brooklyn|25|KENT AVENUE,,Publicly Accessible Open Space,,,,,,False,missing_year;missing_required_hours;missing_required_amenities,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K010002,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
K010003,Brooklyn,316 KENT AVENUE,Domino Sugar Factory,3024147503,3335796,40.714449,-73.96743,K010003,Brooklyn,3,1,316,KENT AVENUE,11249,"316 KENT AVENUE, Brooklyn, NY 11249",2414,7503,,,,Public Access Area,,,,,,,,,Full/Partial,993279,199571,33,551,,POINT (-73.96743 40.714449),False,KENT AVENUE,316,316,Brooklyn|316|KENT AVENUE,,Public Access Area,,,,,,False,missing_year;missing_required_hours;missing_required_amenities,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K010003,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
K020001,Brooklyn,130 LIVINGSTON STREET,Livingston Plaza,3001630001,3319419,40.690409,-73.988771,K020001,Brooklyn,3,2,130,LIVINGSTON STREET,11201,"130 LIVINGSTON STREET, Brooklyn, NY 11201",163,1,"Full block bounded by Livingston Street, Schermerhorn Street, Smith Street, and Boerem Place",1991,Completed,Plaza,Cohen Brothers,Murphy/Jahn Architects,Murphy/Jahn Architects,Plaza 19201.00 sf,24 Hours,Lighting; Litter Receptacles; Other Required; Planting; Seating; Trees on Street,decorative pavement near intersection of Boerem Place and Livingston Street,,Full/Partial,987364,190811,33,37,,POINT (-73.988771 40.690409),False,LIVINGSTON STREET,130,130,Brooklyn|130|LIVINGSTON STREET,1991,Plaza,24 Hours,Plaza 19201.00 sf,Lighting; Litter Receptacles; Other Required; Planting; Seating; Trees on Street,decorative pavement near intersection of Boerem Place and Livingston Street,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K020001,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
K020002,Brooklyn,350 JAY STREET,Renaissance Plaza,3001407501,3000259,40.693812,-73.987992,K020002,Brooklyn,3,2,350,JAY STREET,11201,"350 JAY STREET, Brooklyn, NY 11201",140,7501,West side of Jay Street between Willoughby Street and Tech Place,1998,Completed,Plaza and Plaza Connected Open Space; Urban Plaza,Muss Development Company,William B. Tabler Architects,William B. Tabler Architects/Office of William B. Kuhl; William B. Tabler Architects/Moss Gilday Group (for alteration in 2003),Urban Plaza 28805.00 sf,24 Hours,Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,Other Permitted,Full/Partial,987580,192051,33,11,,POINT (-73.987992 40.693812),False,JAY STREET,350,350,Brooklyn|350|JAY STREET,1998,Plaza and Plaza Connected Open Space; Urban Plaza,24 Hours,Urban Plaza 28805.00 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,Other Permitted,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K020002,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
K020003,Brooklyn,1 METROTECH CENTER,,3001470004,3319418,40.693222,-73.986719,K020003,Brooklyn,3,2,1,METROTECH CENTER,11201,"1 METROTECH CENTER, Brooklyn, NY 11201",147,4,"Bounded by Jay Street, Tech Place, Bridge Street, Tillary Street, Flatbush Avenue, Duffield Street, and Willoughby Street",1990,Completed,Commons and Public Areas,Forest City MetroTech Associates,"Haines Lundberg Waehler/Skidmore, Owings & Merrill/Swanke Hayden Connell",The Ehrenkrantz Group & Eckstut,Commons and Public Areas 0.00 sf,24 Hours,Artwork; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Subway; Trees on Street; Trees within Space,"Jay Plaza: newsstand, trellis; security",,Full/Partial,987933,191836,33,11,,POINT (-73.986719 40.693222),False,METROTECH CENTER,1,1,Brooklyn|1|METROTECH CENTER,1990,Commons and Public Areas,24 Hours,Commons and Public Areas 0.00 sf,Artwork; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Subway; Trees on Street; Trees within Space,"Jay Plaza: newsstand, trellis; security",,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K020003,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
K020006,Brooklyn,111 LIVINGSTON STREET,,3002660001,3002555,40.691476,-73.989806,K020006,Brooklyn,3,2,111,LIVINGSTON STREET,11201,"111 LIVINGSTON STREET, Brooklyn, NY 11201",266,1,Northwest corner of Livingston Street and Boerem Place,1969,Completed,Plaza,,,,Plaza 9920.00 sf,24 Hours,None,,,Full/Partial,987077,191200,33,9,,POINT (-73.989806 40.691476),False,LIVINGSTON STREET,111,111,Brooklyn|111|LIVINGSTON STREET,1969,Plaza,24 Hours,Plaza 9920.00 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K020006,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
K020007,Brooklyn,230 ASHLAND PLACE,Forte,3020957502,3393804,40.688253,-73.978636,K020007,Brooklyn,3,2,230,ASHLAND PLACE,11217,"230 ASHLAND PLACE, Brooklyn, NY 11217",2095,7502,North of Fulton Street between Ashland Place and Rockwell Place,2007,Completed,Residential Plaza,The Clarett Group,FXFowle Architects,Sullivan Group Design,Residential Plaza 3960.00 sf,24 Hours,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,adjacent wall of Brooklyn Academy of Music covered in planting,,Full/Partial,990175,190026,35,33,,POINT (-73.978636 40.688253),False,ASHLAND PLACE,230,230,Brooklyn|230|ASHLAND PLACE,2007,Residential Plaza,24 Hours,Residential Plaza 3960.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,adjacent wall of Brooklyn Academy of Music covered in planting,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K020007,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
K020008,Brooklyn,343 GOLD STREET,Avalon Fort Greene,3020490002,3393888,40.694078,-73.982885,K020008,Brooklyn,3,2,343,GOLD STREET,11201,"343 GOLD STREET, Brooklyn, NY 11201",2049,2,North of Myrtle Avenue between Flatbush Avenue Extension and Prince Street,2008,Completed,Residential Plaza,"Avalon Bay Communities, Inc.",Perkins Eastman,Moss Gilday Group,Residential Plaza 18699.00 sf,24 Hours,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,,Unknown,988996,192148,35,15,,POINT (-73.982885 40.694078),False,GOLD STREET,343,343,Brooklyn|343|GOLD STREET,2008,Residential Plaza,24 Hours,Residential Plaza 18699.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K020008,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
K020009,Brooklyn,203 JAY STREET,,3001077501,3426023,40.698099,-73.986566,K020009,Brooklyn,3,2,203,JAY STREET,11201,"203 JAY STREET, Brooklyn, NY 11201",107,7501,Building located on the east side of Jay Street between Concord Street and Nassau Street,0,Under Construction,Public Plaza,,,Scape Landscape Architecture PLLC,Public Plaza 10405.00 sf,24 Hours,Artwork; Bicycle Parking; Drinking Fountain; Food Service; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,,Full/Partial,987975,193613,33,13,,POINT (-73.986566 40.698099),False,JAY STREET,203,203,Brooklyn|203|JAY STREET,,Public Plaza,24 Hours,Public Plaza 10405.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Food Service; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,,True,year_completed_is_0_in_source;under_construction,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K020009,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
K020010,Brooklyn,620 FULTON STREET,,3021080001,3424471,40.687418,-73.977918,K020010,Brooklyn,3,2,620,FULTON STREET,11217,"620 FULTON STREET, Brooklyn, NY 11217",2108,1,Building is located at the northeast corner of Fulton Street and St. Felix Street.,2017,Completed,Public Plaza,,,"Langan, Civil Engineer & Landscape Architect",Public Plaza 2768.00 sf,24 Hours,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees within Space,,,Full/Partial,990374,189722,35,33,,POINT (-73.977918 40.687418),False,FULTON STREET,620,620,Brooklyn|620|FULTON STREET,2017,Public Plaza,24 Hours,Public Plaza 2768.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K020010,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
K020011,Brooklyn,90 SANDS STREET,,3000870009,3000179,40.699584,-73.987158,K020011,Brooklyn,3,2,90,SANDS STREET,11201,"90 SANDS STREET, Brooklyn, NY 11201",87,9,"Full block bound by Sands Street, Jay Street, High Street, and Pearl Street.",1996,Completed,Plaza,,,,Plaza 7672.25 sf,24 Hours,,,,None,987811,194154,33,13,,POINT (-73.987158 40.699584),False,SANDS STREET,90,90,Brooklyn|90|SANDS STREET,1996,Plaza,24 Hours,Plaza 7672.25 sf,,,,False,missing_required_amenities,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K020011,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
K020012,Brooklyn,286 ASHLAND PLACE,BAM South,3021107501,3428715,40.686202,-73.978499,K020012,Brooklyn,3,2,286,ASHLAND PLACE,11217,"286 ASHLAND PLACE, Brooklyn, NY 11217",2110,7501,,,,Public Open Space,Two Trees Management,Ten Arquitectos,,,,,,,None,990213,189279,35,35,,POINT (-73.978499 40.686202),False,ASHLAND PLACE,286,286,Brooklyn|286|ASHLAND PLACE,,Public Open Space,,,,,,False,missing_year;missing_required_hours;missing_required_amenities,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K020012,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
K040001,Brooklyn,54 NOLL STREET,54 Noll Street / One Bushwick,3031520001,3418158,40.700345,-73.933709,K040001,Brooklyn,3,4,54,Noll Street,11206,"54 Noll Street, Brooklyn, NY 11206",3152,1,"Buildings located within five full blocks and one partial block, and is roughly bounded by Flushing Avenue, Beaver Street, Garden Street, Forrest Street, Stanwix Street, Melrose Street and Evergreen Avenue.",,Completed,Public Access Area,,,,,Restricted Hours,Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees within Space,,,Full/Partial,1002631,194438,34,391,,POINT (-73.933709 40.700345),False,NOLL STREET,54,54,Brooklyn|54|NOLL STREET,,Public Access Area,Restricted Hours,,Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees within Space,,,False,missing_year,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K040001,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
K130001,Brooklyn,2121 BOARDWALK WEST,Seaside Park & Community Arts Center,3070710142,3426960,40.572811,-73.98806,K130001,Brooklyn,3,13,2121,BOARDWALK WEST,11224,"2121 BOARDWALK WEST, Brooklyn, NY 11224",7071,142,,,Completed,Open-Air Auditorium; Public Open Space,,"Gerner Kronick + Valcarcel, pc","Michael Van Valkenburgh Associates, Inc.",,,,,,Full/Partial,987567,147967,47,352,,POINT (-73.98806 40.572811),False,BOARDWALK WEST,2121,2121,Brooklyn|2121|BOARDWALK WEST,,Open-Air Auditorium; Public Open Space,,,,,,False,missing_year;missing_required_hours;missing_required_amenities,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K130001,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
K150001,Brooklyn,1809 EMMONS AVENUE,,3087737501,3247051,40.583936,-73.950173,K150001,Brooklyn,3,15,1809,EMMONS AVENUE,11235,"1809 EMMONS AVENUE, Brooklyn, NY 11235",8773,7501,Between East 19th Street and Sheepshead Bay Road.,,,'Plaza',,,,,,,,,Full/Partial,998090,152024,48,608,,POINT (-73.950173 40.583936),False,EMMONS AVENUE,1809,1809,Brooklyn|1809|EMMONS AVENUE,,'Plaza',,,,,,False,missing_year;missing_required_hours;missing_required_amenities,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=K150001,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010002,Manhattan,101 BARCLAY STREET,,1001280002,1001416,40.71451,-74.012236,M010002,Manhattan,1,1,101,BARCLAY STREET,10007,"101 BARCLAY STREET, New York, NY 10007",128,2,"Full block bounded by Barclay, Greenwich, Murray, and West Streets",1983,Completed,Pedestrian Easement; Public Lobby,,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill",Pedestrian Easement 0.00 sf; Public Lobby 0.00 sf,24 Hours,None; Trees on Street; Trees within Space,,,Full/Partial,980858,199592,1,21,,POINT (-74.012236 40.71451),False,BARCLAY STREET,101,101,Manhattan|101|BARCLAY STREET,1983,Pedestrian Easement; Public Lobby,24 Hours,Pedestrian Easement 0.00 sf; Public Lobby 0.00 sf,None; Trees on Street; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010002,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010003,Manhattan,130 LIBERTY STREET,One Bankers Trust Plaza,1000540001,1000000,40.709616,-74.013389,M010003,Manhattan,1,1,130,LIBERTY STREET,10006,"130 LIBERTY STREET, New York, NY 10006",54,1,"Full block bounded by Liberty, Albany, Washington, and Greenwich Streets",1973,Completed,Arcade; Elevated Plaza; Elevated Shopping Way; Pedestrian Bridge; Pedestrian Connection; Plaza; Shopping Arcade,Fisher Brothers,"Shreve, Lamb & Harmon","Shreve, Lamb & Harmon; Thomas Balsley Associates",Arcade 7175.00 sf; Elevated Plaza 0.00 sf; Elevated Shopping Way 0.00 sf; Pedestrian Bridge 0.00 sf; Pedestrian Connection 0.00 sf; Plaza 7623.00 sf; Shopping Arcade 0.00 sf,24 Hours; Restricted Hours,Climate Control; Escalator; None; Other Required; Planting; Retail Frontage; Seating; Trees within Space; Water Feature,2 kiosks; Pedestrian Underpass between One Liberty Plaza and World Trade Center extending from the northwest corner of Church and Cortlandt Streets westward under Church Street,Other Permitted,Full/Partial,980538,197809,1,13,,POINT (-74.013389 40.709616),True,LIBERTY STREET,130,130,Manhattan|130|LIBERTY STREET,1973,Arcade; Elevated Plaza; Elevated Shopping Way; Pedestrian Bridge; Pedestrian Connection; Plaza; Shopping Arcade,24 Hours; Restricted Hours,Arcade 7175.00 sf; Elevated Plaza 0.00 sf; Elevated Shopping Way 0.00 sf; Pedestrian Bridge 0.00 sf; Pedestrian Connection 0.00 sf; Plaza 7623.00 sf; Shopping Arcade 0.00 sf,Climate Control; Escalator; None; Other Required; Planting; Retail Frontage; Seating; Trees within Space; Water Feature,2 kiosks; Pedestrian Underpass between One Liberty Plaza and World Trade Center extending from the northwest corner of Church and Cortlandt Streets westward under Church Street,Other Permitted,False,bin_placeholder_not_matchable,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010003,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010004,Manhattan,1 LIBERTY PLAZA,One Liberty Plaza,1000627501,1001068,40.709216,-74.011257,M010004,Manhattan,1,1,1,LIBERTY PLAZA,10006,"1 LIBERTY PLAZA, New York, NY 10006",62,7501,"Full block bounded by Broadway, Church Street, Liberty Street, and Cortlandt Street. Original BBL: 62/1001-1017.",1972,Completed,Open Area; Plaza,,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; Cooper, Robertson and Partners Architects (for alteration in 2005)",Open Area 0.00 sf; Plaza 30361.50 sf,24 Hours,Artwork; Lighting; None; Planting; Plaque/Sign; Seating; Subway; Tables; Trees within Space,,,Full/Partial,981129,197663,1,13,,POINT (-74.011257 40.709216),False,LIBERTY PLAZA,1,1,Manhattan|1|LIBERTY PLAZA,1972,Open Area; Plaza,24 Hours,Open Area 0.00 sf; Plaza 30361.50 sf,Artwork; Lighting; None; Planting; Plaque/Sign; Seating; Subway; Tables; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010004,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010005,Manhattan,140 BROADWAY,,1000480001,1001027,40.70865,-74.010117,M010005,Manhattan,1,1,140,BROADWAY,10005,"140 BROADWAY, New York, NY 10005",48,1,"Full block bounded by Nassau, Broadway, Cedar Street, and Liberty Street",1965,Completed,Plaza,Harry Helmsley,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; Alta Planning & Design (for alteration in 2012)",Plaza 15924.30 sf,24 Hours,None,,Other Permitted,Full/Partial,981445,197457,1,7,,POINT (-74.010117 40.70865),False,BROADWAY,140,140,Manhattan|140|BROADWAY,1965,Plaza,24 Hours,Plaza 15924.30 sf,None,,Other Permitted,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010005,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010006,Manhattan,33 MAIDEN LANE,Two Federal Reserve Plaza,1000670023,1001109,40.709123,-74.00848,M010006,Manhattan,1,1,33,MAIDEN LANE,10038,"33 MAIDEN LANE, New York, NY 10038",67,23,Full blockfront on east side of Nassau Street between Maiden Lane and John Street,1984,Completed,Covered Pedestrian Space; Public Pedestrian Circulation Area,George Klein,Johnson/Burgee Architects,Johnson/Burgee Architects,Covered Pedestrian Space 4441.00 sf; Public Pedestrian Circulation Area 935.00 sf,24 Hours; Restricted Hours,Escalator; Lighting; Retail Frontage; Seating; Subway; Trees within Space,,,Full/Partial,981899,197629,1,15.02,,POINT (-74.00848 40.709123),False,MAIDEN LANE,33,33,Manhattan|33|MAIDEN LANE,1984,Covered Pedestrian Space; Public Pedestrian Circulation Area,24 Hours; Restricted Hours,Covered Pedestrian Space 4441.00 sf; Public Pedestrian Circulation Area 935.00 sf,Escalator; Lighting; Retail Frontage; Seating; Subway; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010006,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010007,Manhattan,100 WILLIAM STREET,,1000680036,1001116,40.708346,-74.007199,M010007,Manhattan,1,1,100,WILLIAM STREET,10038,"100 WILLIAM STREET, New York, NY 10038",68,36,Full blockfront on east side of William Street bounded by Platt and John Streets,1973,Completed,Covered Pedestrian Space,,Emery Roth & Sons,"Emery Roth & Sons; Rogers Marvel Architects, PLLC (for alteration in 2010)",Covered Pedestrian Space 5242.00 sf,Restricted Hours,Lighting; Plaque/Sign; Retail Frontage; Seating,,,Full/Partial,982254,197346,1,15.02,,POINT (-74.007199 40.708346),False,WILLIAM STREET,100,100,Manhattan|100|WILLIAM STREET,1973,Covered Pedestrian Space,Restricted Hours,Covered Pedestrian Space 5242.00 sf,Lighting; Plaque/Sign; Retail Frontage; Seating,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010007,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010008,Manhattan,200 WATER STREET,,1000750001,1001163,40.70741,-74.004736,M010008,Manhattan,1,1,200,WATER STREET,10038,"200 WATER STREET, New York, NY 10038",75,1,"Full block bounded by Water Street, Pearl Street, John Street, and Fulton Street",1971,Completed,Arcade; Plaza,Robert Kaufman and Max Spitzer,Emery Roth & Sons,Emery Roth & Sons; Rogers Marvel Architects (for alteration in 2012),Arcade 3222.00 sf; Plaza 4010.00 sf,24 Hours,Artwork; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables; Trees within Space,,,Full/Partial,982937,197005,1,15.02,,POINT (-74.004736 40.70741),False,WATER STREET,200,200,Manhattan|200|WATER STREET,1971,Arcade; Plaza,24 Hours,Arcade 3222.00 sf; Plaza 4010.00 sf,Artwork; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010008,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010009,Manhattan,180 WATER STREET,,1000700032,1001134,40.706996,-74.005544,M010009,Manhattan,1,1,180,WATER STREET,10038,"180 WATER STREET, New York, NY 10038",70,32,Full blockfront on south side of John Street between Water and Pearl Streets,1969,Completed,Arcade; Plaza,Theodore Locker,Emery Roth & Sons,Emery Roth & Sons,Arcade 2404.41 sf; Plaza 3949.00 sf,24 Hours,None,,,Full/Partial,982713,196854,1,15.02,,POINT (-74.005544 40.706996),False,WATER STREET,180,180,Manhattan|180|WATER STREET,1969,Arcade; Plaza,24 Hours,Arcade 2404.41 sf; Plaza 3949.00 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010009,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
