pops_id,borough,address_normalized,building_name,bbl,bin,latitude,longitude,pops_number,borough_name,borocode,community_district,address_number,street_name,zip_code,building_address_with_zip,tax_block,tax_lot,building_location,year_completed,building_constructed,public_space_type,developer,building_architect,principal_public_space,size_required,hour_of_access_required,amenities_required,other_required,permitted_amenities,physically_disabled,xcoordinate,ycoordinate,council_district,census_tract,nta,geocoded_column,bin_is_placeholder,street_canonical,hn_low,hn_high,address_key,year_established,pops_type,required_hours,required_size,required_amenities,other_requirements,permitted_amenities_text,under_construction,data_quality_flags,source_dataset_url,source_record_url,source_rows_updated_at,source_retrieved_at,source_sha256
M050108,Manhattan,11 WEST 53 STREET,Museum of Modern Art,1012690020,1081128,40.761276,-73.976742,M050108,Manhattan,1,5,11,WEST 53 STREET,10019,"11 WEST 53 STREET, New York, NY 10019",1269,20,"North side of West 53rd Street between Fifth Avenue and Avenue of the Americas. Additional lots: 1269/11,12,13,14,20,58,165.",2004,Completed,Building Entrance Recess Areas; Through Block Lobby,,Taniguchi and Associates,Taniguchi and Associates,Building Entrance Recess Areas 0.00 sf; Through Block Lobby 0.00 sf,Closing for Events; Restricted Hours,Artwork,,,Full/Partial,990693,216631,4,104,,POINT (-73.976742 40.761276),False,WEST 53 STREET,11,11,Manhattan|11|WEST 53 STREET,2004,Building Entrance Recess Areas; Through Block Lobby,Closing for Events; Restricted Hours,Building Entrance Recess Areas 0.00 sf; Through Block Lobby 0.00 sf,Artwork,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050108,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050109,Manhattan,325 5 AVENUE,,1008627503,1087309,40.747329,-73.98486,M050109,Manhattan,1,5,325,FIFTH AVENUE,10016,"325 FIFTH AVENUE, New York, NY 10016",862,7503,"East side of Fifth Avenue between 32nd Street and 33rd Street. Original BBL: 862/1,3,4,9,11,73.",2005,Completed,Residential Plaza,Douglaston Development,Stephen B. Jacobs,Thomas Balsley Associates,Residential Plaza 8270.00 sf,Restricted Hours,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space,,,Full/Partial,988445,211549,4,74,,POINT (-73.98486 40.747329),False,5 AVENUE,325,325,Manhattan|325|5 AVENUE,2005,Residential Plaza,Restricted Hours,Residential Plaza 8270.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050109,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050110,Manhattan,835 6 AVENUE,Hotel Eventi,1008057502,1015146,40.747129,-73.990281,M050110,Manhattan,1,5,835,SIXTH AVENUE,10001,"835 SIXTH AVENUE, New York, NY 10001",805,7502,Full blockfront west side of Sixth Avenue between West 30th Street and West 29th Street,2010,Completed,Public Plaza; Urban Plaza,JD Carlisle Development,Perkins Eastman,Lee Weintraub Landscape Architecture,Urban Plaza 10819.00 sf,24 Hours,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature,screen wall; Movable Tables and Chairs; Open Air Cafe,Open Air Cafe,Full/Partial,986943,211476,3,95,,POINT (-73.990281 40.747129),False,6 AVENUE,835,835,Manhattan|835|6 AVENUE,2010,Public Plaza; Urban Plaza,24 Hours,Urban Plaza 10819.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature,screen wall; Movable Tables and Chairs; Open Air Cafe,Open Air Cafe,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050110,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050111,Manhattan,172 MADISON AVENUE,,1008637502,1089701,40.747406,-73.983637,M050111,Manhattan,1,5,172,MADISON AVENUE,10016,"172 MADISON AVENUE, New York, NY 10016",863,7502,Northwest corner of East 33rd Street and Madison Avenue,2017,Completed,Public Plaza,Yitzhak Tessler,Karl Fischer,SCAPE Landscape Architecture,Public Plaza 3612.00 sf,24 Hours,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,,Full/Partial,988784,211577,4,74,,POINT (-73.983637 40.747406),False,MADISON AVENUE,172,172,Manhattan|172|MADISON AVENUE,2017,Public Plaza,24 Hours,Public Plaza 3612.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050111,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050112,Manhattan,432 PARK AVENUE,432 Park Avenue,1012927502,1088817,40.7615,-73.971797,M050112,Manhattan,1,5,432,PARK AVENUE,10022,"432 PARK AVENUE, New York, NY 10022",1292,7502,"Southwest of East 57th Street between Madison Avenue and Park Avenue. Original BBL: 1292/33,41,42.",2017,Completed,Public Plaza,"CIM Group, Macklowe Properties",Rafael Vinoly and SLCE Architects,"Rafael Vinoly, SLCE Architects, and Zion Breen and Richardson",Public Plaza 6340.69 sf,24 Hours,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,decorative back painted glass panel,,Full/Partial,992063,216713,4,112.02,,POINT (-73.971797 40.7615),False,PARK AVENUE,432,432,Manhattan|432|PARK AVENUE,2017,Public Plaza,24 Hours,Public Plaza 6340.69 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,decorative back painted glass panel,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050112,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050113,Manhattan,1185 BROADWAY,,1008307503,1000000,40.745677,-73.989083,M050113,Manhattan,1,5,1185,BROADWAY,10001,"1185 BROADWAY, New York, NY 10001",830,7503,,,Completed,Public Plaza,,Rafael Vinoly Architects,Langan Architects,Public Plaza 4184.00 sf,24 Hours,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,,,Full/Partial,987275,210947,3,76,,POINT (-73.989083 40.745677),True,BROADWAY,1185,1185,Manhattan|1185|BROADWAY,,Public Plaza,24 Hours,Public Plaza 4184.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,,,False,bin_placeholder_not_matchable;missing_year,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050113,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050115,Manhattan,1241 BROADWAY,,1008320017,1090786,40.747409,-73.988671,M050115,Manhattan,1,5,1241,BROADWAY,10001,"1241 BROADWAY, New York, NY 10001",832,17,,,Under Construction,Arcade,GDSNY,Skidmore Owings and Merrill,,,,,,,Full/Partial,987389,211578,3,76,,POINT (-73.988671 40.747409),False,BROADWAY,1241,1241,Manhattan|1241|BROADWAY,,Arcade,,,,,,True,missing_year;under_construction;missing_required_hours;missing_required_amenities,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050115,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050116,Manhattan,270 PARK AVENUE,,1012830021,1091010,40.755982,-73.97599,M050116,Manhattan,1,5,270,PARK AVENUE,10017,"270 PARK AVENUE, New York, NY 10017",1283,21,,,Under Construction,Pedestrian Circulation Space,,Ken Smith Workshop,,,24 Hours,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Plaque/Sign; Seating; Trees on Street; Trees within Space,"1 Canopy; Steps are 5"" high with 15"" tread; water features",Open Air Cafe,Full/Partial,990902,214702,4,94,,POINT (-73.97599 40.755982),False,PARK AVENUE,270,270,Manhattan|270|PARK AVENUE,,Pedestrian Circulation Space,24 Hours,,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Plaque/Sign; Seating; Trees on Street; Trees within Space,"1 Canopy; Steps are 5"" high with 15"" tread; water features",Open Air Cafe,True,missing_year;under_construction,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050116,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050117,Manhattan,415 MADISON AVENUE,,1012840021,1000000,40.756662,-73.976058,M050117,Manhattan,1,5,415,MADISON AVENUE,10017,"415 MADISON AVENUE, New York, NY 10017",1284,21,,,Under Construction,Open Air Concourse,,Skidmore Owings and Merrill,,,,Bicycle Parking,,,Full/Partial,990883,214950,4,94,,POINT (-73.976058 40.756662),True,MADISON AVENUE,415,415,Manhattan|415|MADISON AVENUE,,Open Air Concourse,,,Bicycle Parking,,,True,bin_placeholder_not_matchable;missing_year;under_construction;missing_required_hours,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050117,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M060002,Manhattan,155 EAST 29 STREET,Biltmore Plaza,1008850042,1018263,40.742964,-73.98057,M060002,Manhattan,1,6,155,EAST 29 STREET,10016,"155 EAST 29 STREET, New York, NY 10016",885,42,Northwest corner of East 29th Street and Third Avenue,1981,Completed,Plaza,,Brizee Levitt Associates,Brizee Levitt Associates,Plaza 6121.00 sf,24 Hours,None,,,Full/Partial,989634,209959,2,72,,POINT (-73.98057 40.742964),False,EAST 29 STREET,155,155,Manhattan|155|EAST 29 STREET,1981,Plaza,24 Hours,Plaza 6121.00 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M060002,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M060003,Manhattan,155 EAST 31 STREET,Windsor Court,1008870030,1078756,40.744476,-73.980112,M060003,Manhattan,1,6,155,EAST 31 STREET,10016,"155 EAST 31 STREET, New York, NY 10016",887,30,North side of East 31st Street between Third and Lexington Avenues,1987,Completed,Residential Plaza,Mastic Development  Corp.,Philip Birnbaum & Associates,Thomas Balsley Associates,Residential Plaza 6590.68 sf,Restricted Hours,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,,Full/Partial,989761,210510,2,72,,POINT (-73.980112 40.744476),False,EAST 31 STREET,155,155,Manhattan|155|EAST 31 STREET,1987,Residential Plaza,Restricted Hours,Residential Plaza 6590.68 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M060003,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M060005,Manhattan,150 EAST 34 STREET,Dumont Plaza,1008890055,1018507,40.745895,-73.979288,M060005,Manhattan,1,6,150,EAST 34 STREET,10016,"150 EAST 34 STREET, New York, NY 10016",889,55,South side of East 34th Street between Third and Lexington  Avenues,1987,Completed,Residential Plaza,,Goldhammer Wittenstein Good,Anthony G. Piscopia,Residential Plaza 3516.00 sf,24 Hours,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature,Primary Space: pavilion,,Full/Partial,989989,211027,4,72,,POINT (-73.979288 40.745895),False,EAST 34 STREET,150,150,Manhattan|150|EAST 34 STREET,1987,Residential Plaza,24 Hours,Residential Plaza 3516.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature,Primary Space: pavilion,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M060005,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M060006,Manhattan,166 EAST 34 STREET,,1008890039,1018502,40.745467,-73.978675,M060006,Manhattan,1,6,166,EAST 34 STREET,10016,"166 EAST 34 STREET, New York, NY 10016",889,39,West side of Third Avenue between East 33rd and 34th Streets,1974,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 4412.40 sf,24 Hours,Plaque/Sign,,,Full/Partial,990159,210871,4,72,,POINT (-73.978675 40.745467),False,EAST 34 STREET,166,166,Manhattan|166|EAST 34 STREET,1974,Plaza,24 Hours,Plaza 4412.40 sf,Plaque/Sign,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M060006,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M060007,Manhattan,115 EAST 34 STREET,Murray Hill,1008900011,1018517,40.746892,-73.980165,M060007,Manhattan,1,6,115,EAST 34 STREET,10016,"115 EAST 34 STREET, New York, NY 10016",890,11,North side of East 34th Street between Lexington and Park Avenues,1980,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 1330.00 sf,24 Hours,None,,,Full/Partial,989746,211390,4,72,,POINT (-73.980165 40.746892),False,EAST 34 STREET,115,115,Manhattan|115|EAST 34 STREET,1980,Plaza,24 Hours,Plaza 1330.00 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M060007,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M060008,Manhattan,132 EAST 35 STREET,Murray Hill House,1008900020,1018519,40.746873,-73.979696,M060008,Manhattan,1,6,132,EAST 35 STREET,10016,"132 EAST 35 STREET, New York, NY 10016",890,20,West side of Lexington Avenue between East 34th and 35th Streets,1969,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 3966.99 sf,24 Hours,None,,,Full/Partial,989876,211383,4,72,,POINT (-73.979696 40.746873),False,EAST 35 STREET,132,132,Manhattan|132|EAST 35 STREET,1969,Plaza,24 Hours,Plaza 3966.99 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M060008,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M060009,Manhattan,560 3 AVENUE,Murray Hill Mews,1008930041,1019099,40.748093,-73.976866,M060009,Manhattan,1,6,560,THIRD AVENUE,10016,"560 THIRD AVENUE, New York, NY 10016",893,41,West side of Third Avenue between East 37th and 38th Streets,1974,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 6594.50 sf,Restricted Hours,Planting; Plaque/Sign; Seating,,Other Permitted,Full/Partial,990660,211828,4,80,,POINT (-73.976866 40.748093),False,3 AVENUE,560,560,Manhattan|560|3 AVENUE,1974,Plaza,Restricted Hours,Plaza 6594.50 sf,Planting; Plaque/Sign; Seating,,Other Permitted,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M060009,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M060010,Manhattan,600 3 AVENUE,,1008950045,1019483,40.749359,-73.975952,M060010,Manhattan,1,6,600,THIRD AVENUE,10016,"600 THIRD AVENUE, New York, NY 10016",895,45,West side of Third Avenue between East 39th and 40th Streets,1970,Completed,Arcade; Plaza,Sigmund Sommer,Emery Roth & Sons,Emery Roth & Sons,Arcade 1974.60 sf; Plaza 6582.83 sf,24 Hours,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables; Trees within Space,,,Full/Partial,990913,212289,4,80,,POINT (-73.975952 40.749359),False,3 AVENUE,600,600,Manhattan|600|3 AVENUE,1970,Arcade; Plaza,24 Hours,Arcade 1974.60 sf; Plaza 6582.83 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M060010,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M060011,Manhattan,201 EAST 17 STREET,Park Towers Medical Plaza,1008980001,1019551,40.735365,-73.985267,M060011,Manhattan,1,6,201,EAST 17 STREET,10003,"201 EAST 17 STREET, New York, NY 10003",898,1,East side of Third Avenue between East 17th and 18th Streets,1973,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 7738.14 sf,24 Hours,None,,,Full/Partial,988333,207190,2,48,,POINT (-73.985267 40.735365),False,EAST 17 STREET,201,201,Manhattan|201|EAST 17 STREET,1973,Plaza,24 Hours,Plaza 7738.14 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M060011,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M060012,Manhattan,200 EAST 24 STREET,Crystal House,1009040050,1019782,40.739149,-73.982513,M060012,Manhattan,1,6,200,EAST 24 STREET,10010,"200 EAST 24 STREET, New York, NY 10010",904,50,Southeast corner of East 24th Street and Third Avenue,1972,Completed,Plaza,,Clarence Lilien & Associates,Clarence Lilien & Associates,Plaza 3079.22 sf,24 Hours,None,,,Full/Partial,989096,208569,2,64,,POINT (-73.982513 40.739149),False,EAST 24 STREET,200,200,Manhattan|200|EAST 24 STREET,1972,Plaza,24 Hours,Plaza 3079.22 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M060012,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M060014,Manhattan,240 EAST 27 STREET,Parc East Tower Apartments,1009070025,1019855,40.740247,-73.97964,M060014,Manhattan,1,6,240,EAST 27 STREET,10016,"240 EAST 27 STREET, New York, NY 10016",907,25,Southwest corner of East 27th Street and Second Avenue,1977,Completed,Mini-Park; Public Open Area,,Philip Birnbaum,Lawrence Halprin Associates; Barteluce Architect and Associates (for alteration in 2006),Mini-Park 7486.00 sf; Public Open Area 5532.77 sf,24 Hours; Restricted Hours,Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature,"closed circuit television surveillance system, daily cleaning",,Full/Partial,989892,208969,2,66,,POINT (-73.97964 40.740247),False,EAST 27 STREET,240,240,Manhattan|240|EAST 27 STREET,1977,Mini-Park; Public Open Area,24 Hours; Restricted Hours,Mini-Park 7486.00 sf; Public Open Area 5532.77 sf,Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature,"closed circuit television surveillance system, daily cleaning",,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M060014,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M060015,Manhattan,200 EAST 33 STREET,Laurence Tower,1009130001,1020078,40.744616,-73.97848,M060015,Manhattan,1,6,200,EAST 33 STREET,10016,"200 EAST 33 STREET, New York, NY 10016",913,1,East side of Third Avenue between East 32nd and 33rd Streets,1972,Completed,Plaza,"Jack Goodstein, Milton Schwartz, and Morton M. Rosenfeld","Philip Birnbaum/Schuman, Lichtenstein & Claman","Philip Birnbaum/Schuman, Lichtenstein & Claman",Plaza 6583.83 sf,24 Hours,None,,,Full/Partial,990213,210561,4,70,,POINT (-73.97848 40.744616),False,EAST 33 STREET,200,200,Manhattan|200|EAST 33 STREET,1972,Plaza,24 Hours,Plaza 6583.83 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M060015,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M060016,Manhattan,240 EAST 38 STREET,,1009187501,1020338,40.747289,-73.97495,M060016,Manhattan,1,6,240,EAST 38 STREET,10016,"240 EAST 38 STREET, New York, NY 10016",918,7501,South side of 38th Street between Second and Third Avenues,1967,Completed,Arcade; Plaza,The New York Telephone Co.,Kahn and Jacobs,Kahn and Jacobs; Ballinger (for alteration in 2011),Arcade 5358.30 sf; Plaza 9041.70 sf,24 Hours,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space,,,Full/Partial,991191,211535,4,78,,POINT (-73.97495 40.747289),False,EAST 38 STREET,240,240,Manhattan|240|EAST 38 STREET,1967,Arcade; Plaza,24 Hours,Arcade 5358.30 sf; Plaza 9041.70 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M060016,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M060017,Manhattan,222 EAST 39 STREET,The Nash,1009190042,1020361,40.748203,-73.974848,M060017,Manhattan,1,6,222,EAST 39 STREET,10016,"222 EAST 39 STREET, New York, NY 10016",919,42,South side of East 39th Street between Second and Third Avenues,1972,Completed,Plaza,,Sidney Goldhammer,"Sidney Goldhammer; MUSHO Architecture and Design, LLC (for alteration in 2004)",Plaza 4371.45 sf,24 Hours,Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees within Space,,,Full/Partial,991219,211868,4,78,,POINT (-73.974848 40.748203),False,EAST 39 STREET,222,222,Manhattan|222|EAST 39 STREET,1972,Plaza,24 Hours,Plaza 4371.45 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M060017,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M060018,Manhattan,845 1 AVENUE,Trump World Tower,1013407501,1038909,40.752562,-73.96782,M060018,Manhattan,1,6,845,FIRST AVENUE,10017,"845 FIRST AVENUE, New York, NY 10017",1340,7501,West side of First Avenue between East 47th and 48th Streets,2000,Completed,Residential Plaza,Donald Trump/Daewoo,Costas Kondylis & Associates,Abel Bainnson Butz,Residential Plaza 6694.00 sf,24 Hours,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,,Full/Partial,993166,213457,4,90,,POINT (-73.96782 40.752562),False,1 AVENUE,845,845,Manhattan|845|1 AVENUE,2000,Residential Plaza,24 Hours,Residential Plaza 6694.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M060018,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
