query_key,status,bbl,bin,label,pelias_confidence,match_type,returned_number,returned_street,geocoded_at
Bronx|1009|NELSON AVENUE,ok,2025120004,2130524,"1009 NELSON AVENUE, Bronx, NY, USA",0.8,fallback,1009,NELSON AVENUE,2026-09-20T19:46:00+00:00
Bronx|1010|LINCOLN AVENUE,mismatch,,,"1010 LINCOLN PLACE, Brooklyn, NY, USA",,,1010,LINCOLN PLACE,2026-09-20T19:46:00+00:00
Bronx|1010|WASHINGTON AVENUE,ok,2023697503,2131299,"1010 WASHINGTON AVENUE, Bronx, NY, USA",0.8,fallback,1010,WASHINGTON AVENUE,2026-09-20T19:46:00+00:00
Bronx|1026|SOUTHERN BOULEVARD,ok,2027430006,2130444,"1026 SOUTHERN BOULEVARD, Bronx, NY, USA",0.8,fallback,1026,SOUTHERN BOULEVARD,2026-09-20T19:46:00+00:00
Bronx|1030|SOUTHERN BOULEVARD,ok,2027430006,2130444,"1030 SOUTHERN BOULEVARD, Bronx, NY, USA",0.8,fallback,1030,SOUTHERN BOULEVARD,2026-09-20T19:51:05+00:00
Bronx|1031|REVEREND JAMES A POLITE AVENUE,ok,2026910130,2005274,"1031 REVEREND JAMES A POLITE AVENUE, Bronx, NY, USA",1,exact,1031,REVEREND JAMES A POLITE AVENUE,2026-09-20T19:46:00+00:00
Bronx|1038|BOSTON ROAD,ok,2026220040,2004403,"1038 BOSTON ROAD, Bronx, NY, USA",0.8,fallback,1038,BOSTON ROAD,2026-09-20T19:46:00+00:00
Bronx|1046|CLAY AVENUE,ok,2024250005,2002052,"1046 CLAY AVENUE, Bronx, NY, USA",0.8,fallback,1046,CLAY AVENUE,2026-09-20T19:46:00+00:00
Bronx|1051|KELLY STREET,ok,2027050048,2005490,"1051 KELLY STREET, Bronx, NY, USA",0.8,fallback,1051,KELLY STREET,2026-09-20T19:46:00+00:00
Bronx|1052|GRANT AVENUE,ok,2024480006,2002534,"1052 GRANT AVENUE, Bronx, NY, USA",0.8,fallback,1052,GRANT AVENUE,2026-09-20T19:46:01+00:00
Bronx|1055|JEROME AVENUE,ok,2025040105,2003053,"1055 JEROME AVENUE, Bronx, NY, USA",0.8,fallback,1055,JEROME AVENUE,2026-09-20T19:46:01+00:00
Bronx|1058|UNIVERSITY AVENUE,ok,2025260040,2129665,"1058 UNIVERSITY AVENUE, Bronx, NY, USA",0.8,fallback,1058,UNIVERSITY AVENUE,2026-09-20T19:46:01+00:00
Bronx|1074|WASHINGTON AVENUE,ok,2023700016,2129119,"1074 WASHINGTON AVENUE, Bronx, NY, USA",0.8,fallback,1074,WASHINGTON AVENUE,2026-09-20T19:46:01+00:00
Bronx|108|EAST 157 STREET,ok,2024820030,2002971,"108 EAST 157 STREET, Bronx, NY, USA",0.8,fallback,108,EAST 157 STREET,2026-09-20T20:11:01+00:00
Bronx|1094|LONGFELLOW AVENUE,ok,2027570068,2006288,"1094 LONGFELLOW AVENUE, Bronx, NY, USA",0.8,fallback,1094,LONGFELLOW AVENUE,2026-09-20T19:46:01+00:00
Bronx|1097|LONGWOOD AVENUE,ok,2027310002,2005835,"1097 LONGWOOD AVENUE, Bronx, NY, USA",0.8,fallback,1097,LONGWOOD AVENUE,2026-09-20T19:46:01+00:00
Bronx|1115|JEROME AVENUE,ok,2025050084,2003072,"1115 JEROME AVENUE, Bronx, NY, USA",0.8,fallback,1115,JEROME AVENUE,2026-09-20T19:46:01+00:00
Bronx|1122|SOUTHERN BOULEVARD,ok,2027450002,2128906,"1122 SOUTHERN BOULEVARD, Bronx, NY, USA",0.8,fallback,1122,SOUTHERN BOULEVARD,2026-09-20T19:46:01+00:00
Bronx|1148|FTELEY AVENUE,ok,2037480099,2024140,"1148 FTELEY AVENUE, Bronx, NY, USA",0.8,fallback,1148,FTELEY AVENUE,2026-09-20T19:46:01+00:00
Bronx|115|EAST MOSHOLU PARKWAY NORTH,ok,2033260001,2017719,"115 EAST MOSHOLU PARKWAY NORTH, Bronx, NY, USA",0.8,fallback,115,EAST MOSHOLU PARKWAY NORTH,2026-09-20T19:46:01+00:00
Bronx|1163|STRATFORD AVENUE,ok,2037430057,2023993,"1163 STRATFORD AVENUE, Bronx, NY, USA",0.8,fallback,1163,STRATFORD AVENUE,2026-09-20T19:46:01+00:00
Bronx|116|WHEELER AVENUE,mismatch,,,"1320 WHEELER AVENUE, Bronx, NY, USA",,,1320,WHEELER AVENUE,2026-09-20T19:46:01+00:00
Bronx|1171|GRANT AVENUE,ok,2024520073,2002675,"1171 GRANT AVENUE, Bronx, NY, USA",0.8,fallback,1171,GRANT AVENUE,2026-09-20T19:46:01+00:00
Bronx|1179|FORREST AVENUE,mismatch,,,"1179 VINCENT AVENUE, Bronx, NY, USA",,,1179,VINCENT AVENUE,2026-09-20T19:46:01+00:00
Bronx|1185|WASHINGTON AVENUE,ok,2023890043,2130695,"1185 WASHINGTON AVENUE, Bronx, NY, USA",0.8,fallback,1185,WASHINGTON AVENUE,2026-09-20T19:46:02+00:00
Bronx|11|WEST 172 STREET,ok,2028590092,2008337,"11 WEST 172 STREET, Bronx, NY, USA",0.8,fallback,11,WEST 172 STREET,2026-09-20T19:46:01+00:00
Bronx|120|MORRIS AVENUE,mismatch,,,"2056 MORRIS AVENUE, Bronx, NY, USA",,,2056,MORRIS AVENUE,2026-09-20T19:46:02+00:00
Bronx|1215|PUTNAM AVENUE,mismatch,,,"1215 PUTNAM AVENUE, Brooklyn, NY, USA",,,1215,PUTNAM AVENUE,2026-09-20T19:46:02+00:00
Bronx|1235|GRAND CONCOURSE,ok,2024640023,2002849,"1235 GRAND CONCOURSE, Bronx, NY, USA",0.8,fallback,1235,GRAND CONCOURSE,2026-09-20T19:46:02+00:00
Bronx|123|FATHER ZEISER PLACE,ok,2032190219,2014826,"123 FATHER ZEISER PLACE, Bronx, NY, USA",0.8,fallback,123,FATHER ZEISER PLACE,2026-09-20T19:46:02+00:00
Bronx|123|WEST 188 STREET,ok,2032190219,2014826,"123 WEST 188 STREET, Bronx, NY, USA",0.8,fallback,123,WEST 188 STREET,2026-09-20T19:46:02+00:00
Bronx|1250|OAK POINT AVENUE,ok,2027710203,2006879,"1250 OAK POINT AVENUE, Bronx, NY, USA",0.8,fallback,1250,OAK POINT AVENUE,2026-09-20T19:46:02+00:00
Bronx|1256|TELLER AVENUE,ok,2024310012,2002168,"1256 TELLER AVENUE, Bronx, NY, USA",0.8,fallback,1256,TELLER AVENUE,2026-09-20T19:46:02+00:00
Bronx|1258|NOBLE AVENUE,ok,2037830013,2025544,"1258 NOBLE AVENUE, Bronx, NY, USA",0.8,fallback,1258,NOBLE AVENUE,2026-09-20T19:46:02+00:00
Bronx|1272|GRANT AVENUE,ok,2024500119,2103415,"1272 GRANT AVENUE, Bronx, NY, USA",0.8,fallback,1272,GRANT AVENUE,2026-09-20T19:46:02+00:00
Bronx|1285|EDWARD L GRANT HIGHWAY,ok,2025060100,2129283,"1285 EDWARD L GRANT HIGHWAY, Bronx, NY, USA",0.8,fallback,1285,EDWARD L GRANT HIGHWAY,2026-09-20T19:46:02+00:00
Bronx|1295|SPOFFORD AVENUE,ok,2027630162,2098657,"1295 SPOFFORD AVENUE, Bronx, NY, USA",0.8,fallback,1295,SPOFFORD AVENUE,2026-09-20T19:46:02+00:00
Bronx|130|MARCY PLACE,ok,2028400054,2092052,"130 MARCY PLACE, Bronx, NY, USA",0.8,fallback,130,MARCY PLACE,2026-09-20T19:46:02+00:00
Bronx|1315|FINDLAY AVENUE,ok,2027830070,2007211,"1315 FINDLAY AVENUE, Bronx, NY, USA",0.8,fallback,1315,FINDLAY AVENUE,2026-09-20T19:46:03+00:00
Bronx|1319|PLIMPTON AVENUE,ok,2025220036,2003372,"1319 PLIMPTON AVENUE, Bronx, NY, USA",0.8,fallback,1319,PLIMPTON AVENUE,2026-09-20T19:46:03+00:00
Bronx|1322|CHISHOLM STREET,ok,2029720020,2010419,"1322 CHISHOLM STREET, Bronx, NY, USA",0.8,fallback,1322,CHISHOLM STREET,2026-09-20T19:46:03+00:00
Bronx|1347|INTERVALE AVENUE,ok,2029650223,2087773,"1347 INTERVALE AVENUE, Bronx, NY, USA",0.8,fallback,1347,INTERVALE AVENUE,2026-09-20T19:46:03+00:00
Bronx|1360|UNIVERSITY AVENUE,ok,2025340001,2003554,"1360 UNIVERSITY AVENUE, Bronx, NY, USA",0.8,fallback,1360,UNIVERSITY AVENUE,2026-09-20T19:46:03+00:00
Bronx|138|BRUCKNER BOULEVARD,ok,2022600010,2129717,"138 BRUCKNER BOULEVARD, Bronx, NY, USA",0.8,fallback,138,BRUCKNER BOULEVARD,2026-09-20T19:46:03+00:00
Bronx|140|WEST FORDHAM ROAD,ok,2032250108,2130515,"140 WEST FORDHAM ROAD, Bronx, NY, USA",0.8,fallback,140,WEST FORDHAM ROAD,2026-09-20T19:46:03+00:00
Bronx|1419|BRYANT AVENUE,ok,2029940041,2010745,"1419 BRYANT AVENUE, Bronx, NY, USA",0.8,fallback,1419,BRYANT AVENUE,2026-09-20T19:46:03+00:00
Bronx|1429|PROSPECT AVENUE,ok,2029620030,2010197,"1429 PROSPECT AVENUE, Bronx, NY, USA",0.8,fallback,1429,PROSPECT AVENUE,2026-09-20T19:46:03+00:00
Bronx|1435|NELSON AVENUE,ok,2028740044,2008753,"1435 NELSON AVENUE, Bronx, NY, USA",0.8,fallback,1435,NELSON AVENUE,2026-09-20T19:46:03+00:00
Bronx|1448|BRYANT AVENUE,ok,2029990023,2010823,"1448 BRYANT AVENUE, Bronx, NY, USA",0.8,fallback,1448,BRYANT AVENUE,2026-09-20T19:46:03+00:00
Bronx|1460|COLLEGE AVENUE,ok,2027840040,2007255,"1460 COLLEGE AVENUE, Bronx, NY, USA",0.8,fallback,1460,COLLEGE AVENUE,2026-09-20T19:46:03+00:00
Bronx|1466|GRAND CONCOURSE,ok,2028320040,2007993,"1466 GRAND CONCOURSE, Bronx, NY, USA",0.8,fallback,1466,GRAND CONCOURSE,2026-09-20T19:46:03+00:00
Bronx|1472|BOSTON ROAD,ok,2029640042,2000000,"1472 BOSTON ROAD, Bronx, NY, USA",0.8,fallback,1472,BOSTON ROAD,2026-09-20T19:46:04+00:00
Bronx|1476|JESSUP AVENUE,mismatch,,,"1476 BRYANT AVENUE, Bronx, NY, USA",,,1476,BRYANT AVENUE,2026-09-20T19:46:04+00:00
Bronx|1500|UNIONPORT ROAD,ok,2039430001,2033973,"1500 UNIONPORT ROAD, Bronx, NY, USA",0.8,fallback,1500,UNIONPORT ROAD,2026-09-20T19:46:04+00:00
Bronx|1517|MORRIS AVENUE,ok,2028200055,2007839,"1517 MORRIS AVENUE, Bronx, NY, USA",0.8,fallback,1517,MORRIS AVENUE,2026-09-20T19:46:04+00:00
Bronx|1521|BRYANT AVENUE,ok,2029960045,2010793,"1521 BRYANT AVENUE, Bronx, NY, USA",0.8,fallback,1521,BRYANT AVENUE,2026-09-20T19:46:04+00:00
Bronx|1529|LURTING AVENUE,ok,2040680019,2044042,"1529 LURTING AVENUE, Bronx, NY, USA",0.8,fallback,1529,LURTING AVENUE,2026-09-20T19:46:04+00:00
Bronx|1550|JESSUP AVENUE,mismatch,,,"1550 BRYANT AVENUE, Bronx, NY, USA",,,1550,BRYANT AVENUE,2026-09-20T19:46:04+00:00
Bronx|1550|WHITE PLAINS ROAD,ok,2039370022,2114062,"1550 WHITE PLAINS ROAD, Bronx, NY, USA",0.8,fallback,1550,WHITE PLAINS ROAD,2026-09-20T19:46:04+00:00
Bronx|1565|TOWNSEND AVENUE,ok,2028460041,2008141,"1565 TOWNSEND AVENUE, Bronx, NY, USA",0.8,fallback,1565,TOWNSEND AVENUE,2026-09-20T19:46:04+00:00
Bronx|156|BRUCKNER BOULEVARD,ok,2025460011,2129202,"156 BRUCKNER BOULEVARD, Bronx, NY, USA",0.8,fallback,156,BRUCKNER BOULEVARD,2026-09-20T19:46:04+00:00
Bronx|157|WEST 179 STREET,ok,2032210034,2014868,"157 WEST 179 STREET, Bronx, NY, USA",0.8,fallback,157,WEST 179 STREET,2026-09-20T19:46:04+00:00
Bronx|1580|PELHAM PARKWAY,ok,2042220046,2093185,"1580 PELHAM PARKWAY, Bronx, NY, USA",0.8,fallback,1580,PELHAM PARKWAY,2026-09-20T19:46:04+00:00
Bronx|1600|GRAND AVENUE,ok,2028650160,2130750,"1600 GRAND AVENUE, Bronx, NY, USA",0.8,fallback,1600,GRAND AVENUE,2026-09-20T19:46:04+00:00
Bronx|1630|MACOMBS ROAD,ok,2028660004,2008447,"1630 MACOMBS ROAD, Bronx, NY, USA",0.8,fallback,1630,MACOMBS ROAD,2026-09-20T19:46:04+00:00
Bronx|1646|UNIVERSITY PLACE,mismatch,,,"1646 UNIVERSITY AVENUE, Bronx, NY, USA",,,1646,UNIVERSITY AVENUE,2026-09-20T19:46:05+00:00
Bronx|16|EAST 204 STREET,ok,2033210038,2129282,"16 EAST 204 STREET, Bronx, NY, USA",0.8,fallback,16,EAST 204 STREET,2026-09-20T19:46:04+00:00
Bronx|1701|UNIONPORT ROAD,ok,2040300031,2042970,"1701 UNIONPORT ROAD, Bronx, NY, USA",0.8,fallback,1701,UNIONPORT ROAD,2026-09-20T19:46:05+00:00
Bronx|1704|PITMAN AVENUE,ok,2050050005,2068443,"1704 PITMAN AVENUE, Bronx, NY, USA",0.8,fallback,1704,PITMAN AVENUE,2026-09-20T19:46:05+00:00
Bronx|1707|MONTGOMERY AVENUE,mismatch,,,"1671 MONTGOMERY AVENUE, Bronx, NY, USA",,,1671,MONTGOMERY AVENUE,2026-09-20T19:46:05+00:00
Bronx|1731|ZEREGA AVENUE,ok,2039910056,2042048,"1731 ZEREGA AVENUE, Bronx, NY, USA",0.8,fallback,1731,ZEREGA AVENUE,2026-09-20T19:46:05+00:00
Bronx|1746|ANDREWS AVENUE,ok,2028780183,2129342,"1746 ANDREWS AVENUE, Bronx, NY, USA",0.8,fallback,1746,ANDREWS AVENUE,2026-09-20T19:46:05+00:00
Bronx|1750|TOPPING AVENUE,ok,2027990011,2007486,"1750 TOPPING AVENUE, Bronx, NY, USA",0.8,fallback,1750,TOPPING AVENUE,2026-09-20T19:46:05+00:00
Bronx|1760|BOONE AVENUE,ok,2030150050,2130917,"1760 BOONE AVENUE, Bronx, NY, USA",0.8,fallback,1760,BOONE AVENUE,2026-09-20T19:46:05+00:00
Bronx|1761|WALTON AVENUE,ok,2028507501,2120490,"1761 WALTON AVENUE, Bronx, NY, USA",0.8,fallback,1761,WALTON AVENUE,2026-09-20T19:46:05+00:00
Bronx|1764|UNIVERSITY AVENUE,ok,2028760122,2008837,"1764 UNIVERSITY AVENUE, Bronx, NY, USA",0.8,fallback,1764,UNIVERSITY AVENUE,2026-09-20T19:46:05+00:00
Bronx|1765|WATSON AVENUE,ok,2037520007,2024219,"1765 WATSON AVENUE, Bronx, NY, USA",0.8,fallback,1765,WATSON AVENUE,2026-09-20T19:46:05+00:00
Bronx|1769|UNDERCLIFF AVENUE,ok,2028800203,2009203,"1769 UNDERCLIFF AVENUE, Bronx, NY, USA",0.8,fallback,1769,UNDERCLIFF AVENUE,2026-09-20T19:46:05+00:00
Bronx|176|WEST BURNSIDE AVENUE,ok,2028790184,2009112,"176 WEST BURNSIDE AVENUE, Bronx, NY, USA",0.8,fallback,176,WEST BURNSIDE AVENUE,2026-09-20T19:46:05+00:00
Bronx|1775|DAVIDSON AVENUE,ok,2028670151,2008519,"1775 DAVIDSON AVENUE, Bronx, NY, USA",0.8,fallback,1775,DAVIDSON AVENUE,2026-09-20T19:46:05+00:00
Bronx|1779|MONROE AVENUE,ok,2027970037,2007449,"1779 MONROE AVENUE, Bronx, NY, USA",0.8,fallback,1779,MONROE AVENUE,2026-09-20T19:46:05+00:00
Bronx|181|WEBSTER AVENUE,mismatch,,,"181 WEBSTER AVENUE, Brooklyn, NY, USA",,,181,WEBSTER AVENUE,2026-09-20T19:46:06+00:00
Bronx|1821|PROSPECT AVENUE,ok,2029490072,2092145,"1821 PROSPECT AVENUE, Bronx, NY, USA",0.8,fallback,1821,PROSPECT AVENUE,2026-09-20T19:46:06+00:00
Bronx|1824|ANTHONY AVENUE,ok,2028920016,2131310,"1824 ANTHONY AVENUE, Bronx, NY, USA",0.8,fallback,1824,ANTHONY AVENUE,2026-09-20T19:46:06+00:00
Bronx|1844|CEDAR AVENUE,ok,2028810084,2000000,"1844 CEDAR AVENUE, Bronx, NY, USA",0.8,fallback,1844,CEDAR AVENUE,2026-09-20T19:46:06+00:00
Bronx|1851|PHELAN PLACE,ok,2028790265,2009150,"1851 PHELAN PLACE, Bronx, NY, USA",0.8,fallback,1851,PHELAN PLACE,2026-09-20T19:46:06+00:00
Bronx|1855|EAST TREMONT AVENUE,ok,2040250040,2042828,"1855 EAST TREMONT AVENUE, Bronx, NY, USA",0.8,fallback,1855,EAST TREMONT AVENUE,2026-09-20T19:46:06+00:00
Bronx|18|EAST 199 STREET,ok,2033190083,2017598,"18 EAST 199 STREET, Bronx, NY, USA",0.8,fallback,18,EAST 199 STREET,2026-09-20T19:46:06+00:00
Bronx|1915|BILLINGSLEY TERRACE,ok,2028790184,2009112,"1915 BILLINGSLEY TERRACE, Bronx, NY, USA",0.8,fallback,1915,BILLINGSLEY TERRACE,2026-09-20T19:46:06+00:00
Bronx|1927|GILDERSLEEVE AVENUE,ok,2034560002,2000000,"1927 GILDERSLEEVE AVENUE, Bronx, NY, USA",0.8,fallback,1927,GILDERSLEEVE AVENUE,2026-09-20T19:46:06+00:00
Bronx|1927|WILLIAMSBRIDGE ROAD,ok,2042730027,2048551,"1927 WILLIAMSBRIDGE ROAD, Bronx, NY, USA",0.8,fallback,1927,WILLIAMSBRIDGE ROAD,2026-09-20T19:46:06+00:00
Bronx|1946|O'BRIEN AVENUE,ok,2034570045,2020256,"1946 O'BRIEN AVENUE, Bronx, NY, USA",1,exact,1946,O'BRIEN AVENUE,2026-09-20T19:46:06+00:00
Bronx|1973|CROTONA AVENUE,ok,2030790078,2012313,"1973 CROTONA AVENUE, Bronx, NY, USA",0.8,fallback,1973,CROTONA AVENUE,2026-09-20T19:46:06+00:00
Bronx|2-20|EAST FORDHAM ROAD,mismatch,,,"2 EAST FORDHAM ROAD, Bronx, NY, USA",,,2,EAST FORDHAM ROAD,2026-09-20T19:51:05+00:00
Bronx|2012|GLEASON AVENUE,ok,2038020014,2026193,"2012 GLEASON AVENUE, Bronx, NY, USA",0.8,fallback,2012,GLEASON AVENUE,2026-09-20T19:46:06+00:00
Bronx|2039|WESTCHESTER AVENUE,ok,2039320022,2131173,"2039 WESTCHESTER AVENUE, Bronx, NY, USA",0.8,fallback,2039,WESTCHESTER AVENUE,2026-09-20T19:46:07+00:00
Bronx|203|EAST FORDHAM ROAD,ok,2031540001,2013607,"203 EAST FORDHAM ROAD, Bronx, NY, USA",0.8,fallback,203,EAST FORDHAM ROAD,2026-09-20T19:46:07+00:00
Bronx|2040|EAST TREMONT AVENUE,ok,2039430205,2097576,"2040 EAST TREMONT AVENUE, Bronx, NY, USA",0.8,fallback,2040,EAST TREMONT AVENUE,2026-09-20T19:46:07+00:00
Bronx|2070|VALENTINE AVENUE,ok,2031420028,2013293,"2070 VALENTINE AVENUE, Bronx, NY, USA",0.8,fallback,2070,VALENTINE AVENUE,2026-09-20T19:46:07+00:00
Bronx|2075|WEBSTER AVENUE,ok,2031420048,2000000,"2075 WEBSTER AVENUE, Bronx, NY, USA",0.8,fallback,2075,WEBSTER AVENUE,2026-09-20T19:46:07+00:00
Bronx|207|203 STREET,mismatch,,,"207 EAST 203 STREET, Bronx, NY, USA",,,207,EAST 203 STREET,2026-09-20T19:46:07+00:00
Bronx|2084|RYER AVENUE,ok,2031490075,2013527,"2084 RYER AVENUE, Bronx, NY, USA",0.8,fallback,2084,RYER AVENUE,2026-09-20T19:46:07+00:00
Bronx|208|EAST MOSHOLU PARKWAY,mismatch,,,"208 EAST MOSHOLU PARKWAY SOUTH, Bronx, NY, USA",,,208,EAST MOSHOLU PARKWAY SOUTH,2026-09-20T19:46:07+00:00
Bronx|20|BRUCKNER BOULEVARD,ok,2023087501,2094009,"20 BRUCKNER BOULEVARD, Bronx, NY, USA",0.8,fallback,20,BRUCKNER BOULEVARD,2026-09-20T19:46:06+00:00
Bronx|212|HARDING PLACE,mismatch,,,"110 HARDING PLACE, New York, NY, USA",,,110,HARDING PLACE,2026-09-20T19:46:07+00:00
Bronx|2181|MORRIS AVENUE,ok,2031810042,2000000,"2181 MORRIS AVENUE, Bronx, NY, USA",0.8,fallback,2181,MORRIS AVENUE,2026-09-20T19:46:07+00:00
Bronx|220|EAST 134 STREET,ok,2023190098,2000783,"220 EAST 134 STREET, Bronx, NY, USA",0.8,fallback,220,EAST 134 STREET,2026-09-20T19:46:07+00:00
Bronx|2218|JEROME AVENUE,ok,2031860017,2014055,"2218 JEROME AVENUE, Bronx, NY, USA",0.8,fallback,2218,JEROME AVENUE,2026-09-20T19:46:07+00:00
Bronx|221|MIRANDA STREET,mismatch,,,"221 KIRBY STREET, Bronx, NY, USA",,,221,KIRBY STREET,2026-09-20T19:46:07+00:00
Bronx|2225|LACOMBE AVENUE,ok,2035370001,2092634,"2225 LACOMBE AVENUE, Bronx, NY, USA",0.8,fallback,2225,LACOMBE AVENUE,2026-09-20T19:46:07+00:00
Bronx|224|NAPLES TERRACE,ok,2057040050,2083162,"224 NAPLES TERRACE, Bronx, NY, USA",0.8,fallback,224,NAPLES TERRACE,2026-09-20T19:46:08+00:00
Bronx|2255|GRAND CONCOURSE,ok,2031630030,2013770,"2255 GRAND CONCOURSE, Bronx, NY, USA",0.8,fallback,2255,GRAND CONCOURSE,2026-09-20T19:46:08+00:00
Bronx|2264|BEAUMONT AVENUE,ok,2031010002,2012802,"2264 BEAUMONT AVENUE, Bronx, NY, USA",0.8,fallback,2264,BEAUMONT AVENUE,2026-09-20T19:46:08+00:00
Bronx|2271|SOUTHERN AVENUE,mismatch,,,"2271 SOUTHERN BOULEVARD, Bronx, NY, USA",,,2271,SOUTHERN BOULEVARD,2026-09-20T19:46:08+00:00
Bronx|2309|CRESTON AVENUE,ok,2031720037,2013893,"2309 CRESTON AVENUE, Bronx, NY, USA",0.8,fallback,2309,CRESTON AVENUE,2026-09-20T19:46:08+00:00
Bronx|2324|BOSTON POST ROAD,ok,2043470007,2050046,"2324 BOSTON POST ROAD, Bronx, NY, USA",0.8,fallback,2324,BOSTON POST ROAD,2026-09-20T19:46:08+00:00
Bronx|2344|BOSTON POST ROAD,ok,2043470007,2050046,"2344 BOSTON POST ROAD, Bronx, NY, USA",0.8,fallback,2344,BOSTON POST ROAD,2026-09-20T19:46:08+00:00
Bronx|234|EAST 203 STREET,ok,2033080017,2130667,"234 EAST 203 STREET, Bronx, NY, USA",0.8,fallback,234,EAST 203 STREET,2026-09-20T19:46:08+00:00
Bronx|2365|HOFFMAN STREET,ok,2030540034,2011670,"2365 HOFFMAN STREET, Bronx, NY, USA",0.8,fallback,2365,HOFFMAN STREET,2026-09-20T19:46:08+00:00
Bronx|237|WILLIS AVENUE,ok,2023010028,2000594,"237 WILLIS AVENUE, Bronx, NY, USA",0.8,fallback,237,WILLIS AVENUE,2026-09-20T19:46:08+00:00
Bronx|2387|WALTON AVENUE,ok,2031880087,2014116,"2387 WALTON AVENUE, Bronx, NY, USA",0.8,fallback,2387,WALTON AVENUE,2026-09-20T19:46:08+00:00
Bronx|2414|CAMBRELENG AVENUE,ok,2030900006,2129737,"2414 CAMBRELENG AVENUE, Bronx, NY, USA",0.8,fallback,2414,CAMBRELENG AVENUE,2026-09-20T19:46:08+00:00
Bronx|2423|LODOVICK AVENUE,ok,2044890159,2127121,"2423 LODOVICK AVENUE, Bronx, NY, USA",0.8,fallback,2423,LODOVICK AVENUE,2026-09-20T19:46:08+00:00
Bronx|2450|GRAND CONCOURSE,ok,2031520069,2013592,"2450 GRAND CONCOURSE, Bronx, NY, USA",0.8,fallback,2450,GRAND CONCOURSE,2026-09-20T19:46:08+00:00
Bronx|2455|3 AVENUE,ok,2023190038,2129674,"2455 3 AVENUE, Bronx, NY, USA",0.8,fallback,2455,3 AVENUE,2026-09-20T19:46:09+00:00
Bronx|2462|FRISBY AVENUE,ok,2039760019,2041758,"2462 FRISBY AVENUE, Bronx, NY, USA",0.8,fallback,2462,FRISBY AVENUE,2026-09-20T19:46:09+00:00
Bronx|246|ECHO PLACE,ok,2028090026,2129180,"246 ECHO PLACE, Bronx, NY, USA",0.8,fallback,246,ECHO PLACE,2026-09-20T19:46:09+00:00
Bronx|2481|CROTONA AVENUE,ok,2030917501,2129725,"2481 CROTONA AVENUE, Bronx, NY, USA",0.8,fallback,2481,CROTONA AVENUE,2026-09-20T19:46:09+00:00
Bronx|2488|ELM PLACE,ok,2030230073,2011036,"2488 ELM PLACE, Bronx, NY, USA",0.8,fallback,2488,ELM PLACE,2026-09-20T19:46:09+00:00
Bronx|2533|GRAND AVENUE,ok,2032140046,2000000,"2533 GRAND AVENUE, Bronx, NY, USA",0.8,fallback,2533,GRAND AVENUE,2026-09-20T19:46:09+00:00
Bronx|2568|PARK AVENUE,ok,2023400014,2000972,"2568 PARK AVENUE, Bronx, NY, USA",0.8,fallback,2568,PARK AVENUE,2026-09-20T19:51:05+00:00
Bronx|2596|BRIGGS AVENUE,ok,2032930173,2016831,"2596 BRIGGS AVENUE, Bronx, NY, USA",0.8,fallback,2596,BRIGGS AVENUE,2026-09-20T19:46:09+00:00
Bronx|2615|UNIVERSITY AVENUE,mismatch,,,"2213 UNIVERSITY AVENUE, Bronx, NY, USA",,,2213,UNIVERSITY AVENUE,2026-09-20T19:46:09+00:00
Bronx|261|CITY ISLAND AVENUE,ok,2056290236,2087512,"261 CITY ISLAND AVENUE, Bronx, NY, USA",0.8,fallback,261,CITY ISLAND AVENUE,2026-09-20T19:46:09+00:00
Bronx|2621|AQUEDUCT AVENUE,ok,2032150032,2014679,"2621 AQUEDUCT AVENUE, Bronx, NY, USA",0.8,fallback,2621,AQUEDUCT AVENUE,2026-09-20T19:46:09+00:00
Bronx|2621|GRAND AVENUE,ok,2032150044,2129696,"2621 GRAND AVENUE, Bronx, NY, USA",0.8,fallback,2621,GRAND AVENUE,2026-09-20T19:46:09+00:00
Bronx|265|ALEXANDER AVENUE,ok,2023140027,2000697,"265 ALEXANDER AVENUE, Bronx, NY, USA",0.8,fallback,265,ALEXANDER AVENUE,2026-09-20T19:46:09+00:00
Bronx|2660|KINGSBRIDGE TERRACE,ok,2032370090,2000000,"2660 KINGSBRIDGE TERRACE, Bronx, NY, USA",0.8,fallback,2660,KINGSBRIDGE TERRACE,2026-09-20T19:46:10+00:00
Bronx|2661|MARION AVENUE,ok,2032870100,2016643,"2661 MARION AVENUE, Bronx, NY, USA",0.8,fallback,2661,MARION AVENUE,2026-09-20T19:46:10+00:00
Bronx|2675|BAINBRIDGE AVENUE,ok,2032940063,2016858,"2675 BAINBRIDGE AVENUE, Bronx, NY, USA",0.8,fallback,2675,BAINBRIDGE AVENUE,2026-09-20T19:46:10+00:00
Bronx|270|LONGSTREET AVENUE,ok,2055190119,2078922,"270 LONGSTREET AVENUE, Bronx, NY, USA",0.8,fallback,270,LONGSTREET AVENUE,2026-09-20T19:46:10+00:00
Bronx|2719|CRESTON AVENUE,ok,2033180161,2017567,"2719 CRESTON AVENUE, Bronx, NY, USA",0.8,fallback,2719,CRESTON AVENUE,2026-09-20T19:46:10+00:00
Bronx|2721|COLDEN AVENUE,ok,2045160046,2000000,"2721 COLDEN AVENUE, Bronx, NY, USA",0.8,fallback,2721,COLDEN AVENUE,2026-09-20T19:46:10+00:00
