query_key,status,bbl,bin,label,pelias_confidence,match_type,returned_number,returned_street,geocoded_at
Queens|135-36|CENTREVILLE STREET,ok,4115180192,4000000,"135-36 CENTREVILLE STREET, Ozone Park, NY, USA",0.8,fallback,135-36,CENTREVILLE STREET,2026-09-20T19:47:45+00:00
Queens|135-39|14 STREET,mismatch,,,"135 14 STREET, Brooklyn, NY, USA",,,135,14 STREET,2026-09-20T19:51:13+00:00
Queens|135-40|126 STREET,ok,4118590051,4000000,"135-40 126 STREET, South Ozone Park, NY, USA",0.8,fallback,135-40,126 STREET,2026-09-20T19:47:45+00:00
Queens|136-02|35 AVENUE,ok,4049600008,4112150,"136-02 35 AVENUE, Flushing, NY, USA",0.8,fallback,136-02,35 AVENUE,2026-09-20T19:47:45+00:00
Queens|136|MAPLE AVENUE,mismatch,,,"136-35 MAPLE AVENUE, Flushing, NY, USA",,,136-35,MAPLE AVENUE,2026-09-20T19:47:45+00:00
Queens|137-11|131 AVENUE,ok,4120730416,4262200,"137-11 131 AVENUE, South Ozone Park, NY, USA",0.8,fallback,137-11,131 AVENUE,2026-09-20T19:47:45+00:00
Queens|137-19|97 AVENUE,ok,4100030095,4214059,"137-19 97 AVENUE, Jamaica, NY, USA",0.8,fallback,137-19,97 AVENUE,2026-09-20T19:47:45+00:00
Queens|137-27|SAPHIRE STREET,mismatch,,,"137-27 THURSTON STREET, Springfield Gardens, NY, USA",,,137-27,THURSTON STREET,2026-09-20T19:47:46+00:00
Queens|137-37|SAPPHIRE STREET,ok,4113840037,4000000,"137-37 SAPPHIRE STREET, Howard Beach, NY, USA",0.8,fallback,137-37,SAPPHIRE STREET,2026-09-20T19:51:13+00:00
Queens|137-38|76 AVENUE,ok,4066060037,4142983,"137-38 76 AVENUE, Kew Gardens Hills, NY, USA",0.8,fallback,137-38,76 AVENUE,2026-09-20T19:47:46+00:00
Queens|137-54|KALMIA AVENUE,ok,4051500023,4116547,"137-54 KALMIA AVENUE, Flushing, NY, USA",0.8,fallback,137-54,KALMIA AVENUE,2026-09-20T19:47:46+00:00
Queens|137-57|JUNIPER AVENUE,ok,4051480048,4541607,"137-57 JUNIPER AVENUE, Flushing, NY, USA",0.8,fallback,137-57,JUNIPER AVENUE,2026-09-20T19:47:46+00:00
Queens|137-61|LABURNUM AVENUE,ok,4051500035,4116556,"137-61 LABURNUM AVENUE, Flushing, NY, USA",0.8,fallback,137-61,LABURNUM AVENUE,2026-09-20T19:47:46+00:00
Queens|138-02|106 AVENUE,ok,4100390026,4214666,"138-02 106 AVENUE, Jamaica, NY, USA",0.8,fallback,138-02,106 AVENUE,2026-09-20T19:47:46+00:00
Queens|138-12|76 AVENUE,ok,4066060045,4142991,"138-12 76 AVENUE, Kew Gardens Hills, NY, USA",0.8,fallback,138-12,76 AVENUE,2026-09-20T19:47:46+00:00
Queens|138-22|ELDER AVENUE,ok,4051450140,4116419,"138-22 ELDER AVENUE, Flushing, NY, USA",0.8,fallback,138-22,ELDER AVENUE,2026-09-20T19:47:46+00:00
Queens|138-35|39 AVENUE,ok,4049787502,4607310,"138-35 39 AVENUE, Flushing, NY, USA",0.8,fallback,138-35,39 AVENUE,2026-09-20T19:47:46+00:00
Queens|138-40|97 AVENUE,ok,4100110007,4214215,"138-40 97 AVENUE, Jamaica, NY, USA",0.8,fallback,138-40,97 AVENUE,2026-09-20T19:47:46+00:00
Queens|139-44|87 AVENUE,ok,4097000010,4207224,"139-44 87 AVENUE, Briarwood, NY, USA",0.8,fallback,139-44,87 AVENUE,2026-09-20T19:47:46+00:00
Queens|139|35 AVENUE,mismatch,,,"139-35 35 AVENUE, Flushing, NY, USA",,,139-35,35 AVENUE,2026-09-20T19:47:46+00:00
Queens|14-22|150 STREET,ok,4046600050,4105623,"14-22 150 STREET, Whitestone, NY, USA",0.8,fallback,14-22,150 STREET,2026-09-20T19:47:46+00:00
Queens|14-27|28 AVENUE,ok,4005390014,4624309,"14-27 28 AVENUE, Astoria, NY, USA",0.8,fallback,14-27,28 AVENUE,2026-09-20T19:47:46+00:00
Queens|14-28|PINSON STREET,ok,4156510022,4299415,"14-28 PINSON STREET, Bayswater, NY, USA",0.8,fallback,14-28,PINSON STREET,2026-09-20T19:47:46+00:00
Queens|14-43|31 AVENUE,ok,4005340007,4619752,"14-43 31 AVENUE, Astoria, NY, USA",0.8,fallback,14-43,31 AVENUE,2026-09-20T19:47:47+00:00
Queens|14-45|29 AVENUE,ok,4005380002,4000000,"14-45 29 AVENUE, Astoria, NY, USA",0.8,fallback,14-45,29 AVENUE,2026-09-20T19:47:47+00:00
Queens|140-14|FRANKLIN AVENUE,mismatch,,,"140 FRANKLIN AVENUE, Brooklyn, NY, USA",,,140,FRANKLIN AVENUE,2026-09-20T19:47:47+00:00
Queens|140-24|149 STREET,mismatch,,,"140 EAST 149 STREET, Bronx, NY, USA",,,140,EAST 149 STREET,2026-09-20T19:47:47+00:00
Queens|140-26|30 DRIVE,mismatch,,,"25-26 30 DRIVE, Astoria, NY, USA",,,25-26,30 DRIVE,2026-09-20T19:47:47+00:00
Queens|140-46|BASCOM AVENUE,ok,4120570058,4261811,"140-46 BASCOM AVENUE, South Ozone Park, NY, USA",0.8,fallback,140-46,BASCOM AVENUE,2026-09-20T19:47:47+00:00
Queens|14027|28 AVENUE,mismatch,,,"216-28 28 AVENUE, Bayside, NY, USA",,,216-28,28 AVENUE,2026-09-20T19:47:47+00:00
Queens|141-03|HOLLY AVENUE,ok,4052010021,4117403,"141-03 HOLLY AVENUE, Flushing, NY, USA",0.8,fallback,141-03,HOLLY AVENUE,2026-09-20T19:47:47+00:00
Queens|141-18|250 STREET,ok,4135950044,4289046,"141-18 250 STREET, Rosedale, NY, USA",0.8,fallback,141-18,250 STREET,2026-09-20T19:47:47+00:00
Queens|142-01|41 AVENUE,ok,4050210001,4113627,"142-01 41 AVENUE, Flushing, NY, USA",0.8,fallback,142-01,41 AVENUE,2026-09-20T19:47:47+00:00
Queens|142-20|SANFORD AVENUE,ok,4051810126,4117045,"142-20 SANFORD AVENUE, Flushing, NY, USA",0.8,fallback,142-20,SANFORD AVENUE,2026-09-20T19:47:47+00:00
Queens|142-33|127 AVENUE,mismatch,,,"174-33 127 AVENUE, Jamaica, NY, USA",,,174-33,127 AVENUE,2026-09-20T19:47:47+00:00
Queens|143-12|224 STREET,ok,4130860049,4000000,"143-12 224 STREET, Springfield Gardens, NY, USA",0.8,fallback,143-12,224 STREET,2026-09-20T19:47:47+00:00
Queens|143-25|84 AVENUE,ok,4097380150,4314916,"143-25 84 AVENUE, Briarwood, NY, USA",0.8,fallback,143-25,84 AVENUE,2026-09-20T19:47:47+00:00
Queens|143-56|229 STREET,ok,4135060183,4287460,"143-56 229 STREET, Springfield Gardens, NY, USA",0.8,fallback,143-56,229 STREET,2026-09-20T19:47:47+00:00
Queens|144-12|106 AVENUE,ok,4100450005,4214824,"144-12 106 AVENUE, Jamaica, NY, USA",0.8,fallback,144-12,106 AVENUE,2026-09-20T19:47:47+00:00
Queens|144-19|106 AVENUE,ok,4100440024,4214814,"144-19 106 AVENUE, Jamaica, NY, USA",0.8,fallback,144-19,106 AVENUE,2026-09-20T19:47:48+00:00
Queens|144-22|COOLIDGE AVENUE,ok,4097390118,4208497,"144-22 COOLIDGE AVENUE, Briarwood, NY, USA",0.8,fallback,144-22,COOLIDGE AVENUE,2026-09-20T19:47:48+00:00
Queens|144-32|130 STREET,mismatch,,,"144 WEST 130 STREET, New York, NY, USA",,,144,WEST 130 STREET,2026-09-20T19:51:13+00:00
Queens|144-52|225 STREET,ok,4134940097,4287152,"144-52 225 STREET, Springfield Gardens, NY, USA",0.8,fallback,144-52,225 STREET,2026-09-20T19:47:48+00:00
Queens|145-08|GUY R BREWER BOULEVARD,ok,4132940007,4311508,"145-08 GUY R BREWER BOULEVARD, Springfield Gardens, NY, USA",0.8,fallback,145-08,GUY R BREWER BOULEVARD,2026-09-20T19:47:48+00:00
Queens|145-13|FOCH BOULEVARD,ok,4120040227,4260254,"145-13 FOCH BOULEVARD, Jamaica, NY, USA",0.8,fallback,145-13,FOCH BOULEVARD,2026-09-20T19:47:48+00:00
Queens|145-59|FARMER'S BOULEVARD,mismatch,,,"145-59 SPGFIELD BOULEVARD, Cambria Heights, NY, USA",,,145-59,SPGFIELD BOULEVARD,2026-09-20T19:47:48+00:00
Queens|145-59|FARMERS BOULEVARD,ok,4133320131,4435407,"145-59 FARMERS BOULEVARD, Springfield Gardens, NY, USA",0.8,fallback,145-59,FARMERS BOULEVARD,2026-09-20T19:47:48+00:00
Queens|146-18|JAMAICA AVENUE,ok,4099870013,4213896,"146-18 JAMAICA AVENUE, Jamaica, NY, USA",0.8,fallback,146-18,JAMAICA AVENUE,2026-09-20T19:47:48+00:00
Queens|146-26|20 ROAD,ok,4046330016,4104885,"146-26 20 ROAD, Whitestone, NY, USA",0.8,fallback,146-26,20 ROAD,2026-09-20T19:47:48+00:00
Queens|146-33|HOLLY AVENUE,ok,4052070039,4117591,"146-33 HOLLY AVENUE, Flushing, NY, USA",0.8,fallback,146-33,HOLLY AVENUE,2026-09-20T19:47:48+00:00
Queens|146-39|106 AVENUE,ok,4100560027,4215008,"146-39 106 AVENUE, Jamaica, NY, USA",0.8,fallback,146-39,106 AVENUE,2026-09-20T19:47:48+00:00
Queens|146|BEACH 59 STREET,ok,4159260001,4459305,"146 BEACH 59 STREET, Arverne, NY, USA",0.8,fallback,146,BEACH 59 STREET,2026-09-20T19:47:48+00:00
Queens|147-02|76 ROAD,ok,4066860001,4000000,"147-02 76 ROAD, Kew Gardens Hills, NY, USA",0.8,fallback,147-02,76 ROAD,2026-09-20T19:47:48+00:00
Queens|147-07|72 DRIVE,ok,4066800032,4144433,"147-07 72 DRIVE, Kew Gardens Hills, NY, USA",0.8,fallback,147-07,72 DRIVE,2026-09-20T19:47:48+00:00
Queens|147-11|35 AVENUE,ok,4049960011,4113051,"147-11 35 AVENUE, Flushing, NY, USA",0.8,fallback,147-11,35 AVENUE,2026-09-20T19:47:48+00:00
Queens|147-14|84 ROAD,ok,4097400142,4208536,"147-14 84 ROAD, Briarwood, NY, USA",0.8,fallback,147-14,84 ROAD,2026-09-20T19:47:48+00:00
Queens|147-21|18 AVENUE,ok,4046510013,4000000,"147-21 18 AVENUE, Whitestone, NY, USA",0.8,fallback,147-21,18 AVENUE,2026-09-20T19:47:49+00:00
Queens|147-27|JEWEL AVENUE,ok,4066450055,4143910,"147-27 JEWEL AVENUE, Kew Gardens Hills, NY, USA",0.8,fallback,147-27,JEWEL AVENUE,2026-09-20T19:47:49+00:00
Queens|148-49|87 ROAD,ok,4097050039,4207446,"148-49 87 ROAD, Briarwood, NY, USA",0.8,fallback,148-49,87 ROAD,2026-09-20T19:47:49+00:00
Queens|148-52|87 ROAD,ok,4097040025,4207405,"148-52 87 ROAD, Briarwood, NY, USA",0.8,fallback,148-52,87 ROAD,2026-09-20T19:47:49+00:00
Queens|149-03|ARCHER AVENUE,ok,4099970097,4596365,"149-03 ARCHER AVENUE, Jamaica, NY, USA",0.8,fallback,149-03,ARCHER AVENUE,2026-09-20T19:51:13+00:00
Queens|149-08|ARCHER AVENUE,ok,4099980110,4619928,"149-08 ARCHER AVENUE, Jamaica, NY, USA",0.8,fallback,149-08,ARCHER AVENUE,2026-09-20T19:47:49+00:00
Queens|149-11|ARCHER AVENUE,ok,4099970097,4000000,"149-11 ARCHER AVENUE, Jamaica, NY, USA",0.8,fallback,149-11,ARCHER AVENUE,2026-09-20T19:47:49+00:00
Queens|149-45|24 AVENUE,mismatch,,,"149-11 24 AVENUE, Whitestone, NY, USA",,,149-11,24 AVENUE,2026-09-20T19:47:49+00:00
Queens|150-13|89 AVENUE,ok,4096950014,4438669,"150-13 89 AVENUE, Jamaica, NY, USA",0.8,fallback,150-13,89 AVENUE,2026-09-20T19:47:49+00:00
Queens|150-20|CENTERVILLE STREET,ok,4115490012,4000000,"150-20 CENTERVILLE STREET, Ozone Park, NY, USA",0.8,fallback,150-20,CENTERVILLE STREET,2026-09-20T19:47:49+00:00
Queens|150-21|COOLIDGE AVENUE,ok,4067170122,4145730,"150-21 COOLIDGE AVENUE, Briarwood, NY, USA",0.8,fallback,150-21,COOLIDGE AVENUE,2026-09-20T19:47:49+00:00
Queens|150-35|34 AVENUE,ok,4049920046,4112936,"150-35 34 AVENUE, Flushing, NY, USA",0.8,fallback,150-35,34 AVENUE,2026-09-20T19:47:49+00:00
Queens|152-09|136 AVENUE,ok,4121360050,4622921,"152-09 136 AVENUE, Jamaica, NY, USA",0.8,fallback,152-09,136 AVENUE,2026-09-20T19:47:49+00:00
Queens|152-11|136 AVENUE,ok,4121360047,4623096,"152-11 136 AVENUE, Jamaica, NY, USA",0.8,fallback,152-11,136 AVENUE,2026-09-20T19:47:49+00:00
Queens|153-25|HILLSIDE AVENUE,ok,4097060058,4447019,"153-25 HILLSIDE AVENUE, Briarwood, NY, USA",0.8,fallback,153-25,HILLSIDE AVENUE,2026-09-20T19:47:49+00:00
Queens|153-40|HILLSIDE AVENUE,ok,4097630031,4208929,"153-40 HILLSIDE AVENUE, Jamaica, NY, USA",0.8,fallback,153-40,HILLSIDE AVENUE,2026-09-20T19:47:50+00:00
Queens|153-82|SOUTH CONDUIT AVENUE,ok,4150020025,4000000,"153-82 SOUTH CONDUIT AVENUE, Springfield Gardens, NY, USA",0.8,fallback,153-82,SOUTH CONDUIT AVENUE,2026-09-20T19:47:50+00:00
Queens|154-19|NORTHERN BOULEVARD,ok,4052650001,4119173,"154-19 NORTHERN BOULEVARD, Flushing, NY, USA",0.8,fallback,154-19,NORTHERN BOULEVARD,2026-09-20T19:47:50+00:00
Queens|155-06|SOUTH CONDUIT AVENUE,ok,4150080033,4441546,"155-06 SOUTH CONDUIT AVENUE, Springfield Gardens, NY, USA",0.8,fallback,155-06,SOUTH CONDUIT AVENUE,2026-09-20T19:47:50+00:00
Queens|155-35|LINDEN BOULEVARD,ok,4121720066,4263830,"155-35 LINDEN BOULEVARD, Jamaica, NY, USA",0.8,fallback,155-35,LINDEN BOULEVARD,2026-09-20T19:47:50+00:00
Queens|155-37|100 STREET,ok,4141430042,4294770,"155-37 100 STREET, Howard Beach, NY, USA",0.8,fallback,155-37,100 STREET,2026-09-20T19:47:50+00:00
Queens|1550|WHITE PLAINS ROAD,mismatch,,,"1550 WHITE PLAINS ROAD, Bronx, NY, USA",,,1550,WHITE PLAINS ROAD,2026-09-20T19:47:50+00:00
Queens|156-01|45 AVENUE,ok,4054140077,4122189,"156-01 45 AVENUE, Flushing, NY, USA",0.8,fallback,156-01,45 AVENUE,2026-09-20T19:47:50+00:00
Queens|159-17|MEYER AVENUE,ok,4121780082,4263962,"159-17 MEYER AVENUE, Jamaica, NY, USA",0.8,fallback,159-17,MEYER AVENUE,2026-09-20T19:47:50+00:00
Queens|16-14|BLAKE AVENUE,mismatch,,,"16 BLAKE AVENUE, Brooklyn, NY, USA",,,16,BLAKE AVENUE,2026-09-20T19:47:50+00:00
Queens|161-08|BAISLEY BOULEVARD,ok,4122690007,4467495,"161-08 BAISLEY BOULEVARD, Jamaica, NY, USA",0.8,fallback,161-08,BAISLEY BOULEVARD,2026-09-20T19:47:50+00:00
Queens|1616|SUMMERFIELD STREET,ok,4035550012,4618935,"1616 SUMMERFIELD STREET, Ridgewood, NY, USA",0.8,fallback,1616,SUMMERFIELD STREET,2026-09-20T19:47:50+00:00
Queens|162-01|85 AVENUE,ok,4097860047,4209413,"162-01 85 AVENUE, Jamaica Hills, NY, USA",0.8,fallback,162-01,85 AVENUE,2026-09-20T19:47:50+00:00
Queens|162-16|UNION TURNPIKE,ok,4068570053,4148494,"162-16 UNION TURNPIKE, Jamaica Estates, NY, USA",0.8,fallback,162-16,UNION TURNPIKE,2026-09-20T19:47:50+00:00
Queens|167-36|145 AVENUE,ok,4132850073,4000000,"167-36 145 AVENUE, Springfield Gardens, NY, USA",0.8,fallback,167-36,145 AVENUE,2026-09-20T19:47:50+00:00
Queens|169-17|107 AVENUE,ok,4102380054,4617441,"169-17 107 AVENUE, Jamaica, NY, USA",0.8,fallback,169-17,107 AVENUE,2026-09-20T19:47:51+00:00
Queens|170-20|90 AVENUE,ok,4098040039,4314921,"170-20 90 AVENUE, Jamaica, NY, USA",0.8,fallback,170-20,90 AVENUE,2026-09-20T19:47:51+00:00
Queens|170-39|HENLEY ROAD,ok,4098810042,4211224,"170-39 HENLEY ROAD, Jamaica Estates, NY, USA",0.8,fallback,170-39,HENLEY ROAD,2026-09-20T19:47:51+00:00
Queens|173-10|108 AVENUE,mismatch,,,"173-19 108 AVENUE, Jamaica, NY, USA",,,173-19,108 AVENUE,2026-09-20T19:47:51+00:00
Queens|173-12|89 AVENUE,ok,4098280042,4532691,"173-12 89 AVENUE, Jamaica, NY, USA",0.8,fallback,173-12,89 AVENUE,2026-09-20T19:47:51+00:00
Queens|177-11|136 AVENUE,ok,4129900049,4279802,"177-11 136 AVENUE, Springfield Gardens, NY, USA",0.8,fallback,177-11,136 AVENUE,2026-09-20T19:47:51+00:00
Queens|179-12|146 ROAD,ok,4133510054,4285949,"179-12 146 ROAD, Springfield Gardens, NY, USA",0.8,fallback,179-12,146 ROAD,2026-09-20T19:47:51+00:00
Queens|179-30|142 AVENUE,ok,4130490060,4280649,"179-30 142 AVENUE, Springfield Gardens, NY, USA",0.8,fallback,179-30,142 AVENUE,2026-09-20T19:47:51+00:00
Queens|179-46|HILLSIDE AVENUE,ok,4099150039,4212337,"179-46 HILLSIDE AVENUE, Jamaica, NY, USA",0.8,fallback,179-46,HILLSIDE AVENUE,2026-09-20T19:47:51+00:00
Queens|179-48|TUDOR ROAD,ok,4072390022,4155720,"179-48 TUDOR ROAD, Jamaica Estates, NY, USA",0.8,fallback,179-48,TUDOR ROAD,2026-09-20T19:47:51+00:00
Queens|1813|BLEECKER STREET,ok,4034340053,4082011,"1813 BLEECKER STREET, Ridgewood, NY, USA",0.8,fallback,1813,BLEECKER STREET,2026-09-20T19:47:51+00:00
Queens|185-16|56 AVENUE,ok,4056710006,4128158,"185-16 56 AVENUE, Fresh Meadows, NY, USA",0.8,fallback,185-16,56 AVENUE,2026-09-20T19:47:51+00:00
Queens|185-19|UNION TURNPIKE,ok,4072020036,4000000,"185-19 UNION TURNPIKE, Fresh Meadows, NY, USA",0.8,fallback,185-19,UNION TURNPIKE,2026-09-20T19:47:51+00:00
Queens|187-20|GRAND CENTRAL PARKWAY,ok,4099690007,4213633,"187-20 GRAND CENTRAL PARKWAY, Jamaica Estates, NY, USA",0.8,fallback,187-20,GRAND CENTRAL PARKWAY,2026-09-20T19:47:51+00:00
Queens|189-28|QUENCER ROAD,ok,4103880018,4458489,"189-28 QUENCER ROAD, St. Albans, NY, USA",0.8,fallback,189-28,QUENCER ROAD,2026-09-20T19:47:51+00:00
Queens|19-12|149 STREET,ok,4046530024,4105386,"19-12 149 STREET, Whitestone, NY, USA",0.8,fallback,19-12,149 STREET,2026-09-20T19:47:52+00:00
Queens|19-14|21 ROAD,ok,4008927501,4020281,"19-14 21 ROAD, Astoria, NY, USA",0.8,fallback,19-14,21 ROAD,2026-09-20T19:47:52+00:00
Queens|190-08|NASHVILLE BOULEVARD,ok,4127260040,4274104,"190-08 NASHVILLE BOULEVARD, Springfield Gardens, NY, USA",0.8,fallback,190-08,NASHVILLE BOULEVARD,2026-09-20T19:47:52+00:00
Queens|190-21|JAMAICA AVENUE,ok,4104460034,4222127,"190-21 JAMAICA AVENUE, Hollis, NY, USA",0.8,fallback,190-21,JAMAICA AVENUE,2026-09-20T19:47:52+00:00
Queens|20-08|STEINWAY STREET,ok,4008097502,4623559,"20-08 STEINWAY STREET, Astoria, NY, USA",0.8,fallback,20-08,STEINWAY STREET,2026-09-20T19:47:52+00:00
Queens|202-01|NORTHERN BOULEVARD,ok,4062630029,4000000,"202-01 NORTHERN BOULEVARD, Bayside, NY, USA",0.8,fallback,202-01,NORTHERN BOULEVARD,2026-09-20T19:47:52+00:00
Queens|203-18|116 AVENUE,ok,4110750037,4238603,"203-18 116 AVENUE, St. Albans, NY, USA",0.8,fallback,203-18,116 AVENUE,2026-09-20T19:47:52+00:00
Queens|209-28|23 AVENUE,ok,4058930049,4131225,"209-28 23 AVENUE, North Bayside, NY, USA",0.8,fallback,209-28,23 AVENUE,2026-09-20T19:47:52+00:00
Queens|21-10|30 DRIVE,mismatch,,,"21-21 30 DRIVE, Astoria, NY, USA",,,21-21,30 DRIVE,2026-09-20T19:47:52+00:00
Queens|21-22|HIMROD STREET,mismatch,,,"21 HIMROD STREET, Brooklyn, NY, USA",,,21,HIMROD STREET,2026-09-20T19:47:52+00:00
Queens|21-78|35 STREET,ok,4008307501,4442357,"21-78 35 STREET, Astoria, NY, USA",0.8,fallback,21-78,35 STREET,2026-09-20T19:47:52+00:00
Queens|210-19|RICHLAND AVENUE,ok,4077480234,4163994,"210-19 RICHLAND AVENUE, Hollis Hills, NY, USA",0.8,fallback,210-19,RICHLAND AVENUE,2026-09-20T19:47:52+00:00
Queens|213-14|UNION TURNPIKE,ok,4077870044,4613776,"213-14 UNION TURNPIKE, Hollis Hills, NY, USA",0.8,fallback,213-14,UNION TURNPIKE,2026-09-20T19:47:52+00:00
Queens|215-31|MURDOCK AVENUE,ok,4112310095,4242046,"215-31 MURDOCK AVENUE, Queens Village, NY, USA",0.8,fallback,215-31,MURDOCK AVENUE,2026-09-20T19:47:52+00:00
Queens|217-78|HEMPSTEAD AVENUE,ok,4111040018,4239248,"217-78 HEMPSTEAD AVENUE, Queens Village, NY, USA",0.8,fallback,217-78,HEMPSTEAD AVENUE,2026-09-20T19:47:53+00:00
Queens|22-11|98 STREET,ok,4010750068,4023522,"22-11 98 STREET, East Elmhurst, NY, USA",0.8,fallback,22-11,98 STREET,2026-09-20T19:47:53+00:00
Queens|22-21|33 STREET,ok,4008320022,4017003,"22-21 33 STREET, Astoria, NY, USA",0.8,fallback,22-21,33 STREET,2026-09-20T19:47:53+00:00
Queens|22-22|LEE COURT,ok,4046350028,4104956,"22-22 LEE COURT, Whitestone, NY, USA",0.8,fallback,22-22,LEE COURT,2026-09-20T19:47:53+00:00
Queens|220-10|147 AVENUE,mismatch,,,"220-32 147 AVENUE, Springfield Gardens, NY, USA",,,220-32,147 AVENUE,2026-09-20T19:47:53+00:00
Queens|220-12|147 AVENUE,ok,4134340105,4000000,"220-12 147 AVENUE, Springfield Gardens, NY, USA",0.8,fallback,220-12,147 AVENUE,2026-09-20T19:47:53+00:00
Queens|220-21|HEMPSTEAD AVENUE,ok,4107750038,4000000,"220-21 HEMPSTEAD AVENUE, Queens Village, NY, USA",0.8,fallback,220-21,HEMPSTEAD AVENUE,2026-09-20T19:47:53+00:00
Queens|2204-03|43 AVENUE,mismatch,,,"2204 43 AVENUE, Long Island City, NY, USA",,,2204,43 AVENUE,2026-09-20T19:47:53+00:00
Queens|221-24|113 STREET,mismatch,,,"221-24 113 AVENUE, Queens Village, NY, USA",,,221-24,113 AVENUE,2026-09-20T19:47:53+00:00
Queens|223-02|131 AVENUE,ok,4129330043,4278568,"223-02 131 AVENUE, Laurelton, NY, USA",0.8,fallback,223-02,131 AVENUE,2026-09-20T19:47:53+00:00
Queens|223-15|MERRICK BOULEVARD,ok,4129620085,4279310,"223-15 MERRICK BOULEVARD, Laurelton, NY, USA",0.8,fallback,223-15,MERRICK BOULEVARD,2026-09-20T19:47:53+00:00
Queens|226-04|145 AVENUE,ok,4134830017,4286879,"226-04 145 AVENUE, Springfield Gardens, NY, USA",0.8,fallback,226-04,145 AVENUE,2026-09-20T19:47:53+00:00
Queens|227-24|114 ROAD,ok,4112550011,4242695,"227-24 114 ROAD, Cambria Heights, NY, USA",1,exact,227-24,114 ROAD,2026-09-20T19:47:53+00:00
Queens|23-14|96 STREET,ok,4010890012,4023738,"23-14 96 STREET, East Elmhurst, NY, USA",0.8,fallback,23-14,96 STREET,2026-09-20T19:47:53+00:00
Queens|23-15|39 AVENUE,ok,4003890033,4625757,"23-15 39 AVENUE, Long Island City, NY, USA",0.8,fallback,23-15,39 AVENUE,2026-09-20T19:47:53+00:00
Queens|23-22|30 ROAD,ok,4005717501,4311890,"23-22 30 ROAD, Astoria, NY, USA",0.8,fallback,23-22,30 ROAD,2026-09-20T19:47:53+00:00
Queens|23-50|BROADWAY,ok,4005660148,4006565,"23-50 BROADWAY, Long Island City, NY, USA",0.8,fallback,23-50,BROADWAY,2026-09-20T19:47:54+00:00
Queens|24-15|28 STREET,ok,4008410029,4017465,"24-15 28 STREET, Astoria, NY, USA",0.8,fallback,24-15,28 STREET,2026-09-20T19:47:54+00:00
Queens|24-16|QUEENS PLAZA,ok,4004247501,4005063,"24-16 QUEENS PLAZA, Long Island City, NY, USA",0.8,fallback,24-16,QUEENS PLAZA,2026-09-20T19:47:54+00:00
Queens|24-29|23 STREET,ok,4008730128,4019176,"24-29 23 STREET, Astoria, NY, USA",0.8,fallback,24-29,23 STREET,2026-09-20T19:47:54+00:00
Queens|24-59|32 STREET,ok,4008370095,4017340,"24-59 32 STREET, Astoria, NY, USA",0.8,fallback,24-59,32 STREET,2026-09-20T19:47:54+00:00
Queens|241-04|131 AVENUE,ok,4129490022,4614552,"241-04 131 AVENUE, Rosedale, NY, USA",0.8,fallback,241-04,131 AVENUE,2026-09-20T19:47:54+00:00
Queens|2429|23 STREET,ok,4008730128,4019176,"2429 23 STREET, Astoria, NY, USA",0.8,fallback,2429,23 STREET,2026-09-20T19:51:14+00:00
Queens|243-01|132 ROAD,ok,4129810135,4279607,"243-01 132 ROAD, Rosedale, NY, USA",0.8,fallback,243-01,132 ROAD,2026-09-20T19:47:54+00:00
Queens|25-40|SHORE BOULEVARD,ok,4009057501,4438544,"25-40 SHORE BOULEVARD, Astoria, NY, USA",0.8,fallback,25-40,SHORE BOULEVARD,2026-09-20T19:47:54+00:00
Queens|25-44|MURRAY STREET,ok,4048190038,4108920,"25-44 MURRAY STREET, Flushing, NY, USA",0.8,fallback,25-44,MURRAY STREET,2026-09-20T19:47:54+00:00
Queens|25-50|82 STREET,ok,4010580031,4023288,"25-50 82 STREET, East Elmhurst, NY, USA",0.8,fallback,25-50,82 STREET,2026-09-20T19:47:54+00:00
Queens|25-66|BESSEMUND AVENUE,ok,4157340080,4300698,"25-66 BESSEMUND AVENUE, Bayswater, NY, USA",0.8,fallback,25-66,BESSEMUND AVENUE,2026-09-20T19:47:54+00:00
Queens|253-69|149 STREET,mismatch,,,"253-69 149 AVENUE, Rosedale, NY, USA",,,253-69,149 AVENUE,2026-09-20T19:47:54+00:00
Queens|259-16|79 AVENUE,ok,4086960028,4177577,"259-16 79 AVENUE, Floral Park, NY, USA",0.8,fallback,259-16,79 AVENUE,2026-09-20T19:47:54+00:00
Queens|26-01|1 STREET,ok,4009157501,4617681,"26-01 1 STREET, Astoria, NY, USA",0.8,fallback,26-01,1 STREET,2026-09-20T19:41:58+00:00
Queens|26-01|4 STREET,ok,4009090017,4625522,"26-01 4 STREET, Astoria, NY, USA",0.8,fallback,26-01,4 STREET,2026-09-20T19:47:54+00:00
Queens|26-02|1 STREET,ok,4009160010,4618772,"26-02 1 STREET, Astoria, NY, USA",0.8,fallback,26-02,1 STREET,2026-09-20T19:47:54+00:00
Queens|26-58|JACKSON AVENUE,mismatch,,,"26-26 JACKSON AVENUE, Long Island City, NY, USA",,,26-26,JACKSON AVENUE,2026-09-20T19:47:54+00:00
Queens|265-04|81 AVENUE,ok,4087400231,4178699,"265-04 81 AVENUE, Floral Park, NY, USA",0.8,fallback,265-04,81 AVENUE,2026-09-20T19:47:55+00:00
