bulletin_id,bulletin_month,bulletin_year,pdf_url,source_pdf,source_page,source_page_end,section,had_bullet,enforcement_date,enforcement_date_text,penalty_amount,penalty_basis,all_dollar_amounts,respondent,respondent_role,address_raw,address_number,address_street,address_anchored,addresses_other,n_anchored_addresses,borough,borough_source,borough_conflict,professional_section,identifiers_mentioned,violation_description,enforcement_text,enforcement_id,pops_id,match_method,match_confidence,match_score,match_status,match_candidates,match_notes,matched_address_key,geocoded_bbl,geocoded_bin,pops_keyword_tier,pops_keyword_hits,pops_relation,violation_category,violation_category_terms,geocode_status,manual_review_status,pops_bbl,pops_bin,pops_address_normalized,pops_borough,pops_latitude,pops_longitude,pops_building_name,pops_type,pops_year_established,pops_required_hours,possible_duplicate_of,duplicate_basis
2020-11,11,2020,https://www.nyc.gov/assets/buildings/pdf/1120_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/11.pdf,6,6,Construction and Design Professionals,True,2020-11-18,"November 18, 2020",,,,revoke Mr,,880 St. Nicholas Avenue,880,St. Nicholas Avenue,True,,1,Manhattan,text,False,True,{},"Bhutta’s Special Rigger license on November 18, 2020. For previously issued Enforcement Action Bulletins, please visit our website. ###","Licensed Special Rigger Mohammad Bhutta was disciplined after a construction worker fell from an unpermitted supported scaffold that had been installed at 880 St. Nicholas Avenue, Manhattan. Following a Report and Recommendation from OATH for the revocation of Mr. Bhutta’s license for his role in this fatal incident, a Commissioner’s Order was issued to revoke Mr. Bhutta’s Special Rigger license on November 18, 2020. For previously issued Enforcement Action Bulletins, please visit our website. ###",EA-202011-3c8e29cde4,,none,none,0.0,no_match,,no POPS at this address,,1020690042,1061706,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,1,1,Brooklyn,True,,,240000,leading_amount,240000,Jian Ming Lu,,513 52nd Street,513,52nd Street,True,,1,Brooklyn,text,False,False,{},"the owner of 513 52nd Street, Brooklyn, for illegal alterations, after DOB inspectors found that the two-family home had been illegally converted into multiple single room occupancy (SRO) units. Additional penalties were issued for safety violations including inadequate egress, fire alarms and sprinklers in the building","$240,000 in total penalties, including daily penalties, issued to Jian Ming Lu, the owner of 513 52nd Street, Brooklyn, for illegal alterations, after DOB inspectors found that the two-family home had been illegally converted into multiple single room occupancy (SRO) units. Additional penalties were issued for safety violations including inadequate egress, fire alarms and sprinklers in the building.",EA-202012-9801fe7080,,none,none,0.0,no_match,,no POPS at this address,,3008000072,3013649,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,1,2,Brooklyn,True,,,68750,leading_amount,68750,Hyper Structure Corp.,General Contractor,96 16th Street,96,16th Street,True,,1,Brooklyn,text,False,False,{},"for multiple violations at a construction site at 96 16th Street, Brooklyn, after a worker fell from a scaffold onto an adjacent property’s awning. Additional penalties were issued for working against a DOB-issued Stop Work Order (SWO), removing the posted SWO notice at the work site, and working after hours without an afterhours variance","$68,750 in total penalties issued to General Contractor Hyper Structure Corp., for multiple violations at a construction site at 96 16th Street, Brooklyn, after a worker fell from a scaffold onto an adjacent property’s awning. Additional penalties were issued for working against a DOB-issued Stop Work Order (SWO), removing the posted SWO notice at the work site, and working after hours without an afterhours variance.",EA-202012-6d50d4dccb,,none,none,0.0,no_match,,no POPS at this address,,3010510028,3426392,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,2,2,Brooklyn,True,,,10000,leading_amount,10000,DHC Contracting Inc.,General Contractor,822 59th Street,822,59th Street,True,,1,Brooklyn,text,False,False,{},"for failure to safeguard after a DOB investigation found excavation work at a construction site at 822 59th Street, Brooklyn, had caused large cracks to form at the party wall and first floor staircase of an adjacent building","$10,000 in penalties issued to General Contractor DHC Contracting Inc., for failure to safeguard after a DOB investigation found excavation work at a construction site at 822 59th Street, Brooklyn, had caused large cracks to form at the party wall and first floor staircase of an adjacent building.",EA-202012-90b272eb1e,,none,none,0.0,no_match,,no POPS at this address,,3057070015,3140850,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,2,2,Brooklyn,True,,,10000,leading_amount,10000,Armory Builder III LLC,Safety Registrant,1561 Bedford Avenue,1561,Bedford Avenue,True,,1,Brooklyn,text,False,False,{},"for failure to safeguard a construction site at 1561 Bedford Avenue, Brooklyn, after DOB inspectors found soil at the rim of the excavation pit was not stored properly, and was posing a potential collapse risk","$10,000 in penalties issued to Safety Registrant Armory Builder III LLC for failure to safeguard a construction site at 1561 Bedford Avenue, Brooklyn, after DOB inspectors found soil at the rim of the excavation pit was not stored properly, and was posing a potential collapse risk.",EA-202012-88919b866d,,none,none,0.0,no_match,,no POPS at this address,,3012740001,3033161,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,2,2,Brooklyn,True,,,5000,leading_amount,5000,Armory Builder III LLC,Safety Registrant,1089 President Street,1089,President Street,True,,1,Brooklyn,text,False,False,{},"for continuing work at a construction site at 1089 President Street, Brooklyn, while a DOB-issued Stop Work Order was in effect at the site","$5,000 in penalties issued to Safety Registrant Armory Builder III LLC for continuing work at a construction site at 1089 President Street, Brooklyn, while a DOB-issued Stop Work Order was in effect at the site.",EA-202012-0e883cbebb,,none,none,0.0,no_match,,no POPS at this address,,3012747501,3427017,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,2,2,Brooklyn,True,,,6250,leading_amount,6250,Rubin Ocean LLC,,2630 Ocean Avenue,2630,Ocean Avenue,True,,1,Brooklyn,text,False,False,{},"for a failure to maintain the building facade at 2630 Ocean Avenue, Brooklyn, after DOB inspectors observed damaged mortar joints and cracks along the exterior walls","$6,250 in penalties issued to Rubin Ocean LLC for a failure to maintain the building facade at 2630 Ocean Avenue, Brooklyn, after DOB inspectors observed damaged mortar joints and cracks along the exterior walls.",EA-202012-2ab3520a2e,,none,none,0.0,no_match,,no POPS at this address,,3073520039,3199767,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,2,2,Brooklyn,True,,,,,,,,1297 Troy Avenue,1297,Troy Avenue,True,,1,Brooklyn,text,False,False,{},"The owners of 1297 Troy Avenue, Brooklyn, were previously cited for illegally using the premises for dead and commercial vehicle storage. The owners entered into a stipulation to discontinue this illegal use, however a follow up inspection to verify compliance revealed that while there was a reduction in the number of dead vehicles and junk storage, there still a lack of total compliance with the stipulation. As a result, an Order of Closure was posted at the premises to notify the property owner that the location would be padlocked. A later inspection revealed that the illegal use was discontinued and the Order of Closure was rescinded.","The owners of 1297 Troy Avenue, Brooklyn, were previously cited for illegally using the premises for dead and commercial vehicle storage. The owners entered into a stipulation to discontinue this illegal use, however a follow up inspection to verify compliance revealed that while there was a reduction in the number of dead vehicles and junk storage, there still a lack of total compliance with the stipulation. As a result, an Order of Closure was posted at the premises to notify the property owner that the location would be padlocked. A later inspection revealed that the illegal use was discontinued and the Order of Closure was rescinded.",EA-202012-9c995b5b02,,none,none,0.0,no_match,,no POPS at this address,,3049780068,3112993,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,3,3,Manhattan,True,,,25000,leading_amount,25000,Flintlock Construction Services LLC,General Contractor,1227 Broadway,1227,Broadway,True,,1,Manhattan,text,False,False,{},"for failure to hold the required pre-shift meeting at a construction site at 1227 Broadway, Manhattan, where a fatal construction incident occurred in October 2019. The worker suffered a fatal head injury while standing on a temporary platform inside of an elevator shaft. This enforcement action represents only of the many violations issued by DOB related to this fatal incident","$25,000 in penalties issued to General Contractor Flintlock Construction Services LLC, for failure to hold the required pre-shift meeting at a construction site at 1227 Broadway, Manhattan, where a fatal construction incident occurred in October 2019. The worker suffered a fatal head injury while standing on a temporary platform inside of an elevator shaft. This enforcement action represents only of the many violations issued by DOB related to this fatal incident.",EA-202012-5c89a3e0c7,,none,none,0.0,no_match,,no POPS at this address,,1008317503,1090443,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,3,3,Manhattan,True,,,12500,leading_amount,12500,Lend Lease US Construction,Safety Registrant,430 East 58th Street,430,East 58th Street,True,,1,Manhattan,text,False,False,{},"for failure to safeguard a 85-story new building under construction at 430 East 58th Street, Manhattan, after DOB inspectors discovered that a piece of wood that had fallen from the work site first fell on to an HVAC unit at the 7th floor, and then fell to the ground below. Additional penalties were issued after DOB inspectors found that the sidewalk shed at the site was not code compliant","$12,500 in total penalties issued to Safety Registrant Lend Lease US Construction, for failure to safeguard a 85-story new building under construction at 430 East 58th Street, Manhattan, after DOB inspectors discovered that a piece of wood that had fallen from the work site first fell on to an HVAC unit at the 7th floor, and then fell to the ground below. Additional penalties were issued after DOB inspectors found that the sidewalk shed at the site was not code compliant.",EA-202012-f68a3aa66b,,none,none,0.0,no_match,,no POPS at this address,,1013697503,1090365,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,3,3,Manhattan,True,,,25000,leading_amount,25000,Akam Associates Inc.,property owners,215 West 98th Street,215,West 98th Street,True,,1,Manhattan,text,False,False,{},"for failure to implement safety measures after unsafe façade conditions were documented at 215 West 98th Street, Manhattan","$25,000 in penalties issued to property owners Akam Associates Inc., for failure to implement safety measures after unsafe façade conditions were documented at 215 West 98th Street, Manhattan.",EA-202012-50efc34cbb,,none,none,0.0,no_match,,no POPS at this address,,1018707502,1082691,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,3,3,Manhattan,True,,,40000,leading_amount,40000,West 29th Ministorage LLC,,541 West 29th Street,541,West 29th Street,True,,1,Manhattan,text,False,False,{},"for displaying a rooftop advertising sign at 541 West 29th Street, Manhattan, without a permit and in a prohibited zone. They also were cited for not registering as an Outdoor Advertising Company (OAC)","$40,000 in penalties issued to West 29th Ministorage LLC, for displaying a rooftop advertising sign at 541 West 29th Street, Manhattan, without a permit and in a prohibited zone. They also were cited for not registering as an Outdoor Advertising Company (OAC).",EA-202012-304ce86837,,none,none,0.0,no_match,,no POPS at this address,,1007010001,1080331,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,3,3,Queens,True,,,185000,leading_amount,185000,133 Guy Brewer Blvd,,133-18 Guy Brewer Boulevard,133-18,Guy Brewer Boulevard,True,133 Guy Brewer Blvd.,1,Queens,text,False,False,{},"Corp., owners of 133-18 Guy Brewer Boulevard, Queens, for illegal alterations after a DOB investigation found that the single-family house had been altered to an illegal six-family building by dividing rooms into multiple Single Room Occupancy (SRO) units","$185,000 in penalties, including daily penalties, issued to 133 Guy Brewer Blvd. Corp., owners of 133-18 Guy Brewer Boulevard, Queens, for illegal alterations after a DOB investigation found that the single-family house had been altered to an illegal six-family building by dividing rooms into multiple Single Room Occupancy (SRO) units.",EA-202012-f539061f8e,,none,none,0.0,no_match,,no POPS at this address,,4122870042,4266382,,,none,,,mismatch;ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,4,4,Queens,True,,,17500,leading_amount,17500,Monadnock Construction,General Contractor,108-75 62nd Drive,108-75,62nd Drive,True,,1,Queens,text,False,False,{},"for failure to safeguard a construction site at 108-75 62nd Drive, Queens, after a worker was injured walking on rebar at the site and suffered a twisted ankle. A DOB inspection also found that the site lacked sufficient clear space, inadequate housekeeping, and inadequate egress in the area where foundation work was being performed. Additional penalties were also issued for tampering with evidence following this work site injury","$17,500 in total penalties issued to General Contractor Monadnock Construction, for failure to safeguard a construction site at 108-75 62nd Drive, Queens, after a worker was injured walking on rebar at the site and suffered a twisted ankle. A DOB inspection also found that the site lacked sufficient clear space, inadequate housekeeping, and inadequate egress in the area where foundation work was being performed. Additional penalties were also issued for tampering with evidence following this work site injury.",EA-202012-86b95e6f4b,,none,none,0.0,no_match,,no POPS at this address,,4021597501,4619735,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,4,4,Queens,True,,,22500,leading_amount,22500,Prince Contracting Inc.,General Contractor,36-43 31st Street,36-43,31st Street,True,,1,Queens,text,False,False,{},"for failure to safeguard and not having a controlled access zone at a construction site located at 36-43 31st Street, Queens. Additional penalties were issued for failure to notify DOB prior to performing a demolition, failure to provide a required pre-shift meeting, inadequate housekeeping, and for not having sidewalk shed as required","$22,500 in total penalties issued to General Contractor Prince Contracting Inc., for failure to safeguard and not having a controlled access zone at a construction site located at 36-43 31st Street, Queens. Additional penalties were issued for failure to notify DOB prior to performing a demolition, failure to provide a required pre-shift meeting, inadequate housekeeping, and for not having sidewalk shed as required.",EA-202012-0c8cc36308,,none,none,0.0,no_match,,no POPS at this address,,4006000008,4000000,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,4,4,Queens,True,,,18750,leading_amount,18750,"DLC Development Corp., the Safety Registrant",,135-25 142nd Street,135-25,142nd Street,True,,1,Queens,text,False,False,{},"for a construction site at 135-25 142nd Street, Queens, after a worker fell from a scaffold at the site. A DOB investigation found no evidence that a site safety orientation or pre-shift meeting had taken place prior to the worker fall. DOB inspectors also determined that the scaffold was not built according plans and that the site lacked adequate housekeeping","$18,750 in total penalties issued to DLC Development Corp., the Safety Registrant for a construction site at 135-25 142nd Street, Queens, after a worker fell from a scaffold at the site. A DOB investigation found no evidence that a site safety orientation or pre-shift meeting had taken place prior to the worker fall. DOB inspectors also determined that the scaffold was not built according plans and that the site lacked adequate housekeeping.",EA-202012-878546a44c,,none,none,0.0,no_match,,no POPS at this address,,4120990015,4607474,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,4,4,Queens,True,,,18250,leading_amount,18250,146-16-18 Jamaica Ave Corp.,,146-18 Jamaica Avenue,146-18,Jamaica Avenue,True,,1,Queens,text,False,False,{},"owners of 146-18 Jamaica Avenue, Queens, for failure to comply with a DOB-issued Vacate Order for the building, and for removing the associated DOB-issued Vacate Order sticker at the property","$18,250 in total penalties issued to 146-16-18 Jamaica Ave Corp., owners of 146-18 Jamaica Avenue, Queens, for failure to comply with a DOB-issued Vacate Order for the building, and for removing the associated DOB-issued Vacate Order sticker at the property.",EA-202012-0d132cb9eb,,none,none,0.0,no_match,,no POPS at this address,,4099870013,4213896,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,4,4,Queens,True,,,1200,leading_amount,1200,Boris Abayev,,150-21 Coolidge Avenue,150-21,Coolidge Avenue,True,,1,Queens,text,False,False,{},"for displaying an outdoor advertising sign at 150-21 Coolidge Avenue, Queens, which is a prohibited zone","$1,200 in penalties issued to Boris Abayev for displaying an outdoor advertising sign at 150-21 Coolidge Avenue, Queens, which is a prohibited zone.",EA-202012-e4184a9c65,,none,none,0.0,no_match,,no POPS at this address,,4067170122,4145730,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,5,5,Queens,True,,,,,,,,142-33 127th Avenue,142-33,127th Avenue,True,,1,Queens,text,False,False,{},"The owners of 142-33 127th Avenue, Queens, were cited for illegally using the premises for dead vehicles and junk storage. After an OATH hearing was held for the illegal use, an Order of Closure was posted at the premises. DOB will be padlocking the property if illegal use is not discontinued.","The owners of 142-33 127th Avenue, Queens, were cited for illegally using the premises for dead vehicles and junk storage. After an OATH hearing was held for the illegal use, an Order of Closure was posted at the premises. DOB will be padlocking the property if illegal use is not discontinued.",EA-202012-c00b4ccb57,,none,none,0.0,no_match,,no POPS at this address,,,,,,none,,,mismatch,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,5,5,Staten Island,True,,,10000,leading_amount,10000,Artur Agushi,Construction Superintendent,335 Otis Avenue,335,Otis Avenue,True,,1,Staten Island,text,False,False,{},"for failure to perform his duties at a construction site at 335 Otis Avenue, Staten Island, after DOB inspectors found no competent person onsite at the time of inspection","$10,000 in penalties issued to Construction Superintendent Artur Agushi for failure to perform his duties at a construction site at 335 Otis Avenue, Staten Island, after DOB inspectors found no competent person onsite at the time of inspection.",EA-202012-8843f2b57f,,none,none,0.0,no_match,,no POPS at this address,,5039050017,5055356,,,none,,,ok,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,5,5,Construction and Design Professionals,True,2020-12-02,"December 2, 2020",,,,,,,,,False,,0,,,False,True,{},"Construction Superintendent Isaac Stern was disciplined for failure to discharge the duties of a construction superintendent at a worksite in Brooklyn where an incident occurred, and an adjoining property was badly damaged. Mr. Stern failed to visit the work site every day that work was occurring, did not perform required inspections, and did not maintain a daily construction superintendent log at the worksite. Mr. Stern also failed to ensure that the work occurring at the work site conformed to the approved construction plans. Pursuant to a stipulation, Mr. Stern agreed to a 9-month suspension of his license, followed by three years of probation. The suspension began on December 2, 2020.","Construction Superintendent Isaac Stern was disciplined for failure to discharge the duties of a construction superintendent at a worksite in Brooklyn where an incident occurred, and an adjoining property was badly damaged. Mr. Stern failed to visit the work site every day that work was occurring, did not perform required inspections, and did not maintain a daily construction superintendent log at the worksite. Mr. Stern also failed to ensure that the work occurring at the work site conformed to the approved construction plans. Pursuant to a stipulation, Mr. Stern agreed to a 9-month suspension of his license, followed by three years of probation. The suspension began on December 2, 2020.",EA-202012-f495cad0f2,,none,none,0.0,no_match,,no address evidence,,,,,,none,,,no_address,,,,,,,,,,,,,
2020-12,12,2020,https://www.nyc.gov/assets/buildings/pdf/1220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/12.pdf,5,5,Construction and Design Professionals,True,2020-12-29,"December 29, 2020",,,1000,,,,,,False,,0,,,False,True,{},"Licensed Master Plumber Benjamin Rubenstein was disciplined for failure to be properly established after it was discovered that Mr. Rubenstein was not operating his plumbing business from the location on file with the Department. Mr. Rubenstein agreed to a fine of $1,000 and a one-year term of probation. The stipulation was effective as of December 29, 2020. For previously issued Enforcement Action Bulletins, please visit our website. ###","Licensed Master Plumber Benjamin Rubenstein was disciplined for failure to be properly established after it was discovered that Mr. Rubenstein was not operating his plumbing business from the location on file with the Department. Mr. Rubenstein agreed to a fine of $1,000 and a one-year term of probation. The stipulation was effective as of December 29, 2020. For previously issued Enforcement Action Bulletins, please visit our website. ###",EA-202012-15297a6f5a,,none,none,0.0,no_match,,no address evidence,,,,,,none,,,no_address,,,,,,,,,,,,,
2021-01,1,2021,https://www.nyc.gov/assets/buildings/pdf/0121_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/01.pdf,1,1,Bronx,True,,,125000,leading_amount,125000,Goolcharron Vishnurat,,1258 Noble Avenue,1258,Noble Avenue,True,,1,Bronx,text,False,False,{},"the owner of 1258 Noble Avenue, Bronx, for illegal alterations to a legal 4-family residential building which had been converted into an 9-family with the addition of single room occupancy (SRO) units in the cellar and throughout the building. DOB inspectors also found illegal electrical wiring and illegal gas plumbing work had been performed in the building without DOB permits","$125,000 in total penalties, including daily penalties, issued to Goolcharron Vishnurat, the owner of 1258 Noble Avenue, Bronx, for illegal alterations to a legal 4-family residential building which had been converted into an 9-family with the addition of single room occupancy (SRO) units in the cellar and throughout the building. DOB inspectors also found illegal electrical wiring and illegal gas plumbing work had been performed in the building without DOB permits.",EA-202101-a640b4fdab,,none,none,0.0,no_match,,no POPS at this address,,2037830013,2025544,,,none,,,ok,,,,,,,,,,,,,
2021-01,1,2021,https://www.nyc.gov/assets/buildings/pdf/0121_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/01.pdf,1,2,Bronx,True,,,60000,leading_amount,60000,Marcy Place Corp.,,130 Marcy Place,130,Marcy Place,True,,1,Bronx,text,False,False,{},"owners of 130 Marcy Place, Bronx, for illegal alterations after a DOB investigation found that three single room occupancy (SRO) units had been added in the cellar of the 6-story building, which contains 48 legal dwellings","$60,000 in total penalties, including daily penalties, issued to Marcy Place Corp., owners of 130 Marcy Place, Bronx, for illegal alterations after a DOB investigation found that three single room occupancy (SRO) units had been added in the cellar of the 6-story building, which contains 48 legal dwellings.",EA-202101-1d2321bd01,,none,none,0.0,no_match,,no POPS at this address,,2028400054,2092052,,,none,,,ok,,,,,,,,,,,,,
2021-01,1,2021,https://www.nyc.gov/assets/buildings/pdf/0121_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/01.pdf,2,2,Bronx,True,,,10000,leading_amount,10000,Hoist Machine Operator Michael Chichester,,1074 Washington Avenue,1074,Washington Avenue,True,,1,Bronx,text,False,False,{},"after our inspectors observed that he was operating a crane and erecting steel 120 feet high at a work site at 1074 Washington Avenue, Bronx, while on his cell phone","$10,000 in penalties issued to Hoist Machine Operator Michael Chichester after our inspectors observed that he was operating a crane and erecting steel 120 feet high at a work site at 1074 Washington Avenue, Bronx, while on his cell phone.",EA-202101-0aac4dc928,,none,none,0.0,no_match,,no POPS at this address,,2023700016,2129119,,,none,,,ok,,,,,,,,,,,,,
2021-01,1,2021,https://www.nyc.gov/assets/buildings/pdf/0121_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/01.pdf,2,2,Bronx,True,,,10000,leading_amount,10000,Shahin Badaly,Professional Engineer,246 Echo Place,246,Echo Place,True,,1,Bronx,text,False,False,{},"for filing a false statement in a special report after a collapse at a work site at 246 Echo Place, Bronx. A DOB investigation revealed site conditions did not conform to the information in the special reports, and drawings and repairs at the site were not complete as claimed in the reports","$10,000 in total penalties issued to Professional Engineer Shahin Badaly for filing a false statement in a special report after a collapse at a work site at 246 Echo Place, Bronx. A DOB investigation revealed site conditions did not conform to the information in the special reports, and drawings and repairs at the site were not complete as claimed in the reports.",EA-202101-8938478988,,none,none,0.0,no_match,,no POPS at this address,,2028090026,2129180,,,none,,,ok,,,,,,,,,,,,,
2021-01,1,2021,https://www.nyc.gov/assets/buildings/pdf/0121_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/01.pdf,2,2,Bronx,True,,,6250,leading_amount,6250,Baychester Retail LLC,,500 Baychester Avenue,500,Baychester Avenue,True,,1,Bronx,text,False,False,{},"owners of 500 Baychester Avenue, Bronx, for failure to maintain the site after a 90-foot high monopole with a wind turbine collapsed and fell to the ground, hitting a sign and several parked vehicles","$6,250 in penalties issued to Baychester Retail LLC, owners of 500 Baychester Avenue, Bronx, for failure to maintain the site after a 90-foot high monopole with a wind turbine collapsed and fell to the ground, hitting a sign and several parked vehicles.",EA-202101-12ca8057a4,,none,none,0.0,no_match,,no POPS at this address,,2051410101,2072353,,,none,,,ok,,,,,,,,,,,,,
2021-01,1,2021,https://www.nyc.gov/assets/buildings/pdf/0121_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/01.pdf,2,2,Bronx,True,,,6250,leading_amount,6250,1429 Prospect LLC,,1429 Prospect Avenue,1429,Prospect Avenue,True,,1,Bronx,text,False,False,{},"owners of 1429 Prospect Avenue, Bronx, for failure to maintain the property after a DOB inspection found the exterior walls of the 6-story multiple dwelling building had cracks, missing stucco and missing bricks","$6,250 in penalties issued to 1429 Prospect LLC, owners of 1429 Prospect Avenue, Bronx, for failure to maintain the property after a DOB inspection found the exterior walls of the 6-story multiple dwelling building had cracks, missing stucco and missing bricks.",EA-202101-ee860e8a1d,,none,none,0.0,no_match,,no POPS at this address,,2029620030,2010197,,,none,,,ok,,,,,,,,,,,,,
2021-01,1,2021,https://www.nyc.gov/assets/buildings/pdf/0121_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/01.pdf,2,2,Brooklyn,True,,,20000,leading_amount,20000,Chateau GC LLC.,Safety Registrant,40 Debevoise Street,40,Debevoise Street,True,,1,Brooklyn,text,False,False,{},"for multiple violations at a construction site at 40 Debevoise Street, Brooklyn, after a DOB inspection found a supported scaffold greater than 40 feet was erected without a permit. Additional violations were issued for failure to maintain the supported scaffold, not holding a pre-shift safety meeting, having a defective sidewalk fence, and for failure to safeguard the work site","$20,000 in total penalties issued to Safety Registrant Chateau GC LLC., for multiple violations at a construction site at 40 Debevoise Street, Brooklyn, after a DOB inspection found a supported scaffold greater than 40 feet was erected without a permit. Additional violations were issued for failure to maintain the supported scaffold, not holding a pre-shift safety meeting, having a defective sidewalk fence, and for failure to safeguard the work site.",EA-202101-efa3f89f71,,none,none,0.0,no_match,,no POPS at this address,,3031277501,3395434,,,none,,,ok,,,,,,,,,,,,,
2021-01,1,2021,https://www.nyc.gov/assets/buildings/pdf/0121_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/01.pdf,2,2,Brooklyn,True,,,17500,leading_amount,17500,Madison Rosa,General Contractor,83 De Sales Place,83,De Sales Place,True,,1,Brooklyn,text,False,False,{},"for failure to safeguard a renovation construction site at 83 De Sales Place, Brooklyn, after DOB inspectors found work being performed that was not according to the approved plans, improperly installed structural supports, and fall hazards at the site that were not properly secured","$17,500 in total penalties issued to General Contractor Madison Rosa for failure to safeguard a renovation construction site at 83 De Sales Place, Brooklyn, after DOB inspectors found work being performed that was not according to the approved plans, improperly installed structural supports, and fall hazards at the site that were not properly secured.",EA-202101-5c77262599,,none,none,0.0,no_match,,no POPS at this address,,3034690035,3080468,,,none,,,ok,,,,,,,,,,,,,
2021-01,1,2021,https://www.nyc.gov/assets/buildings/pdf/0121_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/01.pdf,2,2,Brooklyn,True,,,15000,leading_amount,15000,Record 13 Construction,General Contractor,76 South 2nd Street,76,South 2nd Street,True,,1,Brooklyn,text,False,False,{},"for failure to safeguard a work site at 76 South 2nd Street, Brooklyn. Additional penalties were issued for failure to report an accident and failure to safely underpin the adjoining property","$15,000 in total penalties issued to General Contractor Record 13 Construction for failure to safeguard a work site at 76 South 2nd Street, Brooklyn. Additional penalties were issued for failure to report an accident and failure to safely underpin the adjoining property.",EA-202101-1d8cb8059f,,none,none,0.0,no_match,,no POPS at this address,,3024160109,3426554,,,none,,,ok,,,,,,,,,,,,,
