enforcement_id,pops_id,bbl,bin,normalized_address,pops_borough_master,latitude,longitude,building_name,pops_type,pops_year_established,pops_required_hours,owner,owner_role_as_stated,bulletin_month,bulletin_year,enforcement_date,violation_category,violation_description,penalty_amount,enforcement_text,pdf_url,source_pdf,source_page,match_method,match_confidence,match_score,match_status,match_notes,pops_relation,pops_keyword_tier,pops_keyword_hits,manual_review_status,review_note,possible_duplicate_of,duplicate_basis,violation_category_terms,bulletin_id,address_raw,borough,geocoded_bbl,geocoded_bin
EA-202001-feabef4b89,M060014,1009070025,1019855,240 EAST 27 STREET,Manhattan,40.740247,-73.97964,Parc East Tower Apartments,Mini-Park; Public Open Area,1977,24 Hours; Restricted Hours,LLC EQR-East 27 Street Apartment LLC,,1,2020,,access / closure,"the owner of 240 East 27th Street, Manhattan, for improperly preventing public access to a Privately Owned Public Space (POPS), by padlocking the gates to the plaza",10000,"$10,000 in penalties issued to LLC EQR-East 27 Street Apartment LLC, the owner of 240 East 27th Street, Manhattan, for improperly preventing public access to a Privately Owned Public Space (POPS), by padlocking the gates to the plaza.",https://www.nyc.gov/assets/buildings/pdf/0120_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/01.pdf,3,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space;plaza,auto_confirmed,,,,"{""access / closure"": [""padlock"", ""preventing public access""]}",2020-01,240 East 27th Street,Manhattan,1009070025,1019855
EA-202002-57247f2dd9,M070029,1011710157,1089374,639 WEST 59 STREET,Manhattan,40.772677,-73.991804,Riverside Center,Public Access Area,,,Tishman Construction Corp.,Safety Registrant,2,2020,,other,"for not having a Site Safety Manager or Site Safety Coordinator on site at 639 West 59th Street, Manhattan, at the time of a DOB inspection. The work site log book at the location was also missing entries for the site safety professionals",10000,"$10,000 in penalties issued to Safety Registrant Tishman Construction Corp. for not having a Site Safety Manager or Site Safety Coordinator on site at 639 West 59th Street, Manhattan, at the time of a DOB inspection. The work site log book at the location was also missing entries for the site safety professionals.",https://www.nyc.gov/assets/buildings/pdf/0220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/02.pdf,3,bin,high,0.9,matched,bin via geocode,property_match_only,,,needs_review,,,,,2020-02,639 West 59th Street,Manhattan,1011717515,1089374
EA-202002-6a3ff84a1b,M050112,1012927502,1088817,432 PARK AVENUE,Manhattan,40.7615,-73.971797,432 Park Avenue,Public Plaza,2017,24 Hours,MIP 57th Development Acquisition LLC,,2,2020,,signage,"the owner of 432 Park Avenue, Manhattan, for displaying an outdoor sign without a permit, failing to have a licensed sign hanger erect or attach the sign, and failing to attach the required UL decal to the sign. The sign, which faced both Park Avenue and East 56th Street, has since been removed",5625,"$5,625 in penalties were issued to MIP 57th Development Acquisition LLC, the owner of 432 Park Avenue, Manhattan, for displaying an outdoor sign without a permit, failing to have a licensed sign hanger erect or attach the sign, and failing to attach the required UL decal to the sign. The sign, which faced both Park Avenue and East 56th Street, has since been removed.",https://www.nyc.gov/assets/buildings/pdf/0220_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/02.pdf,3,bbl,high,1.0,matched,bbl via geocode; address also agrees,property_match_only,,,needs_review,,,,"{""signage"": [""sign""]}",2020-02,432 Park Avenue,Manhattan,1012927502,1088817
EA-202004-5c5d6171b9,M010037,1002160001,1082816,388 GREENWICH STREET,Manhattan,40.720865,-74.011003,Salomon Smith Barney,Plaza; Public Plaza,1986,24 Hours,Tishman Construction Corp.,Safety Registrant,4,2020,,other,"for failure to file two separate required incident reports within three days of two separate worker injury incidents at a construction site at 388 Greenwich Street, Manhattan. One worker was injured at the site after they tripped on an extension cord and was taken to the hospital. Another worker was injured during a delivery and taken to the hospital after they became caught between a piece of sheetrock being moved and a wall",10000,"$10,000 in total penalties issued to Safety Registrant Tishman Construction Corp. for failure to file two separate required incident reports within three days of two separate worker injury incidents at a construction site at 388 Greenwich Street, Manhattan. One worker was injured at the site after they tripped on an extension cord and was taken to the hospital. Another worker was injured during a delivery and taken to the hospital after they became caught between a piece of sheetrock being moved and a wall.",https://www.nyc.gov/assets/buildings/pdf/0420_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/04.pdf,2,bbl,high,1.0,matched,bbl via geocode; address also agrees,property_match_only,,,needs_review,,,,,2020-04,388 Greenwich Street,Manhattan,1002160001,1082816
EA-202005-18d307716c,M050093,1008840001,1018204,407 PARK AVENUE SOUTH,Manhattan,40.743374,-73.983627,Ascot,Residential Plaza,1984,Restricted Hours,"Ascot Owners, Inc.",,5,2020,,fountain / water feature;maintenance,"the owners of 407 Park Avenue, Manhattan, for a zoning violation due to a Privately Owned Public Space (POPS) that was found to be improperly maintained per the discretionary zoning agreement. DOB inspectors found a water fountain at the POPS was not functioning as required",5000,"$5,000 in penalties issued to Ascot Owners, Inc., the owners of 407 Park Avenue, Manhattan, for a zoning violation due to a Privately Owned Public Space (POPS) that was found to be improperly maintained per the discretionary zoning agreement. DOB inspectors found a water fountain at the POPS was not functioning as required.",https://www.nyc.gov/assets/buildings/pdf/0520_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/05.pdf,3,address_fuzzy,medium,0.704,matched,street suffix variant ('Park Avenue' ~ 'PARK AVENUE SOUTH'); building name 'Ascot' appears in the bulletin text,pops_text_and_property_match,strong,privately owned public space;POPS;public space;discretionary zoning,needs_review,,,,"{""fountain / water feature"": [""fountain""], ""maintenance"": [""maintained"", ""not functioning""]}",2020-05,407 Park Avenue,Manhattan,1013090069,1000000
EA-202005-aea37ed8e8,M080064,1015600001,1050360,401 EAST 80 STREET,Manhattan,40.773206,-73.951638,,Residential Plaza,1980,Restricted Hours,Resnick Gracie News LLC,,5,2020,,maintenance;unauthorized private use;unauthorized design modification,"the owners of 401 East 80th Street, Manhattan, for a zoning violation due to a Privately Owned Public Space (POPS) that was found to be improperly maintained per the discretionary zoning agreement. DOB inspectors found that design changes had been made to the POPS open air café without prior approval from the NYC Department of City Planning (DCP)",5000,"$5,000 in penalties issued to Resnick Gracie News LLC, the owners of 401 East 80th Street, Manhattan, for a zoning violation due to a Privately Owned Public Space (POPS) that was found to be improperly maintained per the discretionary zoning agreement. DOB inspectors found that design changes had been made to the POPS open air café without prior approval from the NYC Department of City Planning (DCP).",https://www.nyc.gov/assets/buildings/pdf/0520_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/05.pdf,3,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space;discretionary zoning;open air cafe,auto_confirmed,,,,"{""maintenance"": [""maintained""], ""unauthorized private use"": [""café""], ""unauthorized design modification"": [""design changes"", ""without prior approval""]}",2020-05,401 East 80th Street,Manhattan,1015600001,1050360
EA-202007-2b1a663ec5,M050079,1013120015,1036904,135 EAST 57 STREET,Manhattan,40.761387,-73.969367,,Open Park Space; Plaza,1987,24 Hours; Restricted Hours,Wallace Stratford Ctr.,,7,2020,,maintenance,"the owners of 135 East 57th Street, Manhattan, for a zoning violation due to a Privately-Owned Public Space (POPS) that was found to be improperly maintained per the discretionary zoning agreement. DOB inspectors found that the space was closed off with scaffolding, fencing, and netting, even though they didn’t have any active issued work permits for façade work at the time of inspection",10000,"$10,000 in penalties issued to Wallace Stratford Ctr., the owners of 135 East 57th Street, Manhattan, for a zoning violation due to a Privately-Owned Public Space (POPS) that was found to be improperly maintained per the discretionary zoning agreement. DOB inspectors found that the space was closed off with scaffolding, fencing, and netting, even though they didn’t have any active issued work permits for façade work at the time of inspection.",https://www.nyc.gov/assets/buildings/pdf/0720_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/07.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space;discretionary zoning,auto_confirmed,,,,"{""maintenance"": [""maintained""]}",2020-07,135 East 57th Street,Manhattan,1013120015,1036904
EA-202008-64b4b76872,M080055,1015460001,1049916,303 EAST 83 STREET,Manhattan,40.776028,-73.952651,Camargue,Plaza,1977,24 Hours,Tishman Speyer Archstone-Smith,,8,2020,,maintenance,"for a zoning violation due to a Privately-Owned Public Space (POPS) at 303 East 83rd Street, Manhattan, that was found to be improperly maintained per the discretionary zoning agreement. DOB inspectors found deteriorated walls at the POPS and a vent that had been installed at the location contrary to the approved plans",5000,"$5,000 in penalties issued to Tishman Speyer Archstone-Smith, for a zoning violation due to a Privately-Owned Public Space (POPS) at 303 East 83rd Street, Manhattan, that was found to be improperly maintained per the discretionary zoning agreement. DOB inspectors found deteriorated walls at the POPS and a vent that had been installed at the location contrary to the approved plans.",https://www.nyc.gov/assets/buildings/pdf/0820_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/08.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space;discretionary zoning,auto_confirmed,,,,"{""maintenance"": [""deteriorated"", ""maintained""]}",2020-08,303 East 83rd Street,Manhattan,1015460001,1049916
EA-202009-375640534f,M010020,1000200016,1000807,55 BROADWAY,Manhattan,40.706855,-74.013024,1 Exchange Plaza,Other Public Access Areas; Urban Plaza,1983,24 Hours,55 Broadway Associates LLC,,9,2020,,signage;maintenance;hours,"for a zoning violation due to a Privately-Owned Public Space (POPS) at 55 Broadway, Manhattan, that was found to be improperly maintained per the discretionary zoning agreement. DOB inspectors found that the information plaque for the POPS, indicating the hours it is open to the public, was missing from the location",5000,"$5,000 in penalties issued to 55 Broadway Associates LLC, for a zoning violation due to a Privately-Owned Public Space (POPS) at 55 Broadway, Manhattan, that was found to be improperly maintained per the discretionary zoning agreement. DOB inspectors found that the information plaque for the POPS, indicating the hours it is open to the public, was missing from the location.",https://www.nyc.gov/assets/buildings/pdf/0920_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/09.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space;discretionary zoning,auto_confirmed,,,,"{""signage"": [""plaque""], ""maintenance"": [""maintained""], ""hours"": [""hours""]}",2020-09,55 Broadway,Manhattan,1000200016,1000807
EA-202010-84dace1959,M070029,1011710157,1089374,639 WEST 59 STREET,Manhattan,40.772677,-73.991804,Riverside Center,Public Access Area,,,Tishman Construction Corp.,Safety Registrant,10,2020,,other,"for failure to install a sidewalk shed at 639 West 59th Street, Manhattan, which was required by the Code",10000,"$10,000 in penalties issued to Safety Registrant Tishman Construction Corp. for failure to install a sidewalk shed at 639 West 59th Street, Manhattan, which was required by the Code.",https://www.nyc.gov/assets/buildings/pdf/1020_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2020/10.pdf,4,bin,high,0.9,matched,bin via geocode,property_match_only,,,needs_review,,EA-202002-57247f2dd9,same_address_penalty_respondent,,2020-10,639 West 59th Street,Manhattan,1011717515,1089374
EA-202105-dd6c35ec41,M050110,1008057502,1015146,835 6 AVENUE,Manhattan,40.747129,-73.990281,Hotel Eventi,Public Plaza; Urban Plaza,2010,24 Hours,835 Avenue of the Americas Condominium,,5,2021,,maintenance,"the owners of 105 West 29th Street, Manhattan, for a zoning violation due to a Privately Owned Public Space (POPS) that was found to be improperly maintained per the discretionary zoning agreement. The public plaza at the location was improperly closed-in with a 12-foot high fence",10000,"$10,000 in penalties issued to 835 Avenue of the Americas Condominium, the owners of 105 West 29th Street, Manhattan, for a zoning violation due to a Privately Owned Public Space (POPS) that was found to be improperly maintained per the discretionary zoning agreement. The public plaza at the location was improperly closed-in with a 12-foot high fence.",https://www.nyc.gov/assets/buildings/pdf/0521_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/05.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public plaza;public space;discretionary zoning;plaza,auto_confirmed,,,,"{""maintenance"": [""maintained""]}",2021-05,105 West 29th Street,Manhattan,1008057502,1015146
EA-202106-d7f68750cc,M060006,1008890039,1018502,166 EAST 34 STREET,Manhattan,40.745467,-73.978675,,Plaza,1974,24 Hours,DS and D Land Company LLC,,6,2021,,signage,"for displaying three accessory signs advertising parking at 500 3rd Avenue, Manhattan, without DOB permits",3750,"$3,750 in penalties imposed on DS and D Land Company LLC, for displaying three accessory signs advertising parking at 500 3rd Avenue, Manhattan, without DOB permits.",https://www.nyc.gov/assets/buildings/pdf/0621_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/06.pdf,5,bbl,high,0.95,matched,bbl via geocode,property_match_only,,,needs_review,,,,"{""signage"": [""signs""]}",2021-06,500 3rd Avenue,Manhattan,1008890039,1018502
EA-202107-66b691eb4b,M060015,1009130001,1020078,200 EAST 33 STREET,Manhattan,40.744616,-73.97848,Laurence Tower,Plaza,1972,24 Hours,AR Contracting Group Inc.,Tracking Number Holder,7,2021,,other,"for failure to safeguard a construction site at 200 East 33rd Street, Manhattan, after an unsecured scaffold rope swung into the building, and broke the window of an apartment dwelling unit",10000,"$10,000 in penalties issued to Tracking Number Holder AR Contracting Group Inc. for failure to safeguard a construction site at 200 East 33rd Street, Manhattan, after an unsecured scaffold rope swung into the building, and broke the window of an apartment dwelling unit.",https://www.nyc.gov/assets/buildings/pdf/0721_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/07.pdf,5,bbl,high,1.0,matched,bbl via geocode; address also agrees,property_match_only,,,needs_review,,,,,2021-07,200 East 33rd Street,Manhattan,1009130001,1020078
EA-202108-9d15d92e10,M080012,1014197502,1076307,200 EAST 65 STREET,Manhattan,40.764775,-73.963557,Bristol,Residential Plaza,1987,Restricted Hours,200-210 E 65th Condo,,8,2021,,landscaping;signage;obstruction,"for violating the discretionary zoning requirements of the Privately Owned Public Space at 200 East 65th Street, Manhattan, after DOB inspectors found that the required POPS information plaque was obstructed by plantings",5000,"$5,000 in penalties issued to 200-210 E 65th Condo for violating the discretionary zoning requirements of the Privately Owned Public Space at 200 East 65th Street, Manhattan, after DOB inspectors found that the required POPS information plaque was obstructed by plantings.",https://www.nyc.gov/assets/buildings/pdf/0821_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/08.pdf,6,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space;discretionary zoning,auto_confirmed,,,,"{""landscaping"": [""plantings""], ""signage"": [""plaque""], ""obstruction"": [""obstructed""]}",2021-08,200 East 65th Street,Manhattan,1014197502,1076307
EA-202108-091ffb80b7,M060081,1013700038,1072003,418 EAST 59 STREET,Manhattan,40.759066,-73.961258,Grand Sutton,Residential Plaza,1988,24 Hours,418 East 59th Owners Corp,,8,2021,,seating;signage;fountain / water feature;maintenance,"owner of 418 East 59th Street, for violating the discretionary zoning requirements of their Privately Owned Public Space. DOB inspectors found that 50% of seating was damaged, the water fountain was not operational, and the space lacked proper signage",5000,"$5,000 in penalties issued to 418 East 59th Owners Corp, owner of 418 East 59th Street, for violating the discretionary zoning requirements of their Privately Owned Public Space. DOB inspectors found that 50% of seating was damaged, the water fountain was not operational, and the space lacked proper signage.",https://www.nyc.gov/assets/buildings/pdf/0821_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/08.pdf,6,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;public space;discretionary zoning,auto_confirmed,,,,"{""seating"": [""seating""], ""signage"": [""signage""], ""fountain / water feature"": [""fountain""], ""maintenance"": [""damaged"", ""not operational""]}",2021-08,418 East 59th Street,Manhattan,1013700038,1072003
EA-202109-629ef6950b,M010018,1000247501,1078985,40 BROAD STREET,Manhattan,40.706021,-74.011787,,Arcade; Urban Plaza,1983,24 Hours,The Setai Condominium Residency,,9,2021,,seating;landscaping;trees,"the owners of 40 Broad Street, Manhattan, for violating the discretionary zoning agreement for Privately Owned Public Spaces (POPS) at the property. A DOB inspection of the property determined that the POPS was missing required plantings, trees and benches",10000,"$10,000 in penalties issued to The Setai Condominium Residency, the owners of 40 Broad Street, Manhattan, for violating the discretionary zoning agreement for Privately Owned Public Spaces (POPS) at the property. A DOB inspection of the property determined that the POPS was missing required plantings, trees and benches.",https://www.nyc.gov/assets/buildings/pdf/0921_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/09.pdf,5,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space;discretionary zoning,auto_confirmed,,,,"{""seating"": [""benches""], ""landscaping"": [""plantings""], ""trees"": [""trees""]}",2021-09,40 Broad Street,Manhattan,1000247501,1078985
EA-202111-2c6a9ec353,M050061,1012950001,1036144,101 PARK AVENUE,Manhattan,40.750874,-73.977756,,Arcade; Sidewalk Widening; Urban Plaza,1983,24 Hours,"101 Park Avenue Associates II, LLC",,11,2021,,signage,"for displaying two illuminated “Kalikow” signs at 101 Park Avenue, Manhattan, without the required permits and above the relevant height limits. The signs were located inside of the building, eight inches from the windows at the top floor. The premises are being monitored for compliance",7500,"$7,500 in penalties issued to 101 Park Avenue Associates II, LLC for displaying two illuminated “Kalikow” signs at 101 Park Avenue, Manhattan, without the required permits and above the relevant height limits. The signs were located inside of the building, eight inches from the windows at the top floor. The premises are being monitored for compliance.",https://www.nyc.gov/assets/buildings/pdf/1121_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2021/11.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,property_match_only,,,needs_review,,,,"{""signage"": [""signs""]}",2021-11,101 Park Avenue,Manhattan,1012950001,1036144
EA-202201-c056baf41e,M070027,1011710063,1088686,75 WEST END AVENUE,Manhattan,40.773792,-73.989403,West End Towers,Public Open Spaces,1993,Restricted Hours,NY LLC Brodcom West Development Comp,property owner,1,2022,,other,"for illegal transient use of an apartment at 75 West End Avenue, Manhattan. Inspectors found three guests staying in an apartment in the building on a short-term stay booked through Airbnb. They also found that the apartment was missing a fire alarm system, which is required for transient units",66250,"$66,250 in total penalties issued to property owner NY LLC Brodcom West Development Comp. for illegal transient use of an apartment at 75 West End Avenue, Manhattan. Inspectors found three guests staying in an apartment in the building on a short-term stay booked through Airbnb. They also found that the apartment was missing a fire alarm system, which is required for transient units.",https://www.nyc.gov/assets/buildings/pdf/0122_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/01.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,property_match_only,,,needs_review,,,,,2022-01,75 West End Avenue,Manhattan,1011710063,1088686
EA-202202-e71caefc72,M010056,1001260008,1090860,43 PARK PLACE,Manhattan,40.713726,-74.009794,,Public Access Area; Public Plaza,,24 Hours,US Crane & Rigging,,2,2022,,other,for operating a crane with an expired registration and for not having the proper aircraft warning light at a construction site at 45 Park Place in Manhattan,7500,"$7,500 in total penalties issued to US Crane & Rigging for operating a crane with an expired registration and for not having the proper aircraft warning light at a construction site at 45 Park Place in Manhattan.",https://www.nyc.gov/assets/buildings/pdf/0222_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/02.pdf,3,bbl,high,0.95,matched,bbl via geocode,property_match_only,,,needs_review,,,,,2022-02,45 Park Place,Manhattan,1001260008,1090860
EA-202203-ad619a5079,K010003,3024147503,3335796,316 KENT AVENUE,Brooklyn,40.714449,-73.96743,Domino Sugar Factory,Public Access Area,,,Breeze National Inc.,,3,2022,,signage,for displaying outdoor advertising sign posters on a construction fence at 292 Kent Avenue in Brooklyn,2500,"$2,500 penalty issued to Breeze National Inc. for displaying outdoor advertising sign posters on a construction fence at 292 Kent Avenue in Brooklyn.",https://www.nyc.gov/assets/buildings/pdf/0322_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/03.pdf,5,bbl,high,0.95,matched,bbl via geocode,property_match_only,,,needs_review,,,,"{""signage"": [""sign""]}",2022-03,292 Kent Avenue,Brooklyn,3024147503,3335796
EA-202203-58df6dea64,M080061,1015560023,1050288,345 EAST 93 STREET,Manhattan,40.78178,-73.946256,Mill Rock Plaza,Plaza; Special Permit Arcade,1975,24 Hours,Millrock Owner Corp.,,3,2022,,signage,"for a violation of discretionary zoning in a privately owned public space at 345 East 93rd Street, Manhattan. Issued after inspectors discovered that required signage was missing at the property’s street frontage",5000,"$5,000 penalty issued to Millrock Owner Corp. for a violation of discretionary zoning in a privately owned public space at 345 East 93rd Street, Manhattan. Issued after inspectors discovered that required signage was missing at the property’s street frontage.",https://www.nyc.gov/assets/buildings/pdf/0322_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/03.pdf,7,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;public space;discretionary zoning,auto_confirmed,,,,"{""signage"": [""signage""]}",2022-03,345 East 93rd Street,Manhattan,1015560023,1050288
EA-202206-c89feb8ebe,M010044,1000237501,1000815,1 WALL STREET,Manhattan,40.707121,-74.01183,Bank of New York,Plaza,1964,24 Hours,JT Magen & Company Inc,Safety Registrant,6,2022,2020-09-18,maintenance,"for violations observed at a 50-story building site at 1 Wall Street. Issued after a re-inspection of the site where on September 18, 2020, a guard fell down a shaft to his death. Inspection of the site resulted in summonses for failure to safeguard including: broken glass found on the 47th floor that was not secured; elevator shafts that were not protected; vertical safety netting open on various floors, inadequate guardrails and a zero cable that was not taut on all floors",30000,"$30,000 in total penalties issued to Safety Registrant JT Magen & Company Inc for violations observed at a 50-story building site at 1 Wall Street. Issued after a re-inspection of the site where on September 18, 2020, a guard fell down a shaft to his death. Inspection of the site resulted in summonses for failure to safeguard including: broken glass found on the 47th floor that was not secured; elevator shafts that were not protected; vertical safety netting open on various floors, inadequate guardrails and a zero cable that was not taut on all floors.",https://www.nyc.gov/assets/buildings/pdf/0622_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/06.pdf,5,bbl,high,1.0,matched,bbl via geocode; address also agrees,property_match_only,,,needs_review,,,,"{""maintenance"": [""broken""]}",2022-06,1 Wall Street.,Manhattan,1000237501,1000815
EA-202206-0318d26d5e,M050068,1007810002,1083026,2 PENNSYLVANIA PLAZA,Manhattan,40.749981,-73.992132,Two Penn Plaza/Madison Square Garden,Plaza (C6-2); Plaza (C6-4),1967,24 Hours,Breeze National Inc.,Safety Registrant,6,2022,,other,for failure to designate a Site Safety Manager (SSM) and failure to notify DOB of a change in SSM at 2 Penn Plaza,20000,"$20,000 in total penalties issued to Safety Registrant Breeze National Inc. for failure to designate a Site Safety Manager (SSM) and failure to notify DOB of a change in SSM at 2 Penn Plaza.",https://www.nyc.gov/assets/buildings/pdf/0622_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/06.pdf,5,bbl,high,0.95,matched,bbl via geocode,property_match_only,,,needs_review,,,,,2022-06,2 Penn Plaza.,Manhattan,1007810002,1083026
EA-202206-82303f8452,M080034,1015000045,1046957,50 EAST 89 STREET,Manhattan,40.78221,-73.956936,Park Regis,Landscaped Open Area; Plaza (Park-Like Open Space),1974,24 Hours; Restricted Hours,S Greental Co Park Regis Apt Corp,,6,2022,,access / closure,for chaining and padlocking a gate to a privately owned public space at 50 East 89th Street,15000,"$15,000 in total penalties issued to S Greental Co Park Regis Apt Corp for chaining and padlocking a gate to a privately owned public space at 50 East 89th Street.",https://www.nyc.gov/assets/buildings/pdf/0622_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/06.pdf,6,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;public space,auto_confirmed,,,,"{""access / closure"": [""gate"", ""padlock""]}",2022-06,50 East 89th Street.,Manhattan,1015000045,1046957
EA-202207-7b454e0561,M080034,1015000045,1046957,50 EAST 89 STREET,Manhattan,40.78221,-73.956936,Park Regis,Landscaped Open Area; Plaza (Park-Like Open Space),1974,24 Hours; Restricted Hours,Park Regis Apt Corp Charles H,property owners,7,2022,,maintenance,"for a zoning violation due to a Privately Owned Public Space (POPS) at 50 East 89th Street, Manhattan, that was found to be improperly maintained per the discretionary zoning agreement. The violating conditions include brick steps in the outdoor plaza that had fallen into disrepair and were creating a hazardous tripping condition",5000,"$5,000 in penalties issued to property owners Park Regis Apt Corp Charles H for a zoning violation due to a Privately Owned Public Space (POPS) at 50 East 89th Street, Manhattan, that was found to be improperly maintained per the discretionary zoning agreement. The violating conditions include brick steps in the outdoor plaza that had fallen into disrepair and were creating a hazardous tripping condition.",https://www.nyc.gov/assets/buildings/pdf/0722_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/07.pdf,5,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space;discretionary zoning;plaza,auto_confirmed,,,,"{""maintenance"": [""disrepair"", ""maintained""]}",2022-07,50 East 89th Street,Manhattan,1015000045,1046957
EA-202207-1b58078b4f,M050064,1007830070,1014387,1 PENNSYLVANIA PLAZA,Manhattan,40.751263,-73.992374,One Penn Plaza,Arcade; Plaza,1972,24 Hours,Turner Construction Company,,7,2022,,signage,"for hanging a prohibited outdoor advertising company sign on the parapet wall of a sidewalk shed in front of 1 Penn Plaza, Manhattan",2500,"$2,500 in total penalties issued to Turner Construction Company for hanging a prohibited outdoor advertising company sign on the parapet wall of a sidewalk shed in front of 1 Penn Plaza, Manhattan.",https://www.nyc.gov/assets/buildings/pdf/0722_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/07.pdf,5,bbl,high,0.95,matched,bbl via geocode,property_match_only,,,needs_review,,,,"{""signage"": [""sign""]}",2022-07,1 Penn Plaza,Manhattan,1007830070,1014387
EA-202208-3b32cdbe85,M040001,1010867502,1027072,555 WEST 57 STREET,Manhattan,40.770402,-73.990491,BMW,Arcade; Plaza,1971,24 Hours,Green W.57th Street LLC,,8,2022,,other,"for a zoning violation of a right public plaza at 555 West 57th Street. Summonses were issued after inspectors observed that the plaza corner area was closed off by poles, ropes and chains",12000,"$12,000 in penalties were issued to Green W.57th Street LLC for a zoning violation of a right public plaza at 555 West 57th Street. Summonses were issued after inspectors observed that the plaza corner area was closed off by poles, ropes and chains.",https://www.nyc.gov/assets/buildings/pdf/0822_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/08.pdf,2,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,moderate,public plaza;plaza,auto_confirmed,,,,,2022-08,555 West 57th Street.,Manhattan,1010867502,1027072
EA-202209-ed2c856b97,M050110,1008057502,1015146,835 6 AVENUE,Manhattan,40.747129,-73.990281,Hotel Eventi,Public Plaza; Urban Plaza,2010,24 Hours,835 Avenue of the Americas Condominium,,9,2022,,unauthorized design modification;obstruction,"for violations recorded at 835 Avenue of the Americas. At the scene, inspectors issued violations after observing fences up at West 29th and East 30th Streets blocking public access to the POPS location, despite POPs alteration permit having expired six months prior",10000,"$10,000 in penalties issued to 835 Avenue of the Americas Condominium for violations recorded at 835 Avenue of the Americas. At the scene, inspectors issued violations after observing fences up at West 29th and East 30th Streets blocking public access to the POPS location, despite POPs alteration permit having expired six months prior.",https://www.nyc.gov/assets/buildings/pdf/0922_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/09.pdf,3,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,POPS,auto_confirmed,,,,"{""unauthorized design modification"": [""alteration""], ""obstruction"": [""blocking""]}",2022-09,835 Avenue of the Americas,Manhattan,1008057502,1015146
