enforcement_id,pops_id,bbl,bin,normalized_address,pops_borough_master,latitude,longitude,building_name,pops_type,pops_year_established,pops_required_hours,owner,owner_role_as_stated,bulletin_month,bulletin_year,enforcement_date,violation_category,violation_description,penalty_amount,enforcement_text,pdf_url,source_pdf,source_page,match_method,match_confidence,match_score,match_status,match_notes,pops_relation,pops_keyword_tier,pops_keyword_hits,manual_review_status,review_note,possible_duplicate_of,duplicate_basis,violation_category_terms,bulletin_id,address_raw,borough,geocoded_bbl,geocoded_bin
EA-202209-3879bf100f,M080094,1015630004,1085139,400 EAST 84 STREET,Manhattan,40.775165,-73.950164,Strathmore,Residential Plaza,1989,24 Hours,1616 First Company,,9,2022,,signage,"for a violation recorded at 400 East 84th Street. Inspectors observed illegal, incorrect signage at POPs public plaza indication restricted use and time, in violation of ZR 37-752",5000,"$5,000 in penalties issued to 1616 First Company for a violation recorded at 400 East 84th Street. Inspectors observed illegal, incorrect signage at POPs public plaza indication restricted use and time, in violation of ZR 37-752.",https://www.nyc.gov/assets/buildings/pdf/0922_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/09.pdf,4,bin,high,0.9,matched,bin via geocode,pops_text_and_property_match,moderate,public plaza;zoning resolution ch.37;plaza,auto_confirmed,,,,"{""signage"": [""signage""]}",2022-09,400 East 84th Street.,Manhattan,1015637501,1085139
EA-202209-eb5c4a9b83,,,,,,,,,,,,Shore Towers Condominium Metropolitan Pacific Property,,9,2022,,access / closure;signage;bicycle parking;maintenance,for violations recorded at 25-40 Shore Boulevard. Violation issued for padlocking and attaching signage stating “Please Walk Bicycles” to a public pedestrian/bike path that is supposed to be maintained for public access,1250,"$1,250 in penalties issued to Shore Towers Condominium Metropolitan Pacific Property for violations recorded at 25-40 Shore Boulevard. Violation issued for padlocking and attaching signage stating “Please Walk Bicycles” to a public pedestrian/bike path that is supposed to be maintained for public access.",https://www.nyc.gov/assets/buildings/pdf/0922_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/09.pdf,5,none,none,0.0,no_match,no POPS at this address,pops_text_only,moderate,public pedestrian path,needs_review,,,,"{""access / closure"": [""padlock""], ""signage"": [""signage""], ""bicycle parking"": [""bicycle""], ""maintenance"": [""maintained""]}",2022-09,25-40 Shore Boulevard.,Queens,4009057501,4438544
EA-202210-09ae48b095,K020003,3001470004,3319418,1 METROTECH CENTER,Brooklyn,40.693222,-73.986719,,Commons and Public Areas,1990,24 Hours,Forest City Jay Street Association,,10,2022,,fountain / water feature,"for a violation recorded at 1 MetroTech Center, a public plaza. Inspectors issued a zoning violation for privately owned public space conditions for the site’s lack of a drinking fountain",5000,"$5,000 in penalties issued to Forest City Jay Street Association for a violation recorded at 1 MetroTech Center, a public plaza. Inspectors issued a zoning violation for privately owned public space conditions for the site’s lack of a drinking fountain.",https://www.nyc.gov/assets/buildings/pdf/1022_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/10.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;public plaza;public space;plaza,auto_confirmed,,,,"{""fountain / water feature"": [""fountain""]}",2022-10,1 MetroTech Center,Brooklyn,3001470004,3319418
EA-202210-28a638e125,M010007,1000680036,1001116,100 WILLIAM STREET,Manhattan,40.708346,-74.007199,,Covered Pedestrian Space,1973,Restricted Hours,"John Hancock Insurance, Co.",,10,2022,,seating,for a violation recorded at 100 William Street. Inspectors issued a zoning violation for lack of benches or seating which are required for a privately owned public plaza,5000,"$5,000 in penalties issued to John Hancock Insurance, Co. for a violation recorded at 100 William Street. Inspectors issued a zoning violation for lack of benches or seating which are required for a privately owned public plaza.",https://www.nyc.gov/assets/buildings/pdf/1022_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/10.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,moderate,public plaza;plaza,auto_confirmed,,,,"{""seating"": [""benches"", ""seating""]}",2022-10,100 William Street.,Manhattan,1000680036,1001116
EA-202211-a37655fc06,K020002,3001407501,3000259,350 JAY STREET,Brooklyn,40.693812,-73.987992,Renaissance Plaza,Plaza and Plaza Connected Open Space; Urban Plaza,1998,24 Hours,Muss and Muss c/o Brooklyn Renaissance Plaza,,11,2022,,signage,"for a violation recorded at 350 Jay Street. DOB inspectors cited the building owner for having no plaques or signage at the location, a violation of a zoning requirement",5000,"$5,000 in penalties issued to Muss and Muss c/o Brooklyn Renaissance Plaza for a violation recorded at 350 Jay Street. DOB inspectors cited the building owner for having no plaques or signage at the location, a violation of a zoning requirement.",https://www.nyc.gov/assets/buildings/pdf/1122_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/11.pdf,3,bbl,high,1.0,matched,bbl via geocode; address also agrees,property_match_only,,,needs_review,,,,"{""signage"": [""plaques"", ""signage""]}",2022-11,350 Jay Street.,Brooklyn,3001407501,3000259
EA-202212-c8b50ced5a,M050062,1008697501,1017603,445 5 AVENUE,Manhattan,40.751588,-73.981752,Fifth Avenue Tower,Urban Plaza,1985,24 Hours,Fifth Avenue Condo BHS MS MNT,,12,2022,,access / closure;signage,for a violation recorded at 445 5th Avenue. Inspectors cited the building for a violation of discretionary zoning where a public plaza at the location was closed to the public with a chain and a displayed “closed” sign,10000,"$10,000 in fines issued to Fifth Avenue Condo BHS MS MNT for a violation recorded at 445 5th Avenue. Inspectors cited the building for a violation of discretionary zoning where a public plaza at the location was closed to the public with a chain and a displayed “closed” sign.",https://www.nyc.gov/assets/buildings/pdf/1222_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2022/12.pdf,5,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,moderate,public plaza;discretionary zoning;plaza,auto_confirmed,,,,"{""access / closure"": [""chain"", ""closed to the public"", ""closed to the public with a chain and a displayed “closed” sign""], ""signage"": [""sign""]}",2022-12,445 5th Avenue.,Manhattan,1008697501,1017603
EA-202301-c9aad6ee79,M060024,1009457501,1022051,728 2 AVENUE,Manhattan,40.748002,-73.972838,Churchill,Plaza,1966,24 Hours,300 East 40th St Condominium,,1,2023,,other,"for violations recorded at 300 East 40th Street. DOB inspectors issued violations to the company for failure to take required precautions after an unsafe facade filing, and for failure to comply charge with a prior violation. Unsafe report filed required netting, and inspections observed no netting from the 28th to 33rd floors",27500,"$27,500 in penalties issued to 300 East 40th St Condominium for violations recorded at 300 East 40th Street. DOB inspectors issued violations to the company for failure to take required precautions after an unsafe facade filing, and for failure to comply charge with a prior violation. Unsafe report filed required netting, and inspections observed no netting from the 28th to 33rd floors.",https://www.nyc.gov/assets/buildings/pdf/0123_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2023/01.pdf,3,bbl,high,0.95,matched,bbl via geocode,property_match_only,,,needs_review,,,,,2023-01,300 East 40th Street.,Manhattan,1009457501,1022051
EA-202301-4e14bbe5b2,M050017,1007760055,1014237,230 WEST 27 STREET,Manhattan,40.747028,-73.995362,,Plaza,1974,24 Hours,F.I.T Student Housing Corp,,1,2023,,other,"for violations recorded at 230 West 27th Street. DOB inspectors issued a ZR violation for conditions observed on as of right privately owned public space, where arrangements were not approved by City Planning",10000,"$10,000 in penalties issued to F.I.T Student Housing Corp for violations recorded at 230 West 27th Street. DOB inspectors issued a ZR violation for conditions observed on as of right privately owned public space, where arrangements were not approved by City Planning.",https://www.nyc.gov/assets/buildings/pdf/0123_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2023/01.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;public space,auto_confirmed,,,,,2023-01,230 West 27th Street.,Manhattan,1007760055,1014237
EA-202302-6e20ec8885,M010015,1000350010,1000868,111 WALL STREET,Manhattan,40.704265,-74.006997,,Arcade; Plaza,1967,,Hunter Roberts Construction,,2,2023,,other,"for violations recorded at 111 Wall Street. DOB inspectors issued violations for failure to follow manufacturer’s instructions, after a worker using a Skilsaw was holding the saw and wood without support or a workstation, resulting in almost slicing off three of his fingers",12500,"$12,500 in penalties issued to Hunter Roberts Construction for violations recorded at 111 Wall Street. DOB inspectors issued violations for failure to follow manufacturer’s instructions, after a worker using a Skilsaw was holding the saw and wood without support or a workstation, resulting in almost slicing off three of his fingers.",https://www.nyc.gov/assets/buildings/pdf/0223_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2023/02.pdf,3,bbl,high,1.0,matched,bbl via geocode; address also agrees,property_match_only,,,needs_review,,,,,2023-02,111 Wall Street.,Manhattan,1000350010,1000868
EA-202302-e8f46ebff9,M010051,1000537502,1088442,123 WASHINGTON STREET,Manhattan,40.709161,-74.013714,W Downtown Hotel & Residences,Urban Plaza,2010,24 Hours,123 Washington LLC,,2,2023,,unauthorized private use,for a violation recorded at 123 Washington Street. DOB inspectors observed a privately owned public plaza space used as an open-air café after City Planning authorization had expired,5000,"$5,000 in penalties issued to 123 Washington LLC for a violation recorded at 123 Washington Street. DOB inspectors observed a privately owned public plaza space used as an open-air café after City Planning authorization had expired.",https://www.nyc.gov/assets/buildings/pdf/0223_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2023/02.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,moderate,public plaza;plaza;open air cafe,auto_confirmed,,,,"{""unauthorized private use"": [""café"", ""used as""]}",2023-02,123 Washington Street.,Manhattan,1000537502,1088442
EA-202303-371d84cb16,M010050,1000690018,1087146,2 GOLD STREET,Manhattan,40.70741,-74.006932,Two Gold,Urban Plaza,2005,24 Hours,2 Gold Street,,3,2023,,unauthorized private use,for violations recorded at 2 Gold LLC. DOB inspectors issued violations for operation as an open-air café despite the permit to occupy the POPS space having expired,12500,"$12,500 in total penalties issued to 2 Gold Street for violations recorded at 2 Gold LLC. DOB inspectors issued violations for operation as an open-air café despite the permit to occupy the POPS space having expired.",https://www.nyc.gov/assets/buildings/pdf/0323_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2023/03.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,POPS;open air cafe,auto_confirmed,,,,"{""unauthorized private use"": [""café""]}",2023-03,2 Gold Street,Manhattan,1000690018,1087146
EA-202305-f799a55329,,,,,,,,,,,,Crystal House Owners Inc.,,5,2023,,seating;landscaping,"for violations recorded at 200 West 24th Street. DOB inspectors issued violations to the owners of the Privately Owned Public Space on the property for affixing 200 feet of linear spokes to planters to prevent seating, which was contrary to plans",5000,"$5,000 in penalties issued to Crystal House Owners Inc. for violations recorded at 200 West 24th Street. DOB inspectors issued violations to the owners of the Privately Owned Public Space on the property for affixing 200 feet of linear spokes to planters to prevent seating, which was contrary to plans.",https://www.nyc.gov/assets/buildings/pdf/0523_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2023/05.pdf,3,none,none,0.0,no_match,no POPS at this address,pops_text_only,strong,privately owned public space;public space,needs_review,,,,"{""seating"": [""seating""], ""landscaping"": [""planters""]}",2023-05,200 West 24th Street.,Manhattan,1007737501,1087068
EA-202306-40d4396db9,M010014,1000330011,1000864,95 WALL STREET,Manhattan,40.704676,-74.007581,,Arcade; Plaza,1969,24 Hours,Ninety Five Wall Street LLC,,6,2023,,other,for violations recorded at 95 Wall Street. DOB inspectors issued violations for illegal transient use after observing an apartment occupied by 6 guests for fewer than 30 days and without a fire alarm system,47250,"$47,250 in total penalties issued to Ninety Five Wall Street LLC for violations recorded at 95 Wall Street. DOB inspectors issued violations for illegal transient use after observing an apartment occupied by 6 guests for fewer than 30 days and without a fire alarm system.",https://www.nyc.gov/assets/buildings/pdf/0623_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2023/06.pdf,3,bbl,high,1.0,matched,bbl via geocode; address also agrees,property_match_only,,,needs_review,,,,,2023-06,95 Wall Street.,Manhattan,1000330011,1000864
EA-202306-c4e4c10bce,M080072,1015770001,1050869,1520 YORK AVENUE,Manhattan,40.772184,-73.949394,Caldwell,Plaza,1972,24 Hours,80th Realty LLC,,6,2023,,access / closure;unauthorized private use,"for violations recorded at 1520 York Avenue. DOB inspectors issued violations to the owners of the privately owned public space (POPS) for disallowing access to the public, and for use by a nursey school without City Planning Commission permit",5000,"$5,000 in penalties issued to 80th Realty LLC for violations recorded at 1520 York Avenue. DOB inspectors issued violations to the owners of the privately owned public space (POPS) for disallowing access to the public, and for use by a nursey school without City Planning Commission permit.",https://www.nyc.gov/assets/buildings/pdf/0623_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2023/06.pdf,3,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space,auto_confirmed,,,,"{""access / closure"": [""disallowing access""], ""unauthorized private use"": [""school""]}",2023-06,1520 York Avenue.,Manhattan,1015770001,1050869
EA-202306-fb3e4697ce,M040004,1010400029,1076203,825 8 AVENUE,Manhattan,40.76223,-73.986943,One Worldwide Plaza,Elliptical Arcades; Plaza; Subway Access Areas,1989,24 Hours; Restricted Hours,WWP Holding LLC,,6,2023,,seating;unauthorized private use,for violations recorded at 825 8th Avenue. DOB inspectors issued violation to the owners of the privately owned public space (POPS) for having 45 tables and 180 chairs in the space without proper certification,5000,"$5,000 in penalties issued to WWP Holding LLC for violations recorded at 825 8th Avenue. DOB inspectors issued violation to the owners of the privately owned public space (POPS) for having 45 tables and 180 chairs in the space without proper certification.",https://www.nyc.gov/assets/buildings/pdf/0623_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2023/06.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space,auto_confirmed,,,,"{""seating"": [""chairs"", ""tables""], ""unauthorized private use"": [""without proper certification""]}",2023-06,825 8th Avenue.,Manhattan,1010400029,1076203
EA-202307-ec0e69b9d0,K010003,3024147503,3335796,316 KENT AVENUE,Brooklyn,40.714449,-73.96743,Domino Sugar Factory,Public Access Area,,,Refinery Construction LLC,,7,2023,,other,for violations issued to 292 Kent Ave. DOB inspectors issued violations for failure to safeguard after a worker fell from a suspended scaffold where no guardrails were in place,10000,"$10,000 in penalties issued to Refinery Construction LLC for violations issued to 292 Kent Ave. DOB inspectors issued violations for failure to safeguard after a worker fell from a suspended scaffold where no guardrails were in place.",https://www.nyc.gov/assets/buildings/pdf/0723_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2023/07.pdf,2,bbl,high,0.95,matched,bbl via geocode,property_match_only,,,needs_review,,,,,2023-07,292 Kent Ave.,Brooklyn,3024147503,3335796
EA-202308-7d72ed8638,,,,,,,,,,,,341 East 6th Street LLC,,8,2023,,obstruction,for violations recorded at 341 East 6th St. DOB inspectors issued violations to the owner of the Privately Owned Public Space (POPS) for blocking access to the public with a fence,10000,"$10,000 in penalties issued to 341 East 6th Street LLC for violations recorded at 341 East 6th St. DOB inspectors issued violations to the owner of the Privately Owned Public Space (POPS) for blocking access to the public with a fence.",https://www.nyc.gov/assets/buildings/pdf/0823_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2023/08.pdf,4,none,none,0.0,no_match,no POPS at this address,pops_text_only,strong,privately owned public space;POPS;public space,needs_review,,,,"{""obstruction"": [""blocking""]}",2023-08,341 East 6th St.,Manhattan,1004480035,1006290
EA-202308-1b9c577208,M060011,1008980001,1019551,201 EAST 17 STREET,Manhattan,40.735365,-73.985267,Park Towers Medical Plaza,Plaza,1973,24 Hours,Park Towers Tenants Corp,,8,2023,,signage,for violations recorded at 201 East 17th Street. DOB inspectors issued violations to owners of the Privately Owned Public Space (POPS) for not having the required posted informational signage regarding access,5000,"$5,000 in penalties issued to Park Towers Tenants Corp for violations recorded at 201 East 17th Street. DOB inspectors issued violations to owners of the Privately Owned Public Space (POPS) for not having the required posted informational signage regarding access.",https://www.nyc.gov/assets/buildings/pdf/0823_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2023/08.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space,auto_confirmed,,,,"{""signage"": [""signage""]}",2023-08,201 East 17th Street.,Manhattan,1008980001,1019551
EA-202311-467ac7fdca,M080080,1014840016,1000000,525 EAST 72 STREET,Manhattan,40.766492,-73.952113,One East River Place,Public Park,1988,Restricted Hours,One East River Place Realty Company LLC,,11,2023,,signage,for violations recorded at 525 East 72nd Street. DOB inspectors issued violations to the Privately Owned Public Space (POPS) for failure to have required signage,6250,"$6,250 in total penalties issued to One East River Place Realty Company LLC for violations recorded at 525 East 72nd Street. DOB inspectors issued violations to the Privately Owned Public Space (POPS) for failure to have required signage.",https://www.nyc.gov/assets/buildings/pdf/1123_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2023/11.pdf,4,address_exact,medium,0.6,matched,"exact address match, but geocoded BBL differs from POPS BBL",pops_text_and_property_match,strong,privately owned public space;POPS;public space,needs_review,,,,"{""signage"": [""signage""]}",2023-11,525 East 72nd Street.,Manhattan,1014840026,1046268
EA-202311-c8fe24e364,M050021,1010070029,1083719,1345 6 AVENUE,Manhattan,40.763064,-73.979254,Alliance Capital,Plaza,1968,24 Hours,1345 Leasehold LLC,,11,2023,,fountain / water feature,for violations recorded at 1345 Avenue of the Americas. DOB inspectors issued violations to the Privately Owned Public Space (POPS) for not having a working water fountain as was required as per CPC plans,5000,"$5,000 in penalties issued to 1345 Leasehold LLC for violations recorded at 1345 Avenue of the Americas. DOB inspectors issued violations to the Privately Owned Public Space (POPS) for not having a working water fountain as was required as per CPC plans.",https://www.nyc.gov/assets/buildings/pdf/1123_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2023/11.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space,auto_confirmed,,,,"{""fountain / water feature"": [""fountain""]}",2023-11,1345 Avenue of the Americas,Manhattan,1010070029,1083719
EA-202312-06276353c3,M080049,1015330001,1048809,201 EAST 87 STREET,Manhattan,40.779615,-73.95284,Claridge House,Park; Plaza,1975,24 Hours,Claridge House LLC,,12,2023,,other,for violations recorded at 201 East 87th street. DOB inspectors issued violations for zoning violations in a privately owned public space,5000,"$5,000 in penalties issued to Claridge House LLC for violations recorded at 201 East 87th street. DOB inspectors issued violations for zoning violations in a privately owned public space.",https://www.nyc.gov/assets/buildings/pdf/1223_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2023/12.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;public space,auto_confirmed,,,,,2023-12,201 East 87th street.,Manhattan,1015330001,1048809
EA-202401-ce6ccfe6cc,M050115,1008320017,1090786,1241 BROADWAY,Manhattan,40.747409,-73.988671,,Arcade,,,Triton Construction LLC,,1,2024,,other,for violations recorded at 1245 Broadway. DOB inspectors issued violations for failure to comply with manufacturer’s specifications after a worker fell from a baker’s scaffold that was being used without attaching outriggers while doing framing,12500,"$12,500 in penalties issued to Triton Construction LLC for violations recorded at 1245 Broadway. DOB inspectors issued violations for failure to comply with manufacturer’s specifications after a worker fell from a baker’s scaffold that was being used without attaching outriggers while doing framing.",https://www.nyc.gov/assets/buildings/pdf/0124_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2024/01.pdf,4,bbl,high,0.95,matched,bbl via geocode,property_match_only,,,needs_review,,,,,2024-01,1245 Broadway,Manhattan,1008320017,1090786
EA-202402-57e1712c87,Q070001,4049787502,4607310,138-35 39 AVENUE,Queens,40.761235,-73.827713,Flushing Commons,Publicly Accessible Open Space,,,Flushing Commons Property Owner LLC,,2,2024,,signage,for violations recorded at 138-35 39 Avenue. DOB inspectors issued violations at the Privately Owned Public Space (POPS) for failure to post required signage,5000,"$5,000 in penalties issued to Flushing Commons Property Owner LLC for violations recorded at 138-35 39 Avenue. DOB inspectors issued violations at the Privately Owned Public Space (POPS) for failure to post required signage.",https://www.nyc.gov/assets/buildings/pdf/0224_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2024/02.pdf,6,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space,auto_confirmed,,,,"{""signage"": [""signage""]}",2024-02,138-35 39 Avenue.,Queens,4049787502,4607310
EA-202403-f1bc2da717,M060051,1013230047,1038243,805 3 AVENUE,Manhattan,40.755388,-73.97054,Crystal Pavilion,Covered Pedestrian Space,1982,Restricted Hours,805 Third New York LLC,,3,2024,,access / closure,for violations recorded at 805 Third Ave. DOB inspectors issued violations for the zoning resolution not being adhered to after finding the Privately Owned Public Space (POPS) closed to the public,5000,"$5,000 in penalties issued to 805 Third New York LLC for violations recorded at 805 Third Ave. DOB inspectors issued violations for the zoning resolution not being adhered to after finding the Privately Owned Public Space (POPS) closed to the public.",https://www.nyc.gov/assets/buildings/pdf/0324_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2024/03.pdf,6,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space,auto_confirmed,,,,"{""access / closure"": [""closed to the public""]}",2024-03,805 Third Ave.,Manhattan,1013230047,1038243
EA-202404-5cd8f6e9ad,M010022,1000200009,1000804,45 BROADWAY,Manhattan,40.706542,-74.013266,45 Broadway Atrium,Arcade; Shopping Arcade,1983,24 Hours,45 Broadway LLC,,4,2024,,signage,"for violations recorded at 45 Broadway. DOB inspectors issued violations at the Privately Owned Public Space (POPS) for operating without required number of information plaques, after observing only one where there needs to be one every forty feet in the plaza",5000,"$5,000 in penalties issued to 45 Broadway LLC for violations recorded at 45 Broadway. DOB inspectors issued violations at the Privately Owned Public Space (POPS) for operating without required number of information plaques, after observing only one where there needs to be one every forty feet in the plaza.",https://www.nyc.gov/assets/buildings/pdf/0424_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2024/04.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space;plaza,auto_confirmed,,,,"{""signage"": [""plaques""]}",2024-04,45 Broadway,Manhattan,1000200009,1000804
EA-202408-91b61ec0ba,K150001,3087737501,3247051,1809 EMMONS AVENUE,Brooklyn,40.583936,-73.950173,,'Plaza',,,1809 Emmons Avenue Development LLC,,8,2024,,access / closure;landscaping;unauthorized private use;obstruction,"for violations recorded at 1809 Emmons Ave. DOB inspectors issued violations to the Privately Owned Public Space (POPS) after finding that 80% of plaza was taken over by two restaurants and planters, blocking the public from the area",10000,"$10,000 in penalties issued to 1809 Emmons Avenue Development LLC for violations recorded at 1809 Emmons Ave. DOB inspectors issued violations to the Privately Owned Public Space (POPS) after finding that 80% of plaza was taken over by two restaurants and planters, blocking the public from the area.",https://www.nyc.gov/assets/buildings/pdf/0824_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2024/08.pdf,3,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space;plaza,auto_confirmed,,,,"{""access / closure"": [""blocking the public""], ""landscaping"": [""planters""], ""unauthorized private use"": [""restaurants"", ""taken over""], ""obstruction"": [""blocking""]}",2024-08,1809 Emmons Ave.,Brooklyn,3087737501,3247051
EA-202408-d012264700,M050107,1008280001,1015632,776 6 AVENUE,Manhattan,40.744914,-73.990772,The Capitol at Chelsea,Urban Plaza,2002,Restricted Hours,Chelsea New York Realty Company,,8,2024,,access / closure,"for violations recorded at 776 6th Ave. DOB inspectors issued violations to the Privately Owned Public Space (POPS) for both entrances being padlocked, despite documents stating that the location should have been open",10000,"$10,000 in total penalties issued to Chelsea New York Realty Company for violations recorded at 776 6th Ave. DOB inspectors issued violations to the Privately Owned Public Space (POPS) for both entrances being padlocked, despite documents stating that the location should have been open.",https://www.nyc.gov/assets/buildings/pdf/0824_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2024/08.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,pops_text_and_property_match,strong,privately owned public space;POPS;public space,auto_confirmed,,,,"{""access / closure"": [""locked"", ""padlock""]}",2024-08,776 6th Ave.,Manhattan,1008280001,1015632
EA-202409-188b69aad7,M050041,1012850021,1035455,437 MADISON AVENUE,Manhattan,40.75737,-73.975394,,Arcade; Plaza,1968,24 Hours,Coastal Waterproofing LLC,,9,2024,,other,"for violations recorded 437 Madison Ave. DOB inspectors issued violations following an incident where a worker fell 18 feet, landing on setback platform. Inspectors observed no guardrails or barriers present to block the fall, and worker was not tied off",10000,"$10,000 in penalties issued to Coastal Waterproofing LLC for violations recorded 437 Madison Ave. DOB inspectors issued violations following an incident where a worker fell 18 feet, landing on setback platform. Inspectors observed no guardrails or barriers present to block the fall, and worker was not tied off.",https://www.nyc.gov/assets/buildings/pdf/0924_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2024/09.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,property_match_only,,,needs_review,,,,,2024-09,437 Madison Ave.,Manhattan,1012850021,1035455
EA-202412-786b122878,M010046,1000400003,1001004,60 WALL STREET,Manhattan,40.706241,-74.008505,J.P. Morgan,Arcade; Covered Pedestrian Space,1989,24 Hours; Closing for Events; Restricted Hours,Structure Tone LLC,,12,2024,,other,for violations recorded at 60 Wall Street. DOB inspectors issued violations for failure to safeguard construction workers after one of the workers fell 30 feet while installing decking on the third floor,10000,"$10,000 in penalties issued to Structure Tone LLC for violations recorded at 60 Wall Street. DOB inspectors issued violations for failure to safeguard construction workers after one of the workers fell 30 feet while installing decking on the third floor.",https://www.nyc.gov/assets/buildings/pdf/1224_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2024/12.pdf,7,bbl,high,1.0,matched,bbl via geocode; address also agrees,property_match_only,,,needs_review,,,,,2024-12,60 Wall Street.,Manhattan,1000400003,1001004
EA-202503-e21f11bc9b,M010002,1001280002,1001416,101 BARCLAY STREET,Manhattan,40.71451,-74.012236,,Pedestrian Easement; Public Lobby,1983,24 Hours,"Structure Tone, LLC",,3,2025,,other,"for violations recorded at 240 Greenwich Street. DOB inspectors issued violations for failure to safeguard the public and property after inspectors responded to an incident where a forklift driver and a helper moving 20-foot rebar did not secure the load to the forklift, resulting in the forklift flipping when the load weight shifted, injuring both workers",25000,"$25,000 in penalties issued to Structure Tone, LLC for violations recorded at 240 Greenwich Street. DOB inspectors issued violations for failure to safeguard the public and property after inspectors responded to an incident where a forklift driver and a helper moving 20-foot rebar did not secure the load to the forklift, resulting in the forklift flipping when the load weight shifted, injuring both workers.",https://www.nyc.gov/assets/buildings/pdf/0325_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2025/03.pdf,5,bbl,high,0.95,matched,bbl via geocode,property_match_only,,,needs_review,,,,,2025-03,240 Greenwich Street.,Manhattan,1001280002,1001416
EA-202601-3139a1dfc3,M010042,1000157501,1082634,17 BATTERY PLACE,Manhattan,40.7056,-74.015837,,Arcade; Plaza,1972,24 Hours,17 Battery Place Condominium,,1,2026,,other,"for violations recorded at 17 Battery Place. DOB inspectors issued violations for failure to safeguard after observing spalling concrete at several locations on the first floor, and spalling fireproof material from steel beams at several locations at a three-level parking structure located under an occupied building",10000,"$10,000 in penalties imposed on 17 Battery Place Condominium for violations recorded at 17 Battery Place. DOB inspectors issued violations for failure to safeguard after observing spalling concrete at several locations on the first floor, and spalling fireproof material from steel beams at several locations at a three-level parking structure located under an occupied building.",https://www.nyc.gov/assets/buildings/pdf/0126_enforcement_action_bulletin.pdf,data/raw/dob_bulletins/2026/01.pdf,4,bbl,high,1.0,matched,bbl via geocode; address also agrees,property_match_only,,,needs_review,,,,,2026-01,17 Battery Place.,Manhattan,1000157501,1082634
